sample_id,sample_rank,q_index,cluster_id,cluster_size,weight
codecontests_cpp_527,1018,,0,58,0.9396084964598084
codecontests_cpp_579,1100,,0,58,0.9162516976007243
codecontests_cpp_589,1117,,0,58,0.9803921568627451
codecontests_cpp_591,1121,,0,58,1.0
codecontests_cpp_605,1145,,0,58,1.0
apps_python_4,8,,1,24,1.0
apps_python_14,31,,1,24,1.0
apps_python_43,104,,1,24,0.9382716049382716
apps_python_48,120,,1,24,0.9710144927536232
apps_python_60,147,,1,24,1.0
apps_python_74,175,,1,24,1.0
humaneval_python_74,178,,1,24,1.0
apps_python_79,189,,1,24,0.9882352941176471
apps_python_81,196,,1,24,0.9886363636363636
apps_python_94,229,,1,24,0.9873417721518988
apps_python_100,247,,1,24,1.0
humaneval_python_108,267,,1,24,1.0
mbpp_python_112,280,,1,24,1.0
apps_python_117,295,,1,24,0.987012987012987
apps_python_119,302,,1,24,1.0
apps_python_122,310,,1,24,1.0
apps_python_126,323,,1,24,1.0
apps_python_131,337,,1,24,0.9878048780487805
apps_python_146,382,,1,24,0.8850415512465374
codecontests_cpp_170,428,,1,24,0.8073934047469019
mbpp_python_271,598,,1,24,1.0
mbpp_python_276,608,,1,24,1.0
codecontests_cpp_395,813,,1,24,0.8376903188738868
codecontests_java_588,1116,,1,24,0.7772727272727273
mbpp_python_4,11,,2,25,1.0
apps_python_25,59,,2,25,1.0
mbpp_python_32,76,,2,25,1.0
humaneval_python_42,102,,2,25,1.0
mbpp_python_55,139,,2,25,1.0
humaneval_python_76,184,,2,25,1.0
apps_python_84,204,,2,25,0.987012987012987
codecontests_cpp_125,320,,2,25,0.8341920993526225
codecontests_cpp_131,338,,2,25,0.8170594837261503
apps_python_132,341,,2,25,0.9855072463768116
apps_python_133,344,,2,25,1.0
humaneval_python_139,362,,2,25,1.0
mbpp_python_140,366,,2,25,0.9626168224299065
apps_python_143,373,,2,25,1.0
apps_python_144,376,,2,25,0.8850415512465374
codecontests_java_162,417,,2,25,0.9072315558802047
codecontests_java_171,431,,2,25,0.8804653781197223
codecontests_cpp_189,461,,2,25,0.8919753086419753
mbpp_python_230,535,,2,25,1.0
mbpp_python_299,649,,2,25,1.0
mbpp_python_364,760,,2,25,1.0
codecontests_java_412,840,,2,25,1.0
codecontests_cpp_492,966,,2,25,0.8216398985629755
codecontests_cpp_512,995,,2,25,0.849609375
codecontests_cpp_566,1079,,2,25,0.8588637715645449
codecontests_cpp_4,9,,3,124,0.954319526627219
apps_python_5,12,,3,124,1.0
codecontests_cpp_5,13,,3,124,0.9830508474576272
apps_python_9,19,,3,124,1.0
codecontests_cpp_11,23,,3,124,0.9162516976007243
codecontests_cpp_12,27,,3,124,0.8908641975308641
codecontests_cpp_18,43,,3,124,0.9183333333333333
humaneval_python_18,45,,3,124,1.0
codecontests_cpp_26,61,,3,124,0.9454545454545454
codecontests_java_26,62,,3,124,0.9811320754716981
codecontests_cpp_27,64,,3,124,0.9461157024793388
apps_python_30,71,,3,124,0.9470663265306122
apps_python_34,80,,3,124,1.0
apps_python_35,81,,3,124,1.0
codecontests_cpp_35,82,,3,124,1.0
mbpp_python_36,87,,3,124,0.9607843137254902
apps_python_37,88,,3,124,1.0
codecontests_cpp_43,105,,3,124,0.9461157024793388
apps_python_46,113,,3,124,1.0
codecontests_cpp_49,124,,3,124,0.9655172413793104
codecontests_cpp_62,152,,3,124,0.7163681799250312
apps_python_76,182,,3,124,1.0
apps_python_77,185,,3,124,1.0
codecontests_cpp_79,190,,3,124,0.8767951625094481
mbpp_python_81,198,,3,124,0.9347826086956522
apps_python_83,201,,3,124,1.0
codecontests_cpp_85,208,,3,124,0.8166591217745587
humaneval_python_85,210,,3,124,1.0
apps_python_86,211,,3,124,0.9836065573770492
apps_python_88,216,,3,124,0.9512195121951219
codecontests_cpp_89,218,,3,124,0.9419454056132257
codecontests_cpp_91,222,,3,124,0.8444119795471148
apps_python_93,226,,3,124,1.0
codecontests_cpp_93,227,,3,124,0.91796875
codecontests_java_94,231,,3,124,0.96415770609319
apps_python_96,236,,3,124,1.0
codecontests_java_96,237,,3,124,1.0
apps_python_102,253,,3,124,1.0
apps_python_103,254,,3,124,1.0
apps_python_104,256,,3,124,0.9848484848484849
apps_python_107,262,,3,124,0.9333333333333333
apps_python_112,276,,3,124,0.8966089965397924
apps_python_113,281,,3,124,0.9256408445731233
humaneval_python_119,303,,3,124,1.0
humaneval_python_120,306,,3,124,1.0
apps_python_121,307,,3,124,0.9658145065398335
codecontests_cpp_123,313,,3,124,0.8875739644970415
codecontests_cpp_127,327,,3,124,0.867358708189158
codecontests_java_127,328,,3,124,1.0
codecontests_java_130,334,,3,124,0.7900214263850628
codecontests_cpp_134,348,,3,124,0.9636363636363636
codecontests_cpp_140,364,,3,124,1.0
codecontests_cpp_141,368,,3,124,1.0
codecontests_java_141,369,,3,124,0.9518072289156626
codecontests_cpp_148,388,,3,124,0.8093750000000001
mbpp_python_148,391,,3,124,0.8590124925639501
codecontests_java_160,412,,3,124,1.0
codecontests_cpp_165,420,,3,124,1.0
codecontests_java_166,423,,3,124,1.0
mbpp_python_167,425,,3,124,0.9876543209876543
codecontests_java_169,427,,3,124,1.0
codecontests_cpp_177,441,,3,124,0.7970521541950113
codecontests_cpp_182,450,,3,124,0.8828775267538644
codecontests_cpp_219,513,,3,124,1.0
mbpp_python_221,518,,3,124,1.0
codecontests_cpp_224,522,,3,124,1.0
codecontests_java_224,523,,3,124,1.0
codecontests_java_226,527,,3,124,1.0
codecontests_cpp_227,528,,3,124,1.0
codecontests_java_230,534,,3,124,1.0
mbpp_python_233,538,,3,124,0.9830508474576272
codecontests_cpp_245,553,,3,124,0.7420118343195267
codecontests_cpp_257,575,,3,124,0.9666666666666667
codecontests_cpp_261,582,,3,124,0.9528848576467623
codecontests_java_267,593,,3,124,0.9811320754716981
codecontests_java_268,595,,3,124,0.922004132231405
codecontests_cpp_274,603,,3,124,0.95
codecontests_cpp_277,609,,3,124,1.0
codecontests_cpp_298,646,,3,124,0.9162516976007243
codecontests_cpp_312,671,,3,124,1.0
codecontests_java_332,709,,3,124,1.0
codecontests_java_333,711,,3,124,1.0
codecontests_cpp_335,714,,3,124,0.9310557094490612
codecontests_cpp_337,718,,3,124,0.98
codecontests_cpp_339,721,,3,124,0.9661016949152542
codecontests_cpp_341,725,,3,124,0.9569418189455997
codecontests_cpp_344,731,,3,124,0.9322235434007136
codecontests_cpp_349,739,,3,124,1.0
codecontests_java_355,745,,3,124,0.7291666666666667
codecontests_java_363,758,,3,124,0.9685059208868732
codecontests_java_364,759,,3,124,0.7307825484764543
codecontests_java_383,795,,3,124,0.8643967158739583
codecontests_java_395,814,,3,124,0.8386703601108032
codecontests_cpp_398,818,,3,124,0.8185941043083901
codecontests_cpp_401,823,,3,124,0.9611687812379853
codecontests_cpp_407,830,,3,124,0.9110743801652892
codecontests_java_416,845,,3,124,0.8919372046944063
codecontests_java_420,855,,3,124,0.8513125730683389
codecontests_cpp_423,860,,3,124,0.8489795918367347
codecontests_java_423,861,,3,124,0.851100010628122
codecontests_cpp_424,862,,3,124,0.8473167044595616
codecontests_java_436,883,,3,124,1.0
codecontests_java_446,900,,3,124,0.86341921841961
codecontests_cpp_454,912,,3,124,0.9777777777777777
codecontests_cpp_457,916,,3,124,0.7613223140495867
codecontests_cpp_468,929,,3,124,0.8788265306122449
codecontests_cpp_472,936,,3,124,0.9658145065398335
codecontests_java_475,942,,3,124,1.0
codecontests_cpp_485,955,,3,124,0.7392
codecontests_java_498,974,,3,124,0.8573388203017833
codecontests_java_509,990,,3,124,0.8622147083685546
codecontests_java_512,996,,3,124,0.8132291666666667
codecontests_java_514,998,,3,124,0.8662721893491124
codecontests_cpp_515,999,,3,124,0.9119897959183674
codecontests_java_525,1015,,3,124,0.8966942148760332
codecontests_cpp_535,1031,,3,124,0.8989298454221165
codecontests_java_546,1047,,3,124,0.9171597633136095
codecontests_cpp_558,1065,,3,124,1.0
codecontests_cpp_568,1083,,3,124,0.95
codecontests_cpp_573,1089,,3,124,0.90234375
codecontests_java_606,1148,,3,124,1.0
codecontests_java_616,1166,,3,124,0.9179333333333333
codecontests_java_622,1176,,3,124,0.9396084964598084
codecontests_java_627,1185,,3,124,0.9305190311418684
codecontests_java_1,3,,4,207,0.9608725761772853
codecontests_java_4,10,,4,207,0.911888888888889
codecontests_java_5,14,,4,207,1.0
codecontests_java_6,16,,4,207,0.986046511627907
codecontests_java_11,24,,4,207,0.8929208804283165
codecontests_java_15,35,,4,207,1.0
codecontests_java_16,38,,4,207,0.8832
codecontests_java_22,53,,4,207,1.0
codecontests_java_23,56,,4,207,0.8080621301775147
codecontests_java_24,58,,4,207,0.901875
codecontests_java_25,60,,4,207,1.0
codecontests_java_30,73,,4,207,1.0
codecontests_java_33,78,,4,207,0.8398668939209479
codecontests_java_35,83,,4,207,0.89413988657845
codecontests_java_36,86,,4,207,0.9632677945435146
codecontests_java_38,90,,4,207,0.8102146848348201
codecontests_cpp_44,108,,4,207,1.0
codecontests_cpp_47,117,,4,207,1.0
codecontests_java_50,127,,4,207,1.0
codecontests_java_51,129,,4,207,0.89337158203125
codecontests_java_52,131,,4,207,0.8758788534342888
codecontests_java_53,134,,4,207,0.7530717399920729
codecontests_java_58,145,,4,207,1.0
codecontests_java_60,148,,4,207,1.0
codecontests_cpp_63,154,,4,207,0.8850415512465374
apps_python_64,156,,4,207,0.9863013698630136
codecontests_java_70,170,,4,207,0.9022222222222223
codecontests_java_72,172,,4,207,1.0
codecontests_java_74,177,,4,207,1.0
codecontests_cpp_75,180,,4,207,0.8996539792387543
codecontests_java_76,183,,4,207,0.8275462962962963
codecontests_java_77,187,,4,207,1.0
codecontests_java_83,203,,4,207,0.790363482671175
codecontests_java_84,205,,4,207,1.0
codecontests_java_85,209,,4,207,1.0
codecontests_java_86,212,,4,207,1.0
codecontests_java_90,220,,4,207,0.8702306302476351
apps_python_99,244,,4,207,0.9272976680384086
codecontests_java_100,249,,4,207,0.8597546242852158
codecontests_java_106,261,,4,207,0.8563310097701632
codecontests_cpp_110,273,,4,207,0.9267097349075518
codecontests_java_110,274,,4,207,0.9580550596222089
apps_python_111,275,,4,207,1.0
codecontests_java_113,283,,4,207,0.9406299898388736
codecontests_java_115,288,,4,207,1.0
codecontests_java_116,293,,4,207,0.9237963573904756
codecontests_java_117,297,,4,207,0.8926458157227388
codecontests_java_122,311,,4,207,1.0
codecontests_cpp_130,333,,4,207,1.0
codecontests_java_133,345,,4,207,0.9060650887573964
codecontests_cpp_136,352,,4,207,0.9639669421487603
codecontests_cpp_137,354,,4,207,1.0
codecontests_java_140,365,,4,207,0.8845877621373168
codecontests_java_142,372,,4,207,0.9467602040816328
codecontests_java_143,375,,4,207,0.8762891835594168
codecontests_java_148,389,,4,207,1.0
codecontests_java_151,396,,4,207,0.7585714285714286
codecontests_java_158,409,,4,207,0.9191199914975023
codecontests_cpp_163,418,,4,207,1.0
codecontests_java_165,421,,4,207,0.8879026955950032
codecontests_java_168,426,,4,207,1.0
codecontests_cpp_175,437,,4,207,0.8216029876472277
codecontests_java_182,451,,4,207,0.8260461625070369
codecontests_java_192,468,,4,207,0.849609375
codecontests_cpp_194,470,,4,207,0.971830985915493
codecontests_cpp_197,476,,4,207,1.0
codecontests_java_198,478,,4,207,1.0
codecontests_java_199,480,,4,207,1.0
codecontests_cpp_201,483,,4,207,0.9413265306122449
codecontests_java_202,486,,4,207,0.90234375
codecontests_java_204,490,,4,207,1.0
codecontests_java_205,492,,4,207,1.0
codecontests_java_212,502,,4,207,0.9504687500000001
codecontests_java_221,517,,4,207,1.0
codecontests_java_225,526,,4,207,0.8347205707491082
codecontests_java_227,529,,4,207,0.9352493074792244
codecontests_java_237,545,,4,207,1.0
codecontests_java_238,546,,4,207,1.0
codecontests_java_241,549,,4,207,1.0
codecontests_java_245,554,,4,207,0.9087044319268786
codecontests_java_248,560,,4,207,0.8698055053672017
codecontests_java_250,563,,4,207,1.0
codecontests_java_251,564,,4,207,0.8512110726643598
codecontests_java_256,574,,4,207,0.9125520523497918
codecontests_java_258,578,,4,207,0.8413317479191438
codecontests_java_260,581,,4,207,1.0
codecontests_java_261,583,,4,207,0.9736842105263158
codecontests_java_265,591,,4,207,0.7329898269256176
codecontests_java_266,592,,4,207,1.0
codecontests_java_271,597,,4,207,0.9416632289063069
codecontests_java_272,600,,4,207,0.9895349405838916
codecontests_java_278,611,,4,207,1.0
codecontests_java_279,613,,4,207,0.8710204081632653
codecontests_java_280,614,,4,207,0.7529340039628105
codecontests_java_282,618,,4,207,0.9693877551020408
codecontests_java_284,622,,4,207,0.896671198631639
codecontests_java_285,624,,4,207,0.8821872224887464
codecontests_java_286,626,,4,207,1.0
codecontests_java_287,627,,4,207,1.0
codecontests_java_289,630,,4,207,0.8381621079433664
codecontests_java_291,634,,4,207,1.0
codecontests_cpp_292,636,,4,207,0.9818181818181818
codecontests_java_302,654,,4,207,0.9446239846274784
codecontests_java_303,657,,4,207,0.85421875
codecontests_java_304,659,,4,207,0.958904109589041
codecontests_java_306,662,,4,207,0.7710413115818522
codecontests_java_308,664,,4,207,0.9863013698630136
codecontests_java_310,669,,4,207,0.9395198522622346
codecontests_java_314,676,,4,207,0.7967406066093256
codecontests_java_319,684,,4,207,1.0
codecontests_java_320,686,,4,207,0.766948617598788
codecontests_cpp_326,696,,4,207,0.8748699271592092
codecontests_java_326,697,,4,207,1.0
codecontests_java_331,707,,4,207,1.0
codecontests_java_335,715,,4,207,0.9603555555555556
codecontests_java_337,719,,4,207,0.9235771443563651
codecontests_java_342,728,,4,207,1.0
codecontests_java_345,733,,4,207,1.0
codecontests_java_350,741,,4,207,1.0
codecontests_java_353,742,,4,207,0.8636380744476646
codecontests_java_354,744,,4,207,0.9169424015782441
codecontests_java_367,766,,4,207,0.9649826989619378
codecontests_java_369,770,,4,207,0.805958843580356
codecontests_java_371,775,,4,207,0.9335942431511173
codecontests_java_372,777,,4,207,0.9920318725099602
codecontests_java_374,781,,4,207,1.0
codecontests_java_375,783,,4,207,0.8825021132713441
codecontests_cpp_380,789,,4,207,1.0
codecontests_java_380,790,,4,207,0.9142486833818603
codecontests_java_385,798,,4,207,1.0
codecontests_java_386,800,,4,207,1.0
codecontests_java_390,806,,4,207,1.0
codecontests_java_391,808,,4,207,0.8741780450039213
codecontests_java_392,809,,4,207,0.906518786781349
codecontests_java_399,820,,4,207,0.888671875
codecontests_java_401,824,,4,207,1.0
codecontests_java_406,828,,4,207,1.0
codecontests_java_409,836,,4,207,1.0
codecontests_java_417,848,,4,207,0.9187496018178344
codecontests_java_418,850,,4,207,1.0
codecontests_cpp_421,856,,4,207,0.9100277447483155
codecontests_java_424,863,,4,207,0.8477096966091613
codecontests_java_425,864,,4,207,1.0
codecontests_java_427,868,,4,207,0.8723947487550928
codecontests_java_428,870,,4,207,0.946044921875
codecontests_java_429,872,,4,207,0.9063005975608336
codecontests_java_439,889,,4,207,0.911121873486541
codecontests_java_441,893,,4,207,0.8124813992353654
codecontests_java_442,894,,4,207,1.0
codecontests_java_447,902,,4,207,1.0
codecontests_java_449,905,,4,207,0.8542455381287182
codecontests_java_454,913,,4,207,1.0
codecontests_java_458,919,,4,207,0.8678116343490305
codecontests_java_459,920,,4,207,1.0
codecontests_java_462,922,,4,207,1.0
codecontests_java_468,930,,4,207,1.0
codecontests_java_469,932,,4,207,1.0
codecontests_java_479,948,,4,207,0.8647276031171008
codecontests_java_482,951,,4,207,1.0
codecontests_java_488,961,,4,207,0.7973333333333334
codecontests_java_489,962,,4,207,0.9062780175559308
codecontests_java_490,964,,4,207,0.88649013324338
codecontests_java_492,967,,4,207,1.0
codecontests_java_493,969,,4,207,0.979757085020243
codecontests_java_504,983,,4,207,0.877263259093094
codecontests_java_505,985,,4,207,0.91796875
codecontests_cpp_508,987,,4,207,0.9172783177940884
codecontests_java_511,994,,4,207,0.9806053081802905
codecontests_cpp_517,1003,,4,207,0.8560926709734907
codecontests_java_518,1005,,4,207,1.0
codecontests_java_520,1008,,4,207,0.8443308173037902
codecontests_java_527,1019,,4,207,0.9006213232864037
codecontests_cpp_529,1022,,4,207,0.8125371950009919
codecontests_java_529,1023,,4,207,0.8212226066897347
codecontests_java_533,1028,,4,207,0.9219182825484764
codecontests_java_535,1032,,4,207,0.8951127435975921
codecontests_java_541,1040,,4,207,0.9594594594594594
codecontests_java_544,1044,,4,207,1.0
codecontests_java_545,1045,,4,207,1.0
codecontests_java_551,1054,,4,207,0.8966089965397924
codecontests_java_556,1062,,4,207,0.9918032786885246
codecontests_java_559,1067,,4,207,0.9253324787694279
codecontests_java_563,1074,,4,207,0.896814404432133
codecontests_java_566,1080,,4,207,0.9855595667870036
codecontests_java_567,1082,,4,207,1.0
codecontests_java_568,1084,,4,207,0.9456521739130435
codecontests_java_571,1087,,4,207,1.0
codecontests_java_574,1092,,4,207,0.8877750802725349
codecontests_java_575,1094,,4,207,0.9006438580987249
codecontests_java_578,1099,,4,207,1.0
codecontests_java_580,1103,,4,207,0.8153263533080864
codecontests_java_581,1105,,4,207,0.9493754109138725
codecontests_java_589,1118,,4,207,0.9328512396694215
codecontests_java_590,1120,,4,207,1.0
codecontests_java_592,1124,,4,207,0.8050290861324826
codecontests_java_596,1131,,4,207,0.9747199080723931
codecontests_java_598,1134,,4,207,0.8520415224913495
codecontests_java_602,1140,,4,207,1.0
codecontests_java_609,1152,,4,207,1.0
codecontests_java_610,1154,,4,207,0.8325850661625709
codecontests_java_613,1160,,4,207,0.9469302809573361
codecontests_java_615,1164,,4,207,0.823015122873346
codecontests_java_617,1168,,4,207,0.8297992118596359
codecontests_cpp_619,1171,,4,207,1.0
codecontests_java_619,1172,,4,207,0.8667243780345515
codecontests_java_620,1173,,4,207,1.0
codecontests_java_628,1186,,4,207,0.8889795918367347
codecontests_cpp_3,6,,5,91,0.9574468085106383
codecontests_cpp_6,15,,5,91,1.0
codecontests_cpp_9,20,,5,91,1.0
apps_python_17,39,,5,91,1.0
codecontests_cpp_20,48,,5,91,0.8131487889273356
codecontests_cpp_23,55,,5,91,1.0
codecontests_cpp_39,91,,5,91,0.9814814814814815
codecontests_cpp_41,97,,5,91,0.9228515625
codecontests_cpp_42,100,,5,91,0.95361328125
codecontests_cpp_45,111,,5,91,1.0
codecontests_cpp_52,130,,5,91,1.0
codecontests_cpp_56,140,,5,91,0.9852941176470589
codecontests_cpp_68,165,,5,91,0.9710144927536232
codecontests_cpp_69,167,,5,91,1.0
codecontests_java_69,168,,5,91,1.0
codecontests_cpp_70,169,,5,91,1.0
codecontests_cpp_72,171,,5,91,0.8677685950413223
codecontests_cpp_83,202,,5,91,1.0
apps_python_92,224,,5,91,1.0
mbpp_python_96,238,,5,91,0.916704391127207
codecontests_cpp_99,245,,5,91,0.984375
apps_python_101,251,,5,91,1.0
codecontests_cpp_112,277,,5,91,1.0
codecontests_cpp_114,285,,5,91,0.834319526627219
humaneval_python_116,294,,5,91,1.0
codecontests_cpp_117,296,,5,91,0.95361328125
apps_python_124,315,,5,91,1.0
codecontests_cpp_132,342,,5,91,0.9696969696969697
codecontests_cpp_138,358,,5,91,0.9672131147540983
codecontests_cpp_153,400,,5,91,0.9141274238227146
codecontests_cpp_171,430,,5,91,0.9827586206896551
codecontests_cpp_174,435,,5,91,0.9603999999999999
mbpp_python_175,439,,5,91,1.0
codecontests_java_177,442,,5,91,0.9183333333333333
codecontests_cpp_191,465,,5,91,1.0
codecontests_cpp_202,485,,5,91,0.8866666666666666
codecontests_java_203,488,,5,91,0.9575510204081633
codecontests_cpp_211,500,,5,91,0.9878048780487805
codecontests_cpp_215,506,,5,91,1.0
codecontests_cpp_242,550,,5,91,1.0
codecontests_java_243,552,,5,91,0.908203125
codecontests_cpp_253,567,,5,91,1.0
codecontests_cpp_255,571,,5,91,0.9726027397260274
codecontests_cpp_263,586,,5,91,1.0
codecontests_cpp_276,606,,5,91,0.95
codecontests_cpp_279,612,,5,91,0.9726027397260274
codecontests_cpp_295,640,,5,91,0.972972972972973
codecontests_cpp_301,651,,5,91,0.9615384615384616
codecontests_cpp_306,661,,5,91,1.0
codecontests_cpp_310,668,,5,91,1.0
codecontests_cpp_315,677,,5,91,0.9803921568627451
codecontests_cpp_320,685,,5,91,1.0
codecontests_cpp_327,698,,5,91,1.0
codecontests_cpp_330,705,,5,91,1.0
codecontests_cpp_332,708,,5,91,0.9814814814814815
codecontests_cpp_342,727,,5,91,1.0
codecontests_java_346,735,,5,91,0.9010712035286704
codecontests_java_348,738,,5,91,0.9692307692307692
codecontests_cpp_354,743,,5,91,0.9302325581395349
codecontests_cpp_357,747,,5,91,1.0
codecontests_cpp_361,754,,5,91,1.0
codecontests_cpp_368,767,,5,91,1.0
codecontests_cpp_371,774,,5,91,1.0
codecontests_cpp_372,776,,5,91,1.0
codecontests_cpp_375,782,,5,91,0.8429752066115702
codecontests_cpp_379,787,,5,91,0.9552238805970149
codecontests_java_389,804,,5,91,0.8581314878892733
codecontests_cpp_411,837,,5,91,0.9830508474576272
codecontests_java_411,838,,5,91,0.8356290174471993
codecontests_java_413,841,,5,91,0.9196452566514377
codecontests_java_414,843,,5,91,0.9000657462195923
codecontests_cpp_419,852,,5,91,1.0
codecontests_cpp_420,854,,5,91,0.9753086419753086
codecontests_cpp_428,869,,5,91,1.0
codecontests_cpp_430,873,,5,91,0.8738185255198488
codecontests_cpp_435,880,,5,91,1.0
codecontests_cpp_437,884,,5,91,1.0
codecontests_cpp_438,886,,5,91,0.9661016949152542
codecontests_cpp_449,904,,5,91,0.9669444444444444
codecontests_cpp_452,909,,5,91,0.9141274238227146
codecontests_cpp_488,960,,5,91,0.926954732510288
codecontests_cpp_493,968,,5,91,0.984375
codecontests_cpp_511,993,,5,91,0.9789473684210527
codecontests_cpp_520,1007,,5,91,0.9196168263223657
codecontests_cpp_526,1016,,5,91,0.9042675893886967
codecontests_cpp_541,1039,,5,91,1.0
codecontests_cpp_586,1112,,5,91,0.9672131147540983
codecontests_java_597,1132,,5,91,0.938232421875
codecontests_cpp_611,1155,,5,91,1.0
codecontests_cpp_629,1187,,5,91,1.0
codecontests_cpp_630,1189,,5,91,1.0
apps_python_10,22,,6,24,1.0
apps_python_20,47,,6,24,1.0
codecontests_cpp_33,77,,6,24,0.9596001665972511
mbpp_python_35,84,,6,24,1.0
codecontests_cpp_142,371,,6,24,1.0
codecontests_cpp_158,408,,6,24,1.0
codecontests_cpp_188,459,,6,24,1.0
codecontests_cpp_195,473,,6,24,0.8711111111111112
codecontests_cpp_206,493,,6,24,0.9824561403508771
codecontests_cpp_216,508,,6,24,0.908203125
codecontests_cpp_258,577,,6,24,1.0
codecontests_cpp_259,579,,6,24,0.8590124925639501
codecontests_cpp_285,623,,6,24,1.0
codecontests_cpp_290,631,,6,24,1.0
codecontests_cpp_333,710,,6,24,1.0
codecontests_cpp_391,807,,6,24,0.9210526315789473
codecontests_cpp_422,858,,6,24,0.9753086419753086
codecontests_java_430,874,,6,24,0.765380859375
codecontests_cpp_531,1025,,6,24,0.9485579355709226
codecontests_cpp_540,1037,,6,24,1.0
codecontests_cpp_560,1068,,6,24,0.8984375
codecontests_cpp_575,1093,,6,24,1.0
codecontests_java_591,1122,,6,24,0.8618284048313204
codecontests_cpp_616,1165,,6,24,1.0
mbpp_python_1,4,,7,22,0.9787234042553191
mbpp_python_11,26,,7,22,1.0
apps_python_16,36,,7,22,1.0
humaneval_python_21,50,,7,22,1.0
apps_python_29,68,,7,22,1.0
mbpp_python_54,137,,7,22,1.0
apps_python_69,166,,7,22,1.0
apps_python_85,207,,7,22,0.9696969696969697
apps_python_95,232,,7,22,1.0
humaneval_python_95,235,,7,22,0.9457684368549445
humaneval_python_97,240,,7,22,0.9682539682539683
apps_python_109,268,,7,22,1.0
apps_python_116,291,,7,22,1.0
humaneval_python_125,322,,7,22,1.0
apps_python_138,357,,7,22,1.0
apps_python_140,363,,7,22,0.9582656592048584
mbpp_python_305,660,,7,22,1.0
codecontests_java_357,748,,7,22,0.849179851937872
mbpp_python_380,791,,7,22,1.0
codecontests_java_431,875,,7,22,1.0
codecontests_cpp_522,1010,,7,22,1.0
codecontests_java_542,1042,,7,22,1.0
apps_python_13,29,,8,37,1.0
codecontests_cpp_16,37,,8,37,1.0
humaneval_python_26,63,,8,37,0.9777777777777777
codecontests_cpp_40,95,,8,37,0.9516129032258065
codecontests_cpp_64,157,,8,37,1.0
codecontests_cpp_98,242,,8,37,1.0
codecontests_cpp_100,248,,8,37,1.0
codecontests_cpp_106,260,,8,37,0.9696969696969697
apps_python_129,330,,8,37,1.0
mbpp_python_133,346,,8,37,0.9803921568627451
apps_python_141,367,,8,37,0.9649122807017544
mbpp_python_149,395,,8,37,1.0
codecontests_cpp_186,456,,8,37,0.9516129032258065
mbpp_python_194,472,,8,37,0.9596001665972511
mbpp_python_224,524,,8,37,1.0
mbpp_python_285,625,,8,37,0.966388968687159
codecontests_cpp_291,633,,8,37,1.0
mbpp_python_291,635,,8,37,0.9814814814814815
codecontests_cpp_314,675,,8,37,0.9333333333333333
codecontests_java_322,690,,8,37,0.762156714537667
codecontests_cpp_334,712,,8,37,1.0
codecontests_cpp_340,723,,8,37,0.9692307692307692
codecontests_cpp_358,749,,8,37,0.9328512396694215
codecontests_cpp_373,778,,8,37,0.9605263157894737
codecontests_cpp_386,799,,8,37,1.0
mbpp_python_408,834,,8,37,1.0
codecontests_cpp_417,847,,8,37,0.9696969696969697
