source,target,support_weighted,support_unweighted
L20H14,L21H12,0.0761672654701834,0.07317073170731707
Input Embed,L9H3,0.07597727036794753,0.07375145180023229
MLP12,L16H8,0.07485116837578455,0.07549361207897794
L17H8,MLP18,0.07360835879884055,0.07375145180023229
L2H14,L10H2,0.07198971019940092,0.0743321718931475
MLP13,L17H8,0.07150395548079204,0.07259001161440186
MLP12,MLP13,0.07098223539938517,0.07142857142857142
Input Embed,MLP0,0.070702504015868,0.070267131242741
L9H3,MLP11,0.06955713907485134,0.06794425087108014
L2H14,MLP6,0.06952333521270838,0.06794425087108014
L10H2,L12H6,0.06842477004072575,0.07142857142857142
MLP21,L24H6,0.06684283106218931,0.06852497096399536
Input Embed,MLP1,0.06579351961366345,0.06620209059233449
Input Embed,MLP11,0.06461300903098537,0.062137049941927994
L12H6,L21H12,0.06352940725901092,0.06387921022067364
MLP11,L16H8,0.0630184303669464,0.062137049941927994
L15H5,MLP16,0.06225743872962203,0.059233449477351915
L2H14,L6H0,0.06158827656170189,0.06562137049941928
L10H2,MLP12,0.06158149145356894,0.0627177700348432
Input Embed,L4H15,0.060832487999841416,0.062137049941927994
MLP17,L20H14,0.05939810161080115,0.05749128919860627
MLP21,MLP27,0.05872054379783885,0.059233449477351915
MLP13,MLP17,0.05866241286994555,0.06039488966318235
L2H14,MLP9,0.05856421563672853,0.059233449477351915
MLP19,L23H6,0.05751446502272721,0.05807200929152149
Input Embed,L3H14,0.05684026980575964,0.05749128919860627
MLP11,L13H3,0.05663356512813893,0.05749128919860627
MLP11,L17H12,0.05661328092606345,0.0545876887340302
L13H9,L21H12,0.0548468511985612,0.05516840882694541
L16H9,MLP19,0.053996503172071005,0.0545876887340302
L15H5,L16H8,0.05257321851239982,0.04994192799070848
L2H14,MLP12,0.05218717809873395,0.052845528455284556
L17H12,L21H12,0.052012824605636686,0.05110336817653891
L17H2,L21H12,0.05166073653953022,0.05168408826945412
Input Embed,L6H0,0.050927083863309415,0.052845528455284556
L16H9,L17H8,0.050848550404232695,0.04936120789779326
L17H2,MLP18,0.05082997428227649,0.050522648083623695
L11H1,MLP16,0.05031624836887796,0.047619047619047616
MLP9,L12H6,0.05001625917399075,0.05226480836236934
MLP13,L16H4,0.04978621204819497,0.04878048780487805
MLP19,MLP20,0.04975164972251681,0.04936120789779326
L17H2,MLP19,0.048557035446436865,0.04936120789779326
MLP10,L16H8,0.04847516903333552,0.04587688734030197
L2H14,L9H3,0.04800682141894881,0.047038327526132406
L2H14,MLP3,0.047850748438699464,0.04819976771196283
MLP17,L23H6,0.0477826009694355,0.047619047619047616
MLP6,MLP11,0.04712376639695252,0.04587688734030197
L2H14,L6H8,0.046005827204068934,0.044715447154471545
L13H6,L16H4,0.04547762160577601,0.04819976771196283
L12H6,MLP17,0.04511565441709442,0.04878048780487805
L2H14,L3H14,0.04414637105998014,0.044715447154471545
L17H8,L18H14,0.04397207754046582,0.04529616724738676
MLP17,MLP21,0.0438619312564242,0.0429732868757259
L21H12,MLP22,0.043859483711942884,0.04529616724738676
L11H9,MLP12,0.04359636011593761,0.0429732868757259
L21H1,MLP22,0.04344400759479993,0.044715447154471545
L17H2,L21H1,0.04327117685745657,0.04123112659698026
MLP9,MLP11,0.0429960517296805,0.04413472706155633
L13H6,L16H8,0.04260522743089395,0.04355400696864112
L4H15,MLP11,0.04069419937622428,0.04065040650406504
L6H0,MLP11,0.040424052088773456,0.0429732868757259
L2H15,MLP11,0.04002863726204385,0.038908246225319396
MLP12,L17H12,0.0399846240209711,0.038908246225319396
L17H8,MLP20,0.03926447221839143,0.03948896631823461
MLP20,MLP21,0.03913553754502461,0.042392566782810684
L12H6,L16H9,0.03892595052419285,0.03774680603948897
L17H12,L21H1,0.038219172684370466,0.036585365853658534
L17H8,MLP21,0.038044208801062136,0.03774680603948897
L2H14,MLP4,0.03751422191236357,0.03948896631823461
Input Embed,MLP10,0.03718163834536107,0.03542392566782811
L13H3,L16H8,0.036620220283576574,0.03542392566782811
L16H13,MLP17,0.03658877078533774,0.03542392566782811
MLP11,L17H2,0.03634228608508289,0.036585365853658534
L13H13,MLP16,0.03625372398371929,0.036585365853658534
L16H4,MLP19,0.03620574085114453,0.03716608594657375
L13H9,MLP17,0.03593655672462776,0.036585365853658534
Input Embed,MLP7,0.035866468346171625,0.03484320557491289
MLP5,L12H6,0.03582564081028786,0.03716608594657375
L17H8,L20H5,0.03488004549864872,0.03426248548199768
MLP4,MLP11,0.03454672866716963,0.03426248548199768
MLP10,MLP16,0.0343956191804045,0.032520325203252036
MLP10,L13H3,0.03435518576395444,0.032520325203252036
MLP16,MLP21,0.03427627021736299,0.03484320557491289
L13H9,L16H9,0.03383673318113756,0.03542392566782811
MLP15,MLP16,0.033733056249199735,0.03368176538908246
MLP9,L13H6,0.03324505030563444,0.032520325203252036
L19H6,L21H12,0.03320904222560839,0.03426248548199768
L11H9,L12H6,0.03269265300303489,0.032520325203252036
L16H8,MLP18,0.03253792144486131,0.032520325203252036
MLP14,MLP16,0.03253740223108002,0.0313588850174216
L13H10,L15H5,0.03252543895486366,0.03077816492450639
MLP2,MLP11,0.03242008286587418,0.03193960511033682
MLP9,L10H2,0.032399066955738166,0.03368176538908246
MLP12,L13H6,0.032383898578880174,0.032520325203252036
L2H14,L12H6,0.03183064304325898,0.03368176538908246
MLP17,L19H6,0.031761604806635306,0.033101045296167246
MLP12,L20H5,0.03138565067027545,0.032520325203252036
MLP2,L10H2,0.03072240294000542,0.0313588850174216
L11H8,MLP12,0.03070449367891168,0.029616724738675958
L9H3,L13H9,0.030682864306195615,0.029616724738675958
MLP9,L13H10,0.030581125927558163,0.029036004645760744
L16H13,L17H8,0.03032062253819838,0.029616724738675958
L16H8,MLP19,0.030079398669618545,0.03193960511033682
L13H10,MLP16,0.029857464753944324,0.028455284552845527
MLP22,L23H6,0.029826386011918362,0.03077816492450639
MLP2,L12H6,0.029592246965266855,0.03193960511033682
MLP4,L12H6,0.029556148365279842,0.0313588850174216
MLP18,L20H5,0.02950888841468814,0.030197444831591175
MLP5,MLP11,0.029433328174664413,0.029616724738675958
L16H9,MLP17,0.029099333748876004,0.028455284552845527
L15H5,MLP17,0.028725832092885373,0.0272938443670151
L13H9,L16H4,0.028622110690833508,0.028455284552845527
Input Embed,L9H5,0.028487574077918805,0.0272938443670151
L9H5,MLP12,0.028324187681670568,0.029036004645760744
L2H14,L11H8,0.028244175471230728,0.0272938443670151
MLP6,L13H9,0.028229045522216136,0.028455284552845527
L13H6,L15H5,0.02822023370726884,0.026713124274099883
MLP12,L13H3,0.027445027946020238,0.028455284552845527
L2H14,L11H9,0.026954859653948122,0.026713124274099883
MLP7,L13H9,0.026802908965917784,0.0272938443670151
Input Embed,MLP9,0.026701306542085957,0.02613240418118467
L9H3,MLP16,0.026579154652982457,0.02613240418118467
L6H8,L21H12,0.026486236951841113,0.025551684088269456
MLP18,L20H14,0.026461702928592155,0.025551684088269456
MLP9,L16H8,0.026405708347877917,0.026713124274099883
Input Embed,L6H7,0.02630322012900804,0.025551684088269456
MLP5,L10H2,0.025986547890317818,0.026713124274099883
L2H14,L6H7,0.025851763962141547,0.024390243902439025
MLP11,MLP14,0.02562065651656736,0.024390243902439025
MLP16,L17H1,0.025497540265906934,0.02497096399535424
L2H15,MLP5,0.0254964899641891,0.025551684088269456
Input Embed,MLP12,0.025434956830477314,0.025551684088269456
MLP11,L13H13,0.02460619525018042,0.02497096399535424
MLP11,L20H5,0.02444707873008353,0.02497096399535424
MLP16,L20H14,0.024436572175482993,0.023228803716608595
MLP6,L11H1,0.024266708880263502,0.023809523809523808
L4H15,MLP5,0.024245392376882443,0.02497096399535424
MLP2,L4H15,0.0241392268572514,0.02497096399535424
MLP13,L17H12,0.023901461225858237,0.023809523809523808
MLP13,L20H5,0.023867036735778918,0.024390243902439025
MLP3,MLP11,0.023810065935061426,0.023809523809523808
L16H8,L17H12,0.02374263597373052,0.023809523809523808
L11H5,MLP12,0.023693105197100474,0.02264808362369338
MLP6,L12H6,0.023316735706230003,0.023228803716608595
L12H0,MLP16,0.023224378223322,0.022067363530778164
MLP11,L16H9,0.023053878492655958,0.022067363530778164
L10H2,MLP16,0.02298277496466849,0.02264808362369338
MLP13,L16H9,0.02289648257711,0.025551684088269456
L2H15,MLP6,0.02283333100106757,0.022067363530778164
L11H1,L13H9,0.02265296679379478,0.022067363530778164
L2H14,L11H5,0.022487476776560374,0.02148664343786295
MLP16,L19H6,0.02235827646603462,0.02264808362369338
MLP4,L9H3,0.02232263744295852,0.02148664343786295
L11H8,L12H6,0.022164772937020207,0.02148664343786295
MLP2,L9H3,0.021995517509829456,0.02148664343786295
L16H8,L21H12,0.02184108322566083,0.022067363530778164
MLP6,MLP12,0.02181683168769465,0.02148664343786295
MLP4,L11H1,0.021733680903179207,0.020905923344947737
L20H14,MLP21,0.021685345751932664,0.020905923344947737
L16H4,L21H12,0.021601803583932423,0.02148664343786295
MLP12,L18H14,0.02158854176725616,0.02264808362369338
L12H6,L16H4,0.021562045945444506,0.022067363530778164
MLP15,L16H8,0.02127072644499268,0.02148664343786295
MLP18,L23H6,0.021267171230478398,0.02148664343786295
L2H14,MLP10,0.02115628943346086,0.02032520325203252
MLP10,L11H1,0.020942898025860593,0.019744483159117306
L6H7,MLP9,0.02076666446982041,0.019744483159117306
MLP7,L16H4,0.020707446003720067,0.022067363530778164
MLP17,MLP20,0.020616052778603768,0.02148664343786295
MLP9,MLP12,0.020549511887866682,0.02148664343786295
L13H9,L21H1,0.020202895434788475,0.019744483159117306
L13H6,MLP17,0.020145275580871935,0.019744483159117306
MLP7,L12H6,0.01999588940620342,0.01916376306620209
MLP4,L13H9,0.01998262450175738,0.020905923344947737
MLP4,L6H0,0.019970494749328244,0.020905923344947737
MLP12,L17H2,0.01986404552249515,0.020905923344947737
L6H0,MLP12,0.019757420589823608,0.020905923344947737
MLP7,L13H6,0.01953724568261687,0.020905923344947737
L11H1,MLP12,0.01953472611454572,0.01916376306620209
L11H1,L13H3,0.019427697811911115,0.018583042973286876
MLP2,L6H0,0.019298291844655625,0.02032520325203252
MLP12,L15H5,0.019296995542066653,0.018583042973286876
L16H4,MLP18,0.019290025348387217,0.020905923344947737
MLP5,MLP12,0.019282424649439762,0.01916376306620209
MLP0,L12H6,0.01909151261460713,0.01916376306620209
MLP10,L15H5,0.019051966768133016,0.018002322880371662
MLP11,MLP15,0.019002153464864984,0.01916376306620209
L12H6,L13H3,0.01898184029915117,0.02148664343786295
Input Embed,L5H5,0.018978937835409774,0.020905923344947737
L6H0,MLP9,0.01889642726671595,0.02032520325203252
L16H4,L17H2,0.018873378636388216,0.019744483159117306
L3H14,MLP6,0.018743360125529972,0.018583042973286876
MLP4,MLP7,0.018704677684351686,0.018583042973286876
MLP4,L13H6,0.01863834935772056,0.01916376306620209
Input Embed,L10H2,0.018607939013406575,0.018002322880371662
Input Embed,L4H4,0.018578657053435345,0.019744483159117306
MLP9,L11H9,0.01857498766707821,0.018583042973286876
L11H8,MLP16,0.01853370218535303,0.01916376306620209
L21H1,Residual Output: <tool_call>,0.018400207040460432,0.017421602787456445
L2H14,L9H5,0.018382948757742844,0.01916376306620209
MLP11,L13H6,0.01836092879134886,0.018002322880371662
L2H14,MLP13,0.018242640094762716,0.01916376306620209
MLP6,L10H2,0.01819968371447439,0.018002322880371662
MLP5,L16H8,0.017909664537259905,0.018002322880371662
MLP11,L21H12,0.017890869683823727,0.017421602787456445
Input Embed,L5H13,0.017877183788101263,0.018002322880371662
L6H0,L9H3,0.017862052216975136,0.018583042973286876
MLP9,L16H4,0.017785656630837535,0.018002322880371662
L3H14,MLP5,0.01778157241366691,0.018002322880371662
L4H15,MLP9,0.017684256927895013,0.018583042973286876
MLP6,L11H5,0.01764327498369951,0.01684088269454123
MLP15,L17H8,0.0176006199093707,0.018002322880371662
MLP11,L16H13,0.01739671774643215,0.017421602787456445
MLP5,L9H3,0.0173279803757859,0.01684088269454123
MLP5,L6H0,0.017021254951205236,0.018002322880371662
MLP5,L9H5,0.017020593062813706,0.01684088269454123
L13H10,L16H8,0.017001698837564864,0.016260162601626018
MLP3,L12H6,0.01695403184359476,0.018002322880371662
MLP1,MLP11,0.01687683208546048,0.016260162601626018
L17H1,L21H12,0.016872023107785072,0.01684088269454123
L10H2,MLP13,0.016840567674349192,0.017421602787456445
MLP3,L9H3,0.01679370912496858,0.016260162601626018
L13H3,MLP17,0.016691961363072456,0.017421602787456445
MLP12,L21H12,0.01664561791894131,0.01684088269454123
L10H2,L11H9,0.016547579841202243,0.016260162601626018
L12H6,MLP20,0.016517506042093233,0.018002322880371662
Input Embed,L6H15,0.016277765842291635,0.016260162601626018
L12H6,L16H8,0.01625043165087333,0.017421602787456445
Input Embed,L12H6,0.016212243694705475,0.01684088269454123
L18H14,MLP21,0.01619098729361148,0.017421602787456445
MLP11,L21H1,0.016085149680826763,0.0156794425087108
MLP2,MLP12,0.016003051551706452,0.016260162601626018
L9H5,MLP10,0.015973135666677213,0.015098722415795587
L9H3,L13H6,0.015963712975760852,0.0156794425087108
MLP13,L21H1,0.015931574406649857,0.016260162601626018
L2H15,MLP3,0.01570968171189485,0.0156794425087108
L19H6,L20H5,0.015660726050385206,0.017421602787456445
MLP2,L11H9,0.015444377816630153,0.015098722415795587
L16H4,L17H12,0.015254360501824271,0.015098722415795587
MLP3,MLP12,0.015251432532457816,0.015098722415795587
MLP15,L17H12,0.015238656329267007,0.015098722415795587
L4H15,L21H12,0.01509615516923652,0.0156794425087108
Input Embed,L3H15,0.015047610400446759,0.016260162601626018
MLP13,L21H12,0.015001677581969103,0.015098722415795587
L6H0,L21H12,0.014907049782101105,0.0156794425087108
MLP3,L6H0,0.014774676882086139,0.0156794425087108
MLP4,L10H2,0.014650427596153887,0.015098722415795587
MLP3,L4H15,0.014648567044183991,0.014518002322880372
MLP7,L11H1,0.014608106589323504,0.013937282229965157
MLP3,L10H2,0.0146080394617768,0.014518002322880372
MLP15,L16H4,0.014550162032126395,0.014518002322880372
MLP14,L17H8,0.014479769060947048,0.013937282229965157
MLP0,L2H14,0.014478391947334494,0.014518002322880372
L16H9,L20H5,0.014454164206855961,0.014518002322880372
MLP5,MLP9,0.014372695385041686,0.014518002322880372
L11H1,MLP13,0.01436773008981307,0.014518002322880372
L19H6,MLP20,0.014280336313570181,0.0156794425087108
MLP1,L2H14,0.014203004951136917,0.013937282229965157
MLP1,L13H6,0.014169413006238203,0.014518002322880372
L16H9,MLP18,0.014050943005448487,0.013356562137049941
L19H6,MLP21,0.014040939742392062,0.015098722415795587
L9H5,MLP11,0.014027565689702325,0.013937282229965157
L11H5,MLP16,0.014014573079334125,0.013356562137049941
MLP6,L11H8,0.01396030226374338,0.013356562137049941
MLP5,L11H9,0.013919121491858163,0.013937282229965157
MLP2,L11H8,0.01381222166304407,0.013356562137049941
L17H2,L20H5,0.013688112717591957,0.015098722415795587
L17H12,L20H5,0.013667234742762836,0.013356562137049941
L17H8,L19H6,0.013567373316427518,0.013356562137049941
L2H14,L6H5,0.013542376193329302,0.013356562137049941
L17H12,MLP18,0.013527783498824174,0.013356562137049941
MLP7,L16H9,0.01352481749753809,0.012775842044134728
L2H14,L13H10,0.013508738414699201,0.012775842044134728
MLP14,L17H12,0.013326558192702592,0.012775842044134728
MLP19,L24H6,0.013282985889641488,0.012775842044134728
MLP5,L13H6,0.013271574746363578,0.012775842044134728
MLP14,L16H4,0.013250590261419578,0.012775842044134728
MLP15,MLP17,0.01312138419295093,0.013356562137049941
MLP2,L9H5,0.01310148108828304,0.013356562137049941
L13H3,L21H12,0.012834675351867239,0.014518002322880372
L18H14,MLP20,0.012804387865869743,0.013937282229965157
L2H15,L4H15,0.012722284966053758,0.012775842044134728
L16H4,L21H1,0.01271056421773402,0.012195121951219513
MLP10,L17H8,0.012698213512908101,0.012195121951219513
L16H8,L18H14,0.01256292177284566,0.012195121951219513
L17H2,L18H14,0.012443958504850312,0.012195121951219513
MLP2,L13H3,0.012383094094847282,0.012195121951219513
L2H14,L13H6,0.01229057665678599,0.011614401858304297
MLP10,L13H10,0.012288095664035706,0.011614401858304297
MLP2,MLP10,0.012256603832764789,0.011614401858304297
L17H2,MLP20,0.012244078515201144,0.013356562137049941
L16H4,MLP21,0.012237269307272404,0.012775842044134728
MLP5,L13H10,0.012138340998450705,0.011614401858304297
Input Embed,L11H1,0.012129180352796306,0.011614401858304297
MLP0,MLP11,0.012109298666631543,0.011614401858304297
MLP6,L9H3,0.012054884198099528,0.011614401858304297
MLP1,L12H6,0.01200675658048421,0.012775842044134728
L9H3,L10H2,0.011990223133441292,0.011614401858304297
MLP5,L13H9,0.011989216128680782,0.012195121951219513
MLP7,L16H8,0.011941646468068945,0.012195121951219513
L13H6,L21H12,0.01192255894080617,0.012195121951219513
MLP5,L11H1,0.011778630945596773,0.011614401858304297
MLP4,MLP10,0.011709469566103027,0.011033681765389082
L13H3,L15H5,0.011660919546092784,0.011033681765389082
MLP12,L16H9,0.011623202518136455,0.011614401858304297
MLP9,L15H5,0.01158954885616317,0.011033681765389082
L4H15,MLP6,0.011585867035771592,0.011614401858304297
L13H3,L16H4,0.011555239910624751,0.011614401858304297
MLP1,L13H9,0.011534910229930003,0.012775842044134728
L15H5,L16H4,0.011517706521119627,0.011033681765389082
MLP0,MLP10,0.011492202350022237,0.011033681765389082
L11H1,MLP17,0.01146084708531905,0.011033681765389082
MLP19,L23H5,0.011423216784121795,0.012195121951219513
MLP4,L11H8,0.011422765050393201,0.011614401858304297
MLP14,MLP15,0.011411843186637875,0.011033681765389082
L11H1,L12H6,0.011384578300971808,0.011033681765389082
L15H9,MLP16,0.011372701271594246,0.011033681765389082
MLP12,L21H1,0.011348926670211184,0.011614401858304297
MLP18,MLP21,0.011324511961022216,0.011614401858304297
MLP12,MLP15,0.0113221625593502,0.011614401858304297
MLP9,MLP16,0.011312052159580751,0.011614401858304297
L20H5,L23H6,0.011247677977668884,0.011614401858304297
MLP4,L16H8,0.011197761669402917,0.011033681765389082
L11H8,L13H6,0.011161840366043865,0.012195121951219513
MLP11,L17H1,0.01115807045251059,0.011033681765389082
MLP4,L13H3,0.011154867545050913,0.011033681765389082
MLP6,MLP13,0.011122850287515104,0.011033681765389082
L11H9,L21H12,0.01109132851407848,0.011033681765389082
MLP7,L17H8,0.011029359860184686,0.011033681765389082
MLP12,L16H6,0.010992922084208491,0.011033681765389082
MLP6,L9H5,0.010990347780359159,0.011033681765389082
MLP3,L11H1,0.01099023119204523,0.010452961672473868
L3H14,L10H2,0.01097973219366203,0.011033681765389082
MLP9,L11H8,0.010966158268462046,0.011033681765389082
MLP0,L11H1,0.010956895503513999,0.010452961672473868
L10H2,MLP14,0.010951781115084228,0.010452961672473868
L12H6,L21H1,0.010951533033675258,0.011033681765389082
MLP3,L13H3,0.010946813879906151,0.011033681765389082
L2H14,L11H1,0.010850626929050316,0.010452961672473868
L2H14,L5H5,0.01080370665506633,0.010452961672473868
MLP6,L11H9,0.010784545393807493,0.010452961672473868
L2H15,MLP12,0.010783858771169141,0.011033681765389082
MLP0,L13H9,0.010780145025878032,0.011614401858304297
L12H6,L17H8,0.010694751039636798,0.011033681765389082
MLP13,L18H14,0.010691091149124438,0.011614401858304297
MLP1,L11H1,0.01059379600959133,0.010452961672473868
L17H12,MLP21,0.010589764934720027,0.010452961672473868
L9H5,MLP16,0.010572713585687345,0.010452961672473868
MLP2,L6H8,0.01056226179051389,0.010452961672473868
MLP12,L13H13,0.010525351992235503,0.011033681765389082
MLP15,L21H12,0.0104953249634491,0.010452961672473868
MLP4,MLP12,0.01048184429301068,0.010452961672473868
L11H5,L13H3,0.010464643103681122,0.009872241579558653
L16H9,MLP20,0.010435518274115227,0.010452961672473868
L16H13,L17H2,0.010408429234232963,0.009872241579558653
MLP5,MLP10,0.0103803842465797,0.009872241579558653
MLP11,L13H11,0.010349444611853293,0.011033681765389082
MLP10,L13H6,0.0103479036252698,0.009872241579558653
L16H4,L18H14,0.010328719032394065,0.011033681765389082
MLP15,L17H2,0.010189023145209747,0.010452961672473868
L4H15,L10H2,0.010070693624219654,0.010452961672473868
MLP1,L9H3,0.010069317656276458,0.009872241579558653
L2H15,L21H12,0.010044871348700654,0.010452961672473868
MLP0,L9H3,0.010042551046519499,0.009872241579558653
L9H5,L12H6,0.009970426128593307,0.011033681765389082
Input Embed,L6H14,0.009903124035352252,0.011033681765389082
L16H8,L21H1,0.009868710205045721,0.009872241579558653
MLP2,MLP9,0.00985352419120999,0.010452961672473868
L13H10,MLP15,0.009796408356896307,0.009291521486643438
L13H13,MLP17,0.009790414339768683,0.009872241579558653
MLP0,MLP7,0.009739421583665466,0.009291521486643438
L6H8,MLP11,0.009725285220679314,0.009291521486643438
MLP0,L10H2,0.00969813140451669,0.009872241579558653
MLP12,L13H10,0.009689893586500964,0.009291521486643438
L13H9,L17H8,0.00964515637104205,0.009872241579558653
L13H6,L15H9,0.009633170872217277,0.009291521486643438
L12H6,L13H11,0.00962546449654563,0.010452961672473868
L11H5,L13H9,0.00960953558240675,0.009291521486643438
MLP14,L16H8,0.009575592042309435,0.009291521486643438
MLP12,L17H1,0.009565002756782157,0.009291521486643438
MLP2,L13H9,0.009559389155111559,0.009872241579558653
L12H6,MLP15,0.009484819103627867,0.010452961672473868
L19H6,L21H1,0.009452949200274199,0.009872241579558653
MLP1,L10H2,0.00943451146432177,0.009291521486643438
L18H14,L20H5,0.009430446280773072,0.010452961672473868
MLP2,L16H8,0.009287842064028301,0.009291521486643438
MLP13,MLP14,0.00925964528025034,0.009291521486643438
MLP10,L12H10,0.009242876353000981,0.008710801393728223
MLP0,L13H6,0.009240507448365139,0.009291521486643438
MLP4,MLP9,0.009230529302311077,0.009291521486643438
L10H2,L13H9,0.009194115394229053,0.009291521486643438
MLP11,L12H0,0.009175448834409749,0.008710801393728223
MLP4,L5H13,0.009138605533532058,0.009291521486643438
MLP10,L16H13,0.009128236760343031,0.008710801393728223
Input Embed,MLP8,0.009117362139516165,0.008710801393728223
L17H8,L20H14,0.00909073252549692,0.008710801393728223
L11H1,L16H13,0.009047692762292767,0.008710801393728223
L16H9,L21H12,0.009008116743968947,0.008710801393728223
MLP5,L13H3,0.00898735895946791,0.008710801393728223
MLP3,L11H9,0.008986826724230273,0.008710801393728223
MLP16,L23H6,0.008957612849260775,0.008710801393728223
MLP3,L13H9,0.00891453951940185,0.009291521486643438
MLP9,L13H3,0.008903960055636062,0.009291521486643438
L17H1,MLP18,0.008882357180091595,0.008710801393728223
MLP6,L16H4,0.008849667224888797,0.008710801393728223
