sample_id,head,family,rank,pos,token,attn
apps_python_5,L24H6,tool,5,1,system,0.01812112145125866
apps_python_5,L16H4,no_tool,1,239,\n,0.150226429104805
apps_python_5,L16H4,no_tool,2,0,<|im_start|>,0.14826060831546783
apps_python_5,L16H4,no_tool,3,234,\n,0.1367827206850052
apps_python_5,L16H4,no_tool,4,236,\n,0.06332660466432571
apps_python_5,L16H4,no_tool,5,152,:\n,0.03597274050116539
apps_python_5,L23H6,no_tool,1,243,\n\n,0.4943026602268219
apps_python_5,L23H6,no_tool,2,0,<|im_start|>,0.36375853419303894
apps_python_5,L23H6,no_tool,3,241,\n\n,0.030810531228780746
apps_python_5,L23H6,no_tool,4,170,   ,0.013410705141723156
apps_python_5,L23H6,no_tool,5,242,</think>,0.013349443674087524
codecontests_cpp_5,L20H5,tool,1,29,></,0.12899249792099
codecontests_cpp_5,L20H5,tool,2,137, body,0.1145005077123642
codecontests_cpp_5,L20H5,tool,3,140,.cpp,0.09226277470588684
codecontests_cpp_5,L20H5,tool,4,237,</think>,0.07099416851997375
codecontests_cpp_5,L20H5,tool,5,0,<|im_start|>,0.05799051746726036
codecontests_cpp_5,L21H1,tool,1,0,<|im_start|>,0.5919684767723083
codecontests_cpp_5,L21H1,tool,2,112,\n,0.06242343410849571
codecontests_cpp_5,L21H1,tool,3,209,::,0.02857072837650776
codecontests_cpp_5,L21H1,tool,4,38,"{""",0.01588413491845131
codecontests_cpp_5,L21H1,tool,5,212,(const,0.015587013214826584
codecontests_cpp_5,L21H12,tool,1,112,\n,0.1843864470720291
codecontests_cpp_5,L21H12,tool,2,0,<|im_start|>,0.06577981263399124
codecontests_cpp_5,L21H12,tool,3,28,tools,0.049372825771570206
codecontests_cpp_5,L21H12,tool,4,5,\n\n,0.045506592839956284
codecontests_cpp_5,L21H12,tool,5,236,\n\n,0.0412403866648674
codecontests_cpp_5,L24H6,tool,1,106,<tool_call>,0.46642136573791504
codecontests_cpp_5,L24H6,tool,2,0,<|im_start|>,0.216172993183136
codecontests_cpp_5,L24H6,tool,3,111,<tool_call>,0.10878840833902359
codecontests_cpp_5,L24H6,tool,4,131,<|im_start|>,0.03864075988531113
codecontests_cpp_5,L24H6,tool,5,38,"{""",0.027653755620121956
codecontests_cpp_5,L16H4,no_tool,1,234,\n,0.19715793430805206
codecontests_cpp_5,L16H4,no_tool,2,0,<|im_start|>,0.15670530498027802
codecontests_cpp_5,L16H4,no_tool,3,231,\n,0.06533476710319519
codecontests_cpp_5,L16H4,no_tool,4,217, input,0.05657748878002167
codecontests_cpp_5,L16H4,no_tool,5,229,}\n,0.03927993401885033
codecontests_cpp_5,L23H6,no_tool,1,238,\n\n,0.43254339694976807
codecontests_cpp_5,L23H6,no_tool,2,0,<|im_start|>,0.40351903438568115
codecontests_cpp_5,L23H6,no_tool,3,236,\n\n,0.023935098201036453
codecontests_cpp_5,L23H6,no_tool,4,237,</think>,0.015729809179902077
codecontests_cpp_5,L23H6,no_tool,5,229,}\n,0.014339005574584007
codecontests_java_5,L20H5,tool,1,232,</think>,0.1508449912071228
codecontests_java_5,L20H5,tool,2,29,></,0.11849718540906906
codecontests_java_5,L20H5,tool,3,0,<|im_start|>,0.07961475849151611
