head,family,rank,token,count,attn_median
L16H4,no_tool,5,Sub,2,0.04906401503831148
L16H4,no_tool,5,W,1,0.06319663673639297
L16H4,no_tool,5,With,1,0.040835652500391006
L16H4,no_tool,5,\n,467,0.04488649219274521
L16H4,no_tool,5,\n\n,98,0.03542753867805004
L16H4,no_tool,5,]),1,0.06964617967605591
L16H4,no_tool,5,_G,1,0.05305323004722595
L16H4,no_tool,5,_num,1,0.03935542702674866
L16H4,no_tool,5,esting,1,0.046036750078201294
L16H4,no_tool,5,s,1,0.03520483523607254
L16H4,no_tool,5,ts,1,0.03893382474780083
L16H4,no_tool,5,}\n,214,0.04135383851826191
L20H5,tool,1, body,139,0.144666388630867
L20H5,tool,1,.cpp,95,0.13340464234352112
L20H5,tool,1,.java,16,0.13455522060394287
L20H5,tool,1,.py,310,0.1781546026468277
L20H5,tool,1,</think>,206,0.15125689655542374
L20H5,tool,1,></,952,0.14187011867761612
L20H5,tool,1,}\n,4,0.10399777814745903
L20H5,tool,2, <,3,0.07367587834596634
L20H5,tool,2, body,276,0.11255908384919167
L20H5,tool,2, json,2,0.06688623316586018
L20H5,tool,2,.cpp,263,0.10656482726335526
L20H5,tool,2,.java,46,0.09832436963915825
L20H5,tool,2,.py,156,0.12933514267206192
L20H5,tool,2,</think>,369,0.11703114956617355
L20H5,tool,2,<|im_start|>,13,0.10601169615983963
L20H5,tool,2,></,573,0.12471038103103638
L20H5,tool,2,string,2,0.0994320847094059
L20H5,tool,2,}\n,19,0.09347785264253616
L20H5,tool,3, <,44,0.06740868091583252
L20H5,tool,3, body,522,0.08870600908994675
L20H5,tool,3, json,4,0.07188274711370468
L20H5,tool,3,.cpp,213,0.09630472213029861
L20H5,tool,3,.java,95,0.08456653356552124
L20H5,tool,3,.py,87,0.10204191505908966
L20H5,tool,3,</think>,315,0.08996081352233887
L20H5,tool,3,<|im_start|>,188,0.07810615375638008
L20H5,tool,3,></,185,0.10682858526706696
L20H5,tool,3,string,31,0.07547067850828171
L20H5,tool,3,}\n,38,0.0769096314907074
L20H5,tool,4, <,126,0.05940989404916763
L20H5,tool,4, body,283,0.07173164188861847
L20H5,tool,4, json,43,0.054618872702121735
L20H5,tool,4, pass,6,0.05778589844703674
L20H5,tool,4,.cpp,11,0.06807031482458115
L20H5,tool,4,.java,223,0.06711911410093307
L20H5,tool,4,.py,2,0.07491433992981911
L20H5,tool,4,</think>,404,0.06697249785065651
L20H5,tool,4,<|im_start|>,275,0.06321270763874054
L20H5,tool,4,></,11,0.0990857258439064
L20H5,tool,4,\n,1,0.05576367303729057
L20H5,tool,4,\n\n,1,0.054589755833148956
L20H5,tool,4,string,160,0.06518631801009178
L20H5,tool,4,tools,1,0.06268656998872757
L20H5,tool,4,}\n,175,0.05795567110180855
L20H5,tool,5, <,188,0.05117952823638916
L20H5,tool,5, body,188,0.05736345425248146
L20H5,tool,5, json,73,0.04732902720570564
L20H5,tool,5, pass,10,0.05322220362722874
L20H5,tool,5, tags,5,0.04357093200087547
L20H5,tool,5,.cpp,1,0.060426026582717896
L20H5,tool,5,.java,151,0.057200632989406586
L20H5,tool,5,</think>,213,0.052417729049921036
L20H5,tool,5,<|im_end|>,2,0.036754028871655464
L20H5,tool,5,<|im_start|>,431,0.05429674685001373
L20H5,tool,5,></,1,0.07865186035633087
L20H5,tool,5,\n,4,0.050981054082512856
L20H5,tool,5,\n\n,3,0.041969772428274155
L20H5,tool,5,str,1,0.06098230928182602
L20H5,tool,5,string,266,0.055967140942811966
L20H5,tool,5,}\n,185,0.05046022683382034
L21H1,tool,1,<|im_start|>,1719,0.5315997004508972
L21H1,tool,1,static,3,0.3123396933078766
L21H1,tool,2,(const,1,0.045945364981889725
L21H1,tool,2,::,24,0.049103109166026115
L21H1,tool,2,<|im_start|>,3,0.2770445942878723
L21H1,tool,2,\n,1112,0.06753150373697281
L21H1,tool,2,def,1,0.07089416682720184
L21H1,tool,2,static,581,0.17232710123062134
L21H1,tool,3, <,28,0.02356576733291149
L21H1,tool,3, String,4,0.0330165158957243
L21H1,tool,3, develop,11,0.03541657701134682
L21H1,tool,3, function,2,0.027382563799619675
L21H1,tool,3, given,1,0.025852423161268234
L21H1,tool,3, implement,4,0.022868266329169273
L21H1,tool,3, in,1,0.022685036063194275
L21H1,tool,3, solve,1,0.021013695746660233
L21H1,tool,3, {\n,1,0.02560667134821415
L21H1,tool,3,(const,87,0.02763344533741474
L21H1,tool,3,.cpp,3,0.023689119145274162
L21H1,tool,3,.java,4,0.0338332187384367
L21H1,tool,3,.py,6,0.0377259012311697
L21H1,tool,3,/*\n,1,0.03896148502826691
L21H1,tool,3,::,405,0.03151189535856247
L21H1,tool,3,<tool_call>,3,0.024702372029423714
L21H1,tool,3,A,3,0.03217745199799538
L21H1,tool,3,Fill,2,0.031650787219405174
L21H1,tool,3,Replace,1,0.03923065960407257
L21H1,tool,3,Start,1,0.035212256014347076
L21H1,tool,3,With,1,0.02050885558128357
L21H1,tool,3,\n,599,0.04197811335325241
L21H1,tool,3,\n\n,1,0.018765142187476158
L21H1,tool,3,def,536,0.03231413848698139
L21H1,tool,3,"{""",15,0.02113349735736847
L21H1,tool,3,}\n,1,0.021484125405550003
L21H1,tool,4,   ,4,0.018221303820610046
L21H1,tool,4, <,175,0.02083715796470642
L21H1,tool,4, String,229,0.02441057562828064
L21H1,tool,4, develop,33,0.028913725167512894
L21H1,tool,4, exactly,2,0.02254226617515087
L21H1,tool,4, function,6,0.02017138060182333
L21H1,tool,4, implement,20,0.0195535896345973
L21H1,tool,4, in,4,0.015858985483646393
L21H1,tool,4, integers,1,0.03296478092670441
L21H1,tool,4, pass,6,0.02241326216608286
L21H1,tool,4, positive,1,0.03243009001016617
L21H1,tool,4, remove,1,0.02351810783147812
L21H1,tool,4, solve,2,0.019336425699293613
L21H1,tool,4, the,6,0.020092318765819073
L21H1,tool,4, {\n,36,0.02090264204889536
L21H1,tool,4,(const,259,0.022983526811003685
L21H1,tool,4,):\n,1,0.021304545924067497
L21H1,tool,4,",",1,0.029435504227876663
L21H1,tool,4,.cpp,6,0.021638435311615467
L21H1,tool,4,.java,108,0.021372858434915543
L21H1,tool,4,.py,75,0.02207600511610508
L21H1,tool,4,/*\n,113,0.02075185254216194
L21H1,tool,4,::,112,0.022656713612377644
L21H1,tool,4,:\n,1,0.024684665724635124
L21H1,tool,4,<tool_call>,82,0.020685385912656784
L21H1,tool,4,A,6,0.02768624573945999
L21H1,tool,4,An,2,0.03093424905091524
L21H1,tool,4,Build,1,0.02343442291021347
L21H1,tool,4,Calculate,1,0.019351117312908173
L21H1,tool,4,Construct,1,0.02943594567477703
L21H1,tool,4,Given,2,0.019350280053913593
L21H1,tool,4,Replace,1,0.034938182681798935
L21H1,tool,4,Start,1,0.02606932260096073
L21H1,tool,4,With,2,0.026010719127953053
L21H1,tool,4,\n,9,0.030399153009057045
L21H1,tool,4,\n\n,222,0.01776338741183281
L21H1,tool,4,def,11,0.024337973445653915
L21H1,tool,4,std,4,0.02583992015570402
L21H1,tool,4,string,1,0.02808241732418537
L21H1,tool,4,"{""",171,0.018557194620370865
L21H1,tool,4,}\n,3,0.02131696045398712
L21H1,tool,5, ,1,0.03210296109318733
L21H1,tool,5,   ,10,0.01518579525873065
L21H1,tool,5," """"""\n",1,0.012037966400384903
L21H1,tool,5, *,2,0.015321004204452038
L21H1,tool,5, <,266,0.017048410139977932
L21H1,tool,5, Compute,1,0.015532905235886574
L21H1,tool,5, Implement,1,0.017930328845977783
L21H1,tool,5, Return,1,0.016869114711880684
L21H1,tool,5, String,144,0.019220232032239437
L21H1,tool,5, all,1,0.013114308938384056
L21H1,tool,5, develop,19,0.019281897693872452
L21H1,tool,5, function,29,0.01665755920112133
L21H1,tool,5, implement,33,0.017833296209573746
L21H1,tool,5, in,7,0.017399277538061142
L21H1,tool,5, integers,1,0.01959032192826271
L21H1,tool,5, pass,6,0.014910152181982994
L21H1,tool,5, solve,5,0.020711712539196014
L21H1,tool,5, takes,1,0.014076178893446922
L21H1,tool,5, the,9,0.017277179285883904
L21H1,tool,5, {\n,56,0.018131356686353683
L21H1,tool,5,(const,103,0.018671803176403046
L21H1,tool,5,):\n,1,0.014464274048805237
L21H1,tool,5,*/\n,2,0.016485844738781452
L21H1,tool,5,",",1,0.02090221643447876
L21H1,tool,5,.cpp,15,0.020390266552567482
L21H1,tool,5,.java,90,0.01808476634323597
L21H1,tool,5,.py,63,0.01650458760559559
L21H1,tool,5,/*\n,197,0.018636828288435936
L21H1,tool,5,::,27,0.020643197000026703
L21H1,tool,5,:\n,1,0.022533239796757698
L21H1,tool,5,<tool_call>,102,0.015294114593416452
L21H1,tool,5,An,1,0.023418134078383446
L21H1,tool,5,Compute,1,0.021818164736032486
L21H1,tool,5,Evaluate,1,0.015105332247912884
L21H1,tool,5,Given,7,0.017399504780769348
L21H1,tool,5,Starting,1,0.01899988390505314
L21H1,tool,5,With,4,0.019234085455536842
L21H1,tool,5,\n,3,0.01976790465414524
L21H1,tool,5,\n\n,171,0.016742821782827377
L21H1,tool,5,def,6,0.01991550251841545
L21H1,tool,5,ently,1,0.01435707975178957
L21H1,tool,5,std,10,0.019069816917181015
L21H1,tool,5,string,12,0.020511889830231667
L21H1,tool,5,"{""",293,0.01785982958972454
L21H1,tool,5,}\n,15,0.01950490102171898
L21H12,tool,1,<|im_start|>,2,0.11571639403700829
L21H12,tool,1,\n,1720,0.21335342526435852
L21H12,tool,2, on,22,0.0665147714316845
L21H12,tool,2,<|im_start|>,1250,0.07168310135602951
L21H12,tool,2,></,17,0.057741373777389526
L21H12,tool,2,>\n,1,0.07037881761789322
L21H12,tool,2,\n,2,0.11248467862606049
L21H12,tool,2,\n\n,83,0.06218665838241577
L21H12,tool,2,tools,225,0.065095454454422
L21H12,tool,2,"{""",122,0.0586999598890543
L21H12,tool,3, <,4,0.04279332980513573
L21H12,tool,3, call,26,0.04104888066649437
L21H12,tool,3, on,48,0.05596998520195484
L21H12,tool,3,:\n,33,0.04348817095160484
L21H12,tool,3,<|im_start|>,234,0.05553910881280899
L21H12,tool,3,></,36,0.05507206358015537
L21H12,tool,3,>\n,14,0.047680726274847984
L21H12,tool,3,>\n\n,37,0.0442541278898716
L21H12,tool,3,\n\n,528,0.05241048149764538
L21H12,tool,3,tools,353,0.05467839166522026
L21H12,tool,3,"{""",409,0.05066009983420372
L21H12,tool,4, <,11,0.03820483013987541
L21H12,tool,4, call,20,0.03892449848353863
L21H12,tool,4, on,49,0.044151898473501205
L21H12,tool,4,.\n\n,7,0.046349283307790756
L21H12,tool,4,:\n,46,0.03771547973155975
L21H12,tool,4,<|im_start|>,113,0.05098029598593712
L21H12,tool,4,></,62,0.046852998435497284
L21H12,tool,4,>\n,49,0.04172283411026001
L21H12,tool,4,>\n\n,66,0.03824090398848057
L21H12,tool,4,\n\n,555,0.04556739702820778
L21H12,tool,4,tools,397,0.04765385761857033
L21H12,tool,4,"{""",347,0.045851193368434906
L21H12,tool,5, <,12,0.03106953203678131
L21H12,tool,5, add,1,0.03989025577902794
L21H12,tool,5, call,42,0.03446369059383869
L21H12,tool,5, on,71,0.04100193455815315
L21H12,tool,5,.\n\n,22,0.04239981062710285
L21H12,tool,5,:\n,45,0.034457359462976456
L21H12,tool,5,<|im_start|>,72,0.04609770514070988
L21H12,tool,5,>,2,0.039747513830661774
L21H12,tool,5,></,91,0.04009237885475159
L21H12,tool,5,>\n,77,0.03670937195420265
L21H12,tool,5,>\n\n,82,0.03758121840655804
L21H12,tool,5,\n\n,439,0.039023153483867645
L21H12,tool,5,assistant,2,0.03454844281077385
L21H12,tool,5,static,1,0.0392473079264164
L21H12,tool,5,tools,440,0.041771432384848595
L21H12,tool,5,"{""",323,0.04186411574482918
L23H6,no_tool,1,<|im_start|>,321,0.44215476512908936
L23H6,no_tool,1,\n\n,1401,0.4683610200881958
L23H6,no_tool,2,<|im_start|>,1401,0.38642850518226624
L23H6,no_tool,2,\n\n,321,0.4035032391548157
L23H6,no_tool,3,   ,7,0.027477586641907692
L23H6,no_tool,3,</think>,2,0.020443402230739594
L23H6,no_tool,3,\n,1,0.02269957773387432
L23H6,no_tool,3,\n\n,1711,0.03250904381275177
L23H6,no_tool,3,}\n,1,0.016545431688427925
L23H6,no_tool,4,   ,63,0.013380765914916992
L23H6,no_tool,4," """"""\n",2,0.00861209724098444
L23H6,no_tool,4, bool,2,0.012522297445684671
L23H6,no_tool,4, int,5,0.010299596935510635
L23H6,no_tool,4, pass,30,0.008229586761444807
L23H6,no_tool,4,*/\n,28,0.015541800297796726
L23H6,no_tool,4,:\n,50,0.008923962246626616
L23H6,no_tool,4,</think>,1178,0.012823493219912052
L23H6,no_tool,4,NO,1,0.011458763852715492
L23H6,no_tool,4,\n,43,0.010248878039419651
L23H6,no_tool,4,\n\n,11,0.02045081928372383
L23H6,no_tool,4,}\n,309,0.012187105603516102
L23H6,no_tool,5,   ,115,0.008815147913992405
L23H6,no_tool,5," """"""\n",11,0.007917563430964947
L23H6,no_tool,5, bool,8,0.009383920580148697
L23H6,no_tool,5, int,3,0.009119086898863316
L23H6,no_tool,5, pass,190,0.00773582118563354
L23H6,no_tool,5, {\n,3,0.008210156112909317
L23H6,no_tool,5,),2,0.009979625698179007
L23H6,no_tool,5,*/\n,62,0.011407077312469482
L23H6,no_tool,5,:\n,127,0.008202269673347473
L23H6,no_tool,5,</think>,400,0.010036318562924862
L23H6,no_tool,5,</tool_call>,30,0.008471693843603134
L23H6,no_tool,5,NO,1,0.011433728039264679
L23H6,no_tool,5,YES,1,0.012524673715233803
L23H6,no_tool,5,\n,130,0.007816039491444826
L23H6,no_tool,5,\n\n,2,0.013254445046186447
L23H6,no_tool,5,}\n,624,0.009946196340024471
L23H6,no_tool,5,}},13,0.008812005631625652
L24H6,tool,1,<tool_call>,1512,0.5048479437828064
L24H6,tool,1,<|im_start|>,210,0.4044845402240753
L24H6,tool,2,<tool_call>,238,0.29730482399463654
L24H6,tool,2,<|im_start|>,1484,0.21700098365545273
L24H6,tool,3,<tool_call>,1694,0.1131562739610672
L24H6,tool,3,<|im_start|>,28,0.12036053836345673
L24H6,tool,4,<|im_start|>,1544,0.03154581971466541
L24H6,tool,4,"{""",178,0.026157455518841743
L24H6,tool,5, centered,1,0.013381324708461761
L24H6,tool,5, cumulative,1,0.010753419250249863
L24H6,tool,5, survivor,1,0.011544755659997463
L24H6,tool,5,</think>,6,0.009388117585331202
L24H6,tool,5,</tool_call>,112,0.010328714735805988
L24H6,tool,5,<|im_start|>,205,0.021032871678471565
L24H6,tool,5,YES,1,0.012369978241622448
L24H6,tool,5,ently,4,0.017436005175113678
L24H6,tool,5,icable,1,0.017321325838565826
L24H6,tool,5,iling,1,0.025007575750350952
L24H6,tool,5,of,1,0.017286818474531174
L24H6,tool,5,static,2,0.013641324359923601
L24H6,tool,5,system,317,0.012261206284165382
L24H6,tool,5,"{""",1069,0.021896326914429665
