sample_id,variant,frame,delivery_object,rank,pos,token,attn
codecontests_java_2,develop_below,develop,below,2,18, query,0.05303219333291054
codecontests_java_2,develop_below,develop,below,3,138, below,0.052178796380758286
codecontests_java_2,develop_below,develop,below,4,284,\n\n,0.04266298934817314
codecontests_java_2,develop_below,develop,below,5,279,assistant,0.03851362690329552
codecontests_cpp_3,write_file,write,file,1,135, the,0.1290002465248108
codecontests_cpp_3,write_file,write,file,2,18, query,0.0469818189740181
codecontests_cpp_3,write_file,write,file,3,244,\n\n,0.04431381821632385
codecontests_cpp_3,write_file,write,file,4,239,assistant,0.04379675164818764
codecontests_cpp_3,write_file,write,file,5,149, below,0.030313599854707718
codecontests_cpp_3,write_below,write,below,1,135, the,0.14121393859386444
codecontests_cpp_3,write_below,write,below,2,138, below,0.0551333986222744
codecontests_cpp_3,write_below,write,below,3,18, query,0.04437551647424698
codecontests_cpp_3,write_below,write,below,4,241,\n\n,0.04358554258942604
codecontests_cpp_3,write_below,write,below,5,236,assistant,0.042017463594675064
codecontests_cpp_3,develop_file,develop,file,1,135, the,0.09726794064044952
codecontests_cpp_3,develop_file,develop,file,2,18, query,0.050410669296979904
codecontests_cpp_3,develop_file,develop,file,3,239,assistant,0.04770679026842117
codecontests_cpp_3,develop_file,develop,file,4,244,\n\n,0.04591016098856926
codecontests_cpp_3,develop_file,develop,file,5,149, below,0.03140208497643471
codecontests_cpp_3,develop_below,develop,below,1,135, the,0.10685336589813232
codecontests_cpp_3,develop_below,develop,below,2,18, query,0.04907448962330818
codecontests_cpp_3,develop_below,develop,below,3,236,assistant,0.04545072093605995
codecontests_cpp_3,develop_below,develop,below,4,241,\n\n,0.04539245739579201
codecontests_cpp_3,develop_below,develop,below,5,138, below,0.04484911635518074
codecontests_java_3,write_file,write,file,1,135, the,0.15143246948719025
codecontests_java_3,write_file,write,file,2,239,\n\n,0.046935178339481354
codecontests_java_3,write_file,write,file,3,18, query,0.04043038934469223
codecontests_java_3,write_file,write,file,4,234,assistant,0.03994566574692726
codecontests_java_3,write_file,write,file,5,149, below,0.03336196392774582
codecontests_java_3,write_below,write,below,1,135, the,0.13826964795589447
codecontests_java_3,write_below,write,below,2,138, below,0.05126091092824936
codecontests_java_3,write_below,write,below,3,18, query,0.04575316980481148
codecontests_java_3,write_below,write,below,4,236,\n\n,0.043639663606882095
codecontests_java_3,write_below,write,below,5,231,assistant,0.03977944701910019
codecontests_java_3,develop_file,develop,file,1,135, the,0.10830599814653397
codecontests_java_3,develop_file,develop,file,2,239,\n\n,0.049522869288921356
codecontests_java_3,develop_file,develop,file,3,18, query,0.04507526010274887
codecontests_java_3,develop_file,develop,file,4,234,assistant,0.043502576649188995
codecontests_java_3,develop_file,develop,file,5,149, below,0.03595161437988281
codecontests_java_3,develop_below,develop,below,1,135, the,0.0988420695066452
codecontests_java_3,develop_below,develop,below,2,18, query,0.05164254084229469
codecontests_java_3,develop_below,develop,below,3,236,\n\n,0.046518754214048386
codecontests_java_3,develop_below,develop,below,4,231,assistant,0.04379962757229805
codecontests_java_3,develop_below,develop,below,5,138, below,0.04185110703110695
apps_python_4,write_file,write,file,1,135, the,0.14009752869606018
apps_python_4,write_file,write,file,2,18, query,0.04970278963446617
apps_python_4,write_file,write,file,3,238,\n\n,0.0437784306704998
apps_python_4,write_file,write,file,4,233,assistant,0.038650527596473694
apps_python_4,write_file,write,file,5,149, below,0.028217727318406105
apps_python_4,write_below,write,below,1,135, the,0.12492164224386215
apps_python_4,write_below,write,below,2,18, query,0.06341028213500977
apps_python_4,write_below,write,below,3,138, below,0.05307083949446678
apps_python_4,write_below,write,below,4,235,\n\n,0.03912894055247307
apps_python_4,write_below,write,below,5,230,assistant,0.0365072600543499
apps_python_4,develop_file,develop,file,1,135, the,0.09491553902626038
apps_python_4,develop_file,develop,file,2,18, query,0.055099066346883774
apps_python_4,develop_file,develop,file,3,238,\n\n,0.045463837683200836
apps_python_4,develop_file,develop,file,4,233,assistant,0.040873970836400986
apps_python_4,develop_file,develop,file,5,149, below,0.030138274654746056
apps_python_4,develop_below,develop,below,1,135, the,0.08118075877428055
apps_python_4,develop_below,develop,below,2,18, query,0.07079334557056427
apps_python_4,develop_below,develop,below,3,138, below,0.045424748212099075
apps_python_4,develop_below,develop,below,4,235,\n\n,0.04328078031539917
apps_python_4,develop_below,develop,below,5,230,assistant,0.03954881802201271
codecontests_cpp_4,write_file,write,file,1,135, the,0.1346258521080017
codecontests_cpp_4,write_file,write,file,2,242,\n\n,0.05056477710604668
codecontests_cpp_4,write_file,write,file,3,18, query,0.047125350683927536
codecontests_cpp_4,write_file,write,file,4,237,assistant,0.042588505893945694
codecontests_cpp_4,write_file,write,file,5,149, below,0.030596742406487465
codecontests_cpp_4,write_below,write,below,1,135, the,0.1524534523487091
codecontests_cpp_4,write_below,write,below,2,138, below,0.05185043439269066
codecontests_cpp_4,write_below,write,below,3,239,\n\n,0.04768843576312065
codecontests_cpp_4,write_below,write,below,4,18, query,0.04058752581477165
codecontests_cpp_4,write_below,write,below,5,234,assistant,0.038261041045188904
codecontests_cpp_4,develop_file,develop,file,1,135, the,0.09980552643537521
codecontests_cpp_4,develop_file,develop,file,2,242,\n\n,0.05169134587049484
codecontests_cpp_4,develop_file,develop,file,3,18, query,0.05116996541619301
codecontests_cpp_4,develop_file,develop,file,4,237,assistant,0.045593224465847015
codecontests_cpp_4,develop_file,develop,file,5,149, below,0.03220752626657486
codecontests_cpp_4,develop_below,develop,below,1,135, the,0.11094072461128235
codecontests_cpp_4,develop_below,develop,below,2,239,\n\n,0.05212044343352318
codecontests_cpp_4,develop_below,develop,below,3,18, query,0.0457121916115284
codecontests_cpp_4,develop_below,develop,below,4,138, below,0.044173553586006165
codecontests_cpp_4,develop_below,develop,below,5,234,assistant,0.04241000488400459
codecontests_java_4,write_file,write,file,1,135, the,0.14548566937446594
codecontests_java_4,write_file,write,file,2,237,\n\n,0.05228431895375252
codecontests_java_4,write_file,write,file,3,18, query,0.04323095083236694
codecontests_java_4,write_file,write,file,4,232,assistant,0.04067932069301605
codecontests_java_4,write_file,write,file,5,134,Write,0.02942555397748947
codecontests_java_4,write_below,write,below,1,135, the,0.1329105794429779
codecontests_java_4,write_below,write,below,2,18, query,0.05059769004583359
codecontests_java_4,write_below,write,below,3,234,\n\n,0.048767752945423126
codecontests_java_4,write_below,write,below,4,138, below,0.04570366069674492
codecontests_java_4,write_below,write,below,5,229,assistant,0.03773396089673042
codecontests_java_4,develop_file,develop,file,1,135, the,0.10363596677780151
codecontests_java_4,develop_file,develop,file,2,237,\n\n,0.054948970675468445
codecontests_java_4,develop_file,develop,file,3,18, query,0.04810648038983345
codecontests_java_4,develop_file,develop,file,4,232,assistant,0.04443144053220749
codecontests_java_4,develop_file,develop,file,5,149, below,0.028374141082167625
codecontests_java_4,develop_below,develop,below,1,135, the,0.09408748894929886
codecontests_java_4,develop_below,develop,below,2,18, query,0.05649819225072861
codecontests_java_4,develop_below,develop,below,3,234,\n\n,0.051627323031425476
codecontests_java_4,develop_below,develop,below,4,229,assistant,0.040970757603645325
codecontests_java_4,develop_below,develop,below,5,138, below,0.03715287521481514
mbpp_python_4,write_file,write,file,1,135, the,0.14355586469173431
mbpp_python_4,write_file,write,file,2,18, query,0.06001913920044899
mbpp_python_4,write_file,write,file,3,211,\n\n,0.041763510555028915
mbpp_python_4,write_file,write,file,4,206,assistant,0.03603869676589966
mbpp_python_4,write_file,write,file,5,38,"{""",0.032958656549453735
mbpp_python_4,write_below,write,below,1,135, the,0.14778727293014526
mbpp_python_4,write_below,write,below,2,18, query,0.06701263785362244
mbpp_python_4,write_below,write,below,3,208,\n\n,0.04059898480772972
mbpp_python_4,write_below,write,below,4,203,assistant,0.033588193356990814
mbpp_python_4,write_below,write,below,5,138, below,0.03041071444749832
mbpp_python_4,develop_file,develop,file,1,135, the,0.09889639168977737
mbpp_python_4,develop_file,develop,file,2,18, query,0.0657140389084816
mbpp_python_4,develop_file,develop,file,3,211,\n\n,0.04389699921011925
mbpp_python_4,develop_file,develop,file,4,206,assistant,0.03737226128578186
mbpp_python_4,develop_file,develop,file,5,38,"{""",0.03592369332909584
mbpp_python_4,develop_below,develop,below,1,135, the,0.09909386187791824
mbpp_python_4,develop_below,develop,below,2,18, query,0.0735570639371872
mbpp_python_4,develop_below,develop,below,3,208,\n\n,0.043858908116817474
mbpp_python_4,develop_below,develop,below,4,203,assistant,0.037280019372701645
mbpp_python_4,develop_below,develop,below,5,38,"{""",0.03392468020319939
apps_python_5,write_file,write,file,1,135, the,0.14443163573741913
apps_python_5,write_file,write,file,2,18, query,0.06037037819623947
apps_python_5,write_file,write,file,3,241,\n\n,0.04359691962599754
apps_python_5,write_file,write,file,4,236,assistant,0.03467332944273949
apps_python_5,write_file,write,file,5,149, below,0.0305666271597147
apps_python_5,write_below,write,below,1,135, the,0.14806300401687622
apps_python_5,write_below,write,below,2,18, query,0.0513811819255352
apps_python_5,write_below,write,below,3,138, below,0.05077671632170677
apps_python_5,write_below,write,below,4,238,\n\n,0.04243221506476402
apps_python_5,write_below,write,below,5,233,assistant,0.0326300747692585
apps_python_5,develop_file,develop,file,1,135, the,0.09681515395641327
apps_python_5,develop_file,develop,file,2,18, query,0.06600167602300644
apps_python_5,develop_file,develop,file,3,241,\n\n,0.04497486352920532
apps_python_5,develop_file,develop,file,4,236,assistant,0.036198731511831284
apps_python_5,develop_file,develop,file,5,149, below,0.03380633145570755
apps_python_5,develop_below,develop,below,1,135, the,0.0997484102845192
apps_python_5,develop_below,develop,below,2,18, query,0.05861244723200798
apps_python_5,develop_below,develop,below,3,238,\n\n,0.044581539928913116
apps_python_5,develop_below,develop,below,4,138, below,0.04412122815847397
apps_python_5,develop_below,develop,below,5,233,assistant,0.035972289741039276
codecontests_cpp_5,write_file,write,file,1,135, the,0.1583741307258606
codecontests_cpp_5,write_file,write,file,2,238,\n\n,0.048152729868888855
codecontests_cpp_5,write_file,write,file,3,233,assistant,0.0439612977206707
codecontests_cpp_5,write_file,write,file,4,18, query,0.038094475865364075
codecontests_cpp_5,write_file,write,file,5,134,Write,0.02887841686606407
codecontests_cpp_5,write_below,write,below,1,135, the,0.14667508006095886
codecontests_cpp_5,write_below,write,below,2,138, below,0.05083052068948746
codecontests_cpp_5,write_below,write,below,3,18, query,0.04897426813840866
codecontests_cpp_5,write_below,write,below,4,235,\n\n,0.04400353133678436
codecontests_cpp_5,write_below,write,below,5,230,assistant,0.04298382252454758
codecontests_cpp_5,develop_file,develop,file,1,135, the,0.11368830502033234
codecontests_cpp_5,develop_file,develop,file,2,238,\n\n,0.04912693053483963
codecontests_cpp_5,develop_file,develop,file,3,233,assistant,0.04777806997299194
codecontests_cpp_5,develop_file,develop,file,4,18, query,0.04358390346169472
codecontests_cpp_5,develop_file,develop,file,5,149, below,0.029136262834072113
codecontests_cpp_5,develop_below,develop,below,1,135, the,0.10310797393321991
codecontests_cpp_5,develop_below,develop,below,2,18, query,0.05568467825651169
codecontests_cpp_5,develop_below,develop,below,3,235,\n\n,0.04763426259160042
codecontests_cpp_5,develop_below,develop,below,4,230,assistant,0.04739364981651306
codecontests_cpp_5,develop_below,develop,below,5,138, below,0.04254964739084244
codecontests_java_5,write_file,write,file,1,135, the,0.1384221762418747
codecontests_java_5,write_file,write,file,2,18, query,0.05169825255870819
codecontests_java_5,write_file,write,file,3,233,\n\n,0.04752394184470177
codecontests_java_5,write_file,write,file,4,228,assistant,0.03929402306675911
codecontests_java_5,write_file,write,file,5,149, below,0.034397270530462265
codecontests_java_5,write_below,write,below,1,135, the,0.1326429545879364
codecontests_java_5,write_below,write,below,2,18, query,0.05239023640751839
codecontests_java_5,write_below,write,below,3,230,\n\n,0.047527164220809937
codecontests_java_5,write_below,write,below,4,138, below,0.04492097720503807
codecontests_java_5,write_below,write,below,5,225,assistant,0.04267273098230362
codecontests_java_5,develop_file,develop,file,1,135, the,0.09575730562210083
codecontests_java_5,develop_file,develop,file,2,18, query,0.05714888125658035
codecontests_java_5,develop_file,develop,file,3,233,\n\n,0.049448706209659576
codecontests_java_5,develop_file,develop,file,4,228,assistant,0.042834773659706116
codecontests_java_5,develop_file,develop,file,5,149, below,0.03791815787553787
codecontests_java_5,develop_below,develop,below,1,135, the,0.09449300169944763
codecontests_java_5,develop_below,develop,below,2,18, query,0.05878887325525284
codecontests_java_5,develop_below,develop,below,3,230,\n\n,0.049587223678827286
codecontests_java_5,develop_below,develop,below,4,225,assistant,0.04596901684999466
codecontests_java_5,develop_below,develop,below,5,138, below,0.03548552095890045
codecontests_cpp_6,write_file,write,file,1,135, the,0.15971919894218445
codecontests_cpp_6,write_file,write,file,2,18, query,0.04565500095486641
codecontests_cpp_6,write_file,write,file,3,252,\n\n,0.041271038353443146
codecontests_cpp_6,write_file,write,file,4,247,assistant,0.03880399093031883
codecontests_cpp_6,write_file,write,file,5,134,Write,0.03697889670729637
codecontests_cpp_6,write_below,write,below,1,135, the,0.15200182795524597
codecontests_cpp_6,write_below,write,below,2,138, below,0.06396833807229996
codecontests_cpp_6,write_below,write,below,3,18, query,0.04423695430159569
codecontests_cpp_6,write_below,write,below,4,249,\n\n,0.04190284013748169
codecontests_cpp_6,write_below,write,below,5,244,assistant,0.03731094300746918
codecontests_cpp_6,develop_file,develop,file,1,135, the,0.11568567156791687
codecontests_cpp_6,develop_file,develop,file,2,18, query,0.050210583955049515
codecontests_cpp_6,develop_file,develop,file,3,252,\n\n,0.04428550973534584
codecontests_cpp_6,develop_file,develop,file,4,247,assistant,0.04346179962158203
codecontests_cpp_6,develop_file,develop,file,5,149, below,0.03865211457014084
codecontests_cpp_6,develop_below,develop,below,1,135, the,0.11287586390972137
codecontests_cpp_6,develop_below,develop,below,2,138, below,0.05372118577361107
codecontests_cpp_6,develop_below,develop,below,3,18, query,0.04968477785587311
codecontests_cpp_6,develop_below,develop,below,4,249,\n\n,0.04383809491991997
codecontests_cpp_6,develop_below,develop,below,5,244,assistant,0.04124496132135391
codecontests_java_6,write_file,write,file,1,135, the,0.14631567895412445
codecontests_java_6,write_file,write,file,2,18, query,0.05178007483482361
codecontests_java_6,write_file,write,file,3,247,\n\n,0.04801018908619881
codecontests_java_6,write_file,write,file,4,242,assistant,0.04035981371998787
codecontests_java_6,write_file,write,file,5,149, below,0.038508057594299316
codecontests_java_6,write_below,write,below,1,135, the,0.123853899538517
codecontests_java_6,write_below,write,below,2,18, query,0.04766853526234627
codecontests_java_6,write_below,write,below,3,244,\n\n,0.04602913558483124
codecontests_java_6,write_below,write,below,4,239,assistant,0.04354274272918701
codecontests_java_6,write_below,write,below,5,138, below,0.0402945801615715
codecontests_java_6,develop_file,develop,file,1,135, the,0.10829528421163559
codecontests_java_6,develop_file,develop,file,2,18, query,0.056311968713998795
codecontests_java_6,develop_file,develop,file,3,247,\n\n,0.049283020198345184
codecontests_java_6,develop_file,develop,file,4,242,assistant,0.04376789554953575
codecontests_java_6,develop_file,develop,file,5,149, below,0.04174526035785675
codecontests_java_6,develop_below,develop,below,1,135, the,0.09816624224185944
codecontests_java_6,develop_below,develop,below,2,18, query,0.05269615724682808
codecontests_java_6,develop_below,develop,below,3,239,assistant,0.04641531780362129
codecontests_java_6,develop_below,develop,below,4,244,\n\n,0.04586353525519371
codecontests_java_6,develop_below,develop,below,5,138, below,0.03173871710896492
codecontests_java_7,write_file,write,file,1,135, the,0.14683008193969727
codecontests_java_7,write_file,write,file,2,222,\n\n,0.048333607614040375
codecontests_java_7,write_file,write,file,3,18, query,0.04630831256508827
codecontests_java_7,write_file,write,file,4,217,assistant,0.04259336739778519
codecontests_java_7,write_file,write,file,5,149, below,0.028417792171239853
codecontests_java_7,write_below,write,below,1,135, the,0.14780202507972717
codecontests_java_7,write_below,write,below,2,138, below,0.045895133167505264
codecontests_java_7,write_below,write,below,3,219,\n\n,0.045250046998262405
codecontests_java_7,write_below,write,below,4,214,assistant,0.039485786110162735
codecontests_java_7,write_below,write,below,5,18, query,0.0392012856900692
codecontests_java_7,develop_file,develop,file,1,135, the,0.10561778396368027
codecontests_java_7,develop_file,develop,file,2,18, query,0.05099934712052345
codecontests_java_7,develop_file,develop,file,3,222,\n\n,0.05033272132277489
codecontests_java_7,develop_file,develop,file,4,217,assistant,0.04559773579239845
codecontests_java_7,develop_file,develop,file,5,149, below,0.030714726075530052
codecontests_java_7,develop_below,develop,below,1,135, the,0.1090848445892334
codecontests_java_7,develop_below,develop,below,2,219,\n\n,0.04877880960702896
codecontests_java_7,develop_below,develop,below,3,18, query,0.044361285865306854
codecontests_java_7,develop_below,develop,below,4,214,assistant,0.04177434369921684
codecontests_java_7,develop_below,develop,below,5,138, below,0.039154913276433945
apps_python_8,write_file,write,file,1,135, the,0.1430833488702774
apps_python_8,write_file,write,file,2,18, query,0.07814403623342514
apps_python_8,write_file,write,file,3,215,\n\n,0.045969489961862564
apps_python_8,write_file,write,file,4,149, below,0.03532716631889343
apps_python_8,write_file,write,file,5,210,assistant,0.03503832593560219
apps_python_8,write_below,write,below,1,135, the,0.14290505647659302
apps_python_8,write_below,write,below,2,18, query,0.060744207352399826
apps_python_8,write_below,write,below,3,212,\n\n,0.04397726058959961
apps_python_8,write_below,write,below,4,207,assistant,0.0365934781730175
apps_python_8,write_below,write,below,5,138, below,0.03229614347219467
apps_python_8,develop_file,develop,file,1,135, the,0.09726038575172424
apps_python_8,develop_file,develop,file,2,18, query,0.0862213596701622
apps_python_8,develop_file,develop,file,3,215,\n\n,0.047184351831674576
apps_python_8,develop_file,develop,file,4,149, below,0.03880457207560539
apps_python_8,develop_file,develop,file,5,210,assistant,0.03808998689055443
apps_python_8,develop_below,develop,below,1,135, the,0.10371895134449005
apps_python_8,develop_below,develop,below,2,18, query,0.0690440982580185
apps_python_8,develop_below,develop,below,3,212,\n\n,0.04733196273446083
apps_python_8,develop_below,develop,below,4,207,assistant,0.03886987641453743
apps_python_8,develop_below,develop,below,5,38,"{""",0.03423933684825897
apps_python_9,write_file,write,file,1,135, the,0.13832592964172363
apps_python_9,write_file,write,file,2,18, query,0.05507506802678108
apps_python_9,write_file,write,file,3,237,\n\n,0.041326891630887985
apps_python_9,write_file,write,file,4,232,assistant,0.03303157538175583
apps_python_9,write_file,write,file,5,38,"{""",0.030591849237680435
apps_python_9,write_below,write,below,1,135, the,0.12886634469032288
apps_python_9,write_below,write,below,2,18, query,0.06786389648914337
apps_python_9,write_below,write,below,3,138, below,0.04797118157148361
apps_python_9,write_below,write,below,4,234,\n\n,0.038310661911964417
apps_python_9,write_below,write,below,5,38,"{""",0.03179970756173134
apps_python_9,develop_file,develop,file,1,135, the,0.09103649109601974
apps_python_9,develop_file,develop,file,2,18, query,0.06184081360697746
apps_python_9,develop_file,develop,file,3,237,\n\n,0.043080441653728485
apps_python_9,develop_file,develop,file,4,232,assistant,0.03492449223995209
apps_python_9,develop_file,develop,file,5,38,"{""",0.03414516523480415
apps_python_9,develop_below,develop,below,1,135, the,0.08356363326311111
apps_python_9,develop_below,develop,below,2,18, query,0.07624906301498413
apps_python_9,develop_below,develop,below,3,234,\n\n,0.04193504899740219
apps_python_9,develop_below,develop,below,4,138, below,0.04035002738237381
apps_python_9,develop_below,develop,below,5,38,"{""",0.03524388000369072
codecontests_cpp_9,write_file,write,file,1,135, the,0.13504014909267426
codecontests_cpp_9,write_file,write,file,2,18, query,0.04849489778280258
codecontests_cpp_9,write_file,write,file,3,232,\n\n,0.048365116119384766
codecontests_cpp_9,write_file,write,file,4,227,assistant,0.043094754219055176
codecontests_cpp_9,write_file,write,file,5,149, below,0.03401634097099304
codecontests_cpp_9,write_below,write,below,1,135, the,0.1402001827955246
codecontests_cpp_9,write_below,write,below,2,18, query,0.055055759847164154
codecontests_cpp_9,write_below,write,below,3,138, below,0.04834803193807602
codecontests_cpp_9,write_below,write,below,4,229,\n\n,0.04748045653104782
codecontests_cpp_9,write_below,write,below,5,224,assistant,0.04448659345507622
codecontests_cpp_9,develop_file,develop,file,1,135, the,0.09685313701629639
codecontests_cpp_9,develop_file,develop,file,2,18, query,0.054285455495119095
codecontests_cpp_9,develop_file,develop,file,3,232,\n\n,0.050204019993543625
codecontests_cpp_9,develop_file,develop,file,4,227,assistant,0.044064708054065704
codecontests_cpp_9,develop_file,develop,file,5,149, below,0.0368417464196682
codecontests_cpp_9,develop_below,develop,below,1,135, the,0.10048734396696091
codecontests_cpp_9,develop_below,develop,below,2,18, query,0.06352385878562927
codecontests_cpp_9,develop_below,develop,below,3,229,\n\n,0.04895709082484245
codecontests_cpp_9,develop_below,develop,below,4,224,assistant,0.04696672409772873
codecontests_cpp_9,develop_below,develop,below,5,138, below,0.039023786783218384
codecontests_java_9,write_file,write,file,1,135, the,0.1440008580684662
codecontests_java_9,write_file,write,file,2,18, query,0.05506512150168419
codecontests_java_9,write_file,write,file,3,227,\n\n,0.05076509714126587
codecontests_java_9,write_file,write,file,4,222,assistant,0.0394500233232975
codecontests_java_9,write_file,write,file,5,149, below,0.03763400390744209
codecontests_java_9,write_below,write,below,1,135, the,0.1377231329679489
codecontests_java_9,write_below,write,below,2,224,\n\n,0.049622949212789536
codecontests_java_9,write_below,write,below,3,18, query,0.046828337013721466
