sample_id,variant,frame,delivery_object,tool_score,no_tool_score,decision_score,tool_top1,no_tool_top1,l2h14_opening_density,l2h14_object_density
codecontests_cpp_4,write_below,write,below,-1.6875,-0.111328125,-1.576171875,False,True,0.02463437058031559,0.05185043439269066
codecontests_cpp_4,develop_file,develop,file,-3.0625,-0.058349609375,-3.004150390625,False,True,0.014777939766645432,0.011798035353422165
codecontests_cpp_4,develop_below,develop,below,-5.8125,0.0,-5.8125,False,True,0.0152449831366539,0.044173553586006165
codecontests_java_4,write_file,write,file,0.0,-0.42578125,0.42578125,False,False,0.02942555397748947,0.006300393026322126
codecontests_java_4,write_below,write,below,-0.341796875,-0.23828125,-0.103515625,False,True,0.028015125542879105,0.04570366069674492
codecontests_java_4,develop_file,develop,file,-0.51953125,-0.0400390625,-0.4794921875,False,True,0.018922921270132065,0.007475865539163351
codecontests_java_4,develop_below,develop,below,-0.51171875,0.0,-0.51171875,False,True,0.018345871940255165,0.03715287521481514
mbpp_python_4,write_file,write,file,0.0,-0.37109375,0.37109375,False,True,0.02569008432328701,0.00674089603126049
mbpp_python_4,write_below,write,below,-1.1796875,-2.265625,1.0859375,True,False,0.024224907159805298,0.03041071444749832
mbpp_python_4,develop_file,develop,file,-1.1640625,-0.1396484375,-1.0244140625,False,True,0.014243144541978836,0.008118708617985249
mbpp_python_4,develop_below,develop,below,-0.439453125,0.0,-0.439453125,False,True,0.013075225986540318,0.02596963755786419
apps_python_5,write_file,write,file,0.0,-0.52734375,0.52734375,False,True,0.017985686659812927,0.009550522081553936
apps_python_5,write_below,write,below,-0.0113525390625,-0.63671875,0.6253662109375,False,True,0.024034705013036728,0.05077671632170677
apps_python_5,develop_file,develop,file,-1.890625,-0.01458740234375,-1.87603759765625,False,True,0.010052758269011974,0.011368192732334137
apps_python_5,develop_below,develop,below,-1.7265625,0.0,-1.7265625,False,True,0.014780056662857533,0.04412122815847397
codecontests_cpp_5,write_file,write,file,0.0,-2.15625,2.15625,True,False,0.02887841686606407,0.01113151479512453
codecontests_cpp_5,write_below,write,below,-1.3046875,-0.19140625,-1.11328125,False,True,0.030218636617064476,0.05083052068948746
codecontests_cpp_5,develop_file,develop,file,-3.953125,-0.053955078125,-3.899169921875,False,True,0.017824525013566017,0.01253215130418539
codecontests_cpp_5,develop_below,develop,below,-5.8125,0.0,-5.8125,False,True,0.020257102325558662,0.04254964739084244
codecontests_java_5,write_file,write,file,0.0,-0.326171875,0.326171875,False,True,0.028972214087843895,0.005266690161079168
codecontests_java_5,write_below,write,below,-1.65625,-2.421875,0.765625,True,False,0.026787852868437767,0.04492097720503807
codecontests_java_5,develop_file,develop,file,-1.375,-0.109375,-1.265625,False,True,0.017542393878102303,0.006318787578493357
codecontests_java_5,develop_below,develop,below,-0.4140625,0.0,-0.4140625,False,True,0.016315758228302002,0.03548552095890045
codecontests_cpp_6,write_file,write,file,0.0,-3.015625,3.015625,True,False,0.03697889670729637,0.009663046337664127
codecontests_cpp_6,write_below,write,below,-0.015869140625,-2.375,2.359130859375,True,False,0.030643939971923828,0.06396833807229996
codecontests_cpp_6,develop_file,develop,file,-3.984375,-0.0263671875,-3.9580078125,False,True,0.022818855941295624,0.010921726934611797
codecontests_cpp_6,develop_below,develop,below,-5.375,0.0,-5.375,False,True,0.019528549164533615,0.05372118577361107
codecontests_java_6,write_file,write,file,0.0,-0.10595703125,0.10595703125,False,True,0.029365748167037964,0.00534152751788497
codecontests_java_6,write_below,write,below,-0.326171875,-0.48828125,0.162109375,False,True,0.029664335772395134,0.0402945801615715
codecontests_java_6,develop_file,develop,file,-0.302734375,-0.054931640625,-0.247802734375,False,True,0.017479421570897102,0.006230361759662628
codecontests_java_6,develop_below,develop,below,-0.142578125,0.0,-0.142578125,False,True,0.017954766750335693,0.03173871710896492
codecontests_java_7,write_file,write,file,0.0,-1.3515625,1.3515625,True,False,0.02486417442560196,0.0056893047876656055
codecontests_java_7,write_below,write,below,-0.14453125,-2.953125,2.80859375,True,False,0.026129690930247307,0.045895133167505264
codecontests_java_7,develop_file,develop,file,-5.46875,-0.59375,-4.875,False,True,0.014222269877791405,0.0067931548692286015
codecontests_java_7,develop_below,develop,below,-1.3125,0.0,-1.3125,False,True,0.015137191861867905,0.039154913276433945
apps_python_8,write_file,write,file,0.0,-2.125,2.125,True,False,0.02745695225894451,0.006792712491005659
apps_python_8,write_below,write,below,-1.109375,-0.396484375,-0.712890625,False,True,0.028647731989622116,0.03229614347219467
apps_python_8,develop_file,develop,file,-1.9296875,-0.26171875,-1.66796875,False,True,0.01756766438484192,0.008355802856385708
apps_python_8,develop_below,develop,below,-3.828125,0.0,-3.828125,False,True,0.017558764666318893,0.02609618939459324
apps_python_9,write_file,write,file,0.0,-0.470703125,0.470703125,True,False,0.02516745589673519,0.009944486431777477
apps_python_9,write_below,write,below,-0.1708984375,-1.5078125,1.3369140625,True,False,0.02470458671450615,0.04797118157148361
apps_python_9,develop_file,develop,file,-0.7734375,-0.1005859375,-0.6728515625,False,True,0.01547100767493248,0.01195043046027422
apps_python_9,develop_below,develop,below,-0.357421875,0.0,-0.357421875,False,True,0.01583591103553772,0.04035002738237381
codecontests_cpp_9,write_file,write,file,0.0,-3.484375,3.484375,True,False,0.030385151505470276,0.0106053426861763
codecontests_cpp_9,write_below,write,below,-0.4765625,-0.83984375,0.36328125,True,False,0.02709903195500374,0.04834803193807602
codecontests_cpp_9,develop_file,develop,file,-2.78125,-0.04833984375,-2.73291015625,False,True,0.01886763982474804,0.011690355837345123
codecontests_cpp_9,develop_below,develop,below,-6.40625,0.0,-6.40625,False,True,0.01672966778278351,0.039023786783218384
codecontests_java_9,write_file,write,file,0.0,-0.38671875,0.38671875,False,False,0.028434956446290016,0.005432657431811094
codecontests_java_9,write_below,write,below,-0.24609375,-0.0751953125,-0.1708984375,False,True,0.029337886720895767,0.03821193799376488
codecontests_java_9,develop_file,develop,file,-1.9296875,-0.030029296875,-1.899658203125,False,True,0.01690753549337387,0.006584839429706335
codecontests_java_9,develop_below,develop,below,-1.703125,0.0,-1.703125,False,True,0.01798294298350811,0.030660096555948257
apps_python_10,write_file,write,file,0.0,-1.8203125,1.8203125,True,False,0.021483872085809708,0.007732514292001724
apps_python_10,write_below,write,below,-0.051513671875,-1.2890625,1.237548828125,True,False,0.02543620765209198,0.03213019296526909
apps_python_10,develop_file,develop,file,-1.65625,-0.0732421875,-1.5830078125,False,True,0.012423128820955753,0.00927420798689127
apps_python_10,develop_below,develop,below,-3.53125,0.0,-3.53125,False,True,0.01584450714290142,0.025987181812524796
codecontests_cpp_11,write_file,write,file,0.0,-1.8515625,1.8515625,True,False,0.02902003936469555,0.010799677111208439
codecontests_cpp_11,write_below,write,below,-0.0035247802734375,-1.78125,1.7777252197265625,True,False,0.027620092034339905,0.045853737741708755
codecontests_cpp_11,develop_file,develop,file,-2.0625,-0.05615234375,-2.00634765625,False,True,0.017720481380820274,0.011704105883836746
codecontests_cpp_11,develop_below,develop,below,-3.046875,0.0,-3.046875,False,True,0.01593169942498207,0.03716406598687172
codecontests_java_11,write_file,write,file,0.0,-0.1240234375,0.1240234375,False,True,0.030348876491189003,0.005237019155174494
codecontests_java_11,write_below,write,below,-0.72265625,-1.0234375,0.30078125,True,False,0.02613237127661705,0.04014356806874275
codecontests_java_11,develop_file,develop,file,-0.64453125,-0.06201171875,-0.58251953125,False,True,0.01721855066716671,0.006337437313050032
codecontests_java_11,develop_below,develop,below,-0.1826171875,0.0,-0.1826171875,False,True,0.015496200881898403,0.03226393088698387
humaneval_python_11,write_file,write,file,0.0,-1.953125,1.953125,True,False,0.02952243760228157,0.006490148603916168
humaneval_python_11,write_below,write,below,-0.0654296875,-2.546875,2.4814453125,True,False,0.02349627949297428,0.03481053560972214
humaneval_python_11,develop_file,develop,file,-2.21875,-0.07470703125,-2.14404296875,False,True,0.01744007132947445,0.008152419701218605
humaneval_python_11,develop_below,develop,below,-2.015625,0.0,-2.015625,False,True,0.013425563462078571,0.02919728308916092
mbpp_python_11,write_file,write,file,0.0,-0.69140625,0.69140625,True,False,0.019459102302789688,0.012056886218488216
mbpp_python_11,write_below,write,below,-0.201171875,-1.7578125,1.556640625,True,False,0.028939707204699516,0.06255530565977097
mbpp_python_11,develop_file,develop,file,-0.6640625,-0.033935546875,-0.630126953125,False,True,0.014082089066505432,0.013958913274109364
mbpp_python_11,develop_below,develop,below,-0.62109375,0.0,-0.62109375,False,True,0.024149691686034203,0.05926910787820816
codecontests_cpp_12,write_file,write,file,0.0,-2.46875,2.46875,True,False,0.029703883454203606,0.00874093547463417
codecontests_cpp_12,write_below,write,below,-0.4453125,-0.65625,0.2109375,False,True,0.03005078434944153,0.04099958389997482
codecontests_cpp_12,develop_file,develop,file,-2.046875,-0.0849609375,-1.9619140625,False,True,0.01818053610622883,0.009535732679069042
codecontests_cpp_12,develop_below,develop,below,-5.875,0.0,-5.875,False,True,0.018304558470845222,0.03194360435009003
codecontests_java_12,write_file,write,file,0.0,-0.03076171875,0.03076171875,False,True,0.024263251572847366,0.005739174317568541
codecontests_java_12,write_below,write,below,-0.07421875,-0.08447265625,0.01025390625,False,True,0.024440094828605652,0.05103471130132675
codecontests_java_12,develop_file,develop,file,-0.030029296875,-0.0615234375,0.031494140625,False,True,0.014578665606677532,0.006675120443105698
codecontests_java_12,develop_below,develop,below,-0.0478515625,0.0,-0.0478515625,False,True,0.01430986076593399,0.043495938181877136
apps_python_13,write_file,write,file,0.0,-3.78125,3.78125,True,False,0.021293193101882935,0.0077065336517989635
apps_python_13,write_below,write,below,-0.060302734375,-2.09375,2.033447265625,True,False,0.022864356637001038,0.048235420137643814
apps_python_13,develop_file,develop,file,-1.3125,-0.240234375,-1.072265625,False,True,0.012152286246418953,0.009596728719770908
apps_python_13,develop_below,develop,below,-4.03125,0.0,-4.03125,False,True,0.013613788411021233,0.042958151549100876
codecontests_java_13,write_file,write,file,0.0,-0.08203125,0.08203125,False,True,0.037602219730615616,0.00589775899425149
codecontests_java_13,write_below,write,below,-1.2578125,-1.4921875,0.234375,True,False,0.03050723858177662,0.06414573639631271
codecontests_java_13,develop_file,develop,file,-0.416015625,-0.049072265625,-0.366943359375,False,True,0.023561643436551094,0.007179266307502985
codecontests_java_13,develop_below,develop,below,-0.197265625,0.0,-0.197265625,False,True,0.019482402130961418,0.0541219636797905
apps_python_14,write_file,write,file,0.0,-1.6484375,1.6484375,True,False,0.040664009749889374,0.007448358926922083
apps_python_14,write_below,write,below,-0.435546875,-0.421875,-0.013671875,False,True,0.03145335987210274,0.07046203315258026
apps_python_14,develop_file,develop,file,-3.296875,-0.007720947265625,-3.289154052734375,False,True,0.02843487448990345,0.009070280939340591
apps_python_14,develop_below,develop,below,-3.90625,0.0,-3.90625,False,True,0.02168111503124237,0.06661581993103027
codecontests_cpp_14,write_file,write,file,0.0,-1.8203125,1.8203125,True,False,0.025104669854044914,0.010548699647188187
codecontests_cpp_14,write_below,write,below,-0.018798828125,-2.09375,2.074951171875,True,False,0.027136489748954773,0.048242829740047455
codecontests_cpp_14,develop_file,develop,file,-3.09375,-0.1064453125,-2.9873046875,False,False,0.013889843598008156,0.011794332414865494
codecontests_cpp_14,develop_below,develop,below,-1.6953125,0.0,-1.6953125,False,False,0.017419878393411636,0.041251279413700104
codecontests_java_14,write_file,write,file,0.0,-0.333984375,0.333984375,False,False,0.028805240988731384,0.00554420193657279
codecontests_java_14,write_below,write,below,-0.388671875,-1.09375,0.705078125,True,False,0.03379037603735924,0.03265664353966713
codecontests_java_14,develop_file,develop,file,-1.765625,-0.0859375,-1.6796875,False,True,0.017501840367913246,0.006899708416312933
codecontests_java_14,develop_below,develop,below,-0.61328125,0.0,-0.61328125,False,True,0.019821306690573692,0.0258779413998127
codecontests_cpp_15,write_file,write,file,0.0,-1.8046875,1.8046875,True,False,0.02726554684340954,0.01016849186271429
codecontests_cpp_15,write_below,write,below,-0.6875,-0.337890625,-0.349609375,False,True,0.022491266950964928,0.05421553552150726
codecontests_cpp_15,develop_file,develop,file,-3.640625,-0.06689453125,-3.57373046875,False,True,0.015860017389059067,0.011052931658923626
codecontests_cpp_15,develop_below,develop,below,-6.125,0.0,-6.125,False,True,0.012481731362640858,0.04594426974654198
codecontests_java_15,write_file,write,file,0.0,-0.1240234375,0.1240234375,False,True,0.027248144149780273,0.0062474883161485195
codecontests_java_15,write_below,write,below,-0.318359375,-0.326171875,0.0078125,False,True,0.027950357645750046,0.049370381981134415
codecontests_java_15,develop_file,develop,file,-0.2265625,-0.03662109375,-0.18994140625,False,True,0.01591424271464348,0.0075322906486690044
codecontests_java_15,develop_below,develop,below,-0.17578125,0.0,-0.17578125,False,True,0.017458979040384293,0.0407242514193058
apps_python_16,write_file,write,file,0.0,-2.21875,2.21875,True,False,0.025232046842575073,0.006300203502178192
apps_python_16,write_below,write,below,-1.3828125,-0.205078125,-1.177734375,False,False,0.020141299813985825,0.04888605326414108
apps_python_16,develop_file,develop,file,-2.25,-0.42578125,-1.82421875,False,True,0.01374561432749033,0.00807197205722332
apps_python_16,develop_below,develop,below,-2.5625,0.0,-2.5625,False,True,0.01204675156623125,0.04343561455607414
codecontests_cpp_16,write_file,write,file,0.0,-1.9453125,1.9453125,True,False,0.03018634021282196,0.009914024733006954
codecontests_cpp_16,write_below,write,below,-0.515625,-0.46875,-0.046875,False,True,0.027771195396780968,0.0454246886074543
codecontests_cpp_16,develop_file,develop,file,-3.109375,-0.0189208984375,-3.0904541015625,False,True,0.01831974647939205,0.01099626999348402
codecontests_cpp_16,develop_below,develop,below,-5.65625,0.0,-5.65625,False,True,0.017089195549488068,0.03604898974299431
codecontests_java_16,write_file,write,file,0.0,-0.59765625,0.59765625,False,True,0.026451699435710907,0.005482870619744062
codecontests_java_16,write_below,write,below,-0.271484375,-0.16015625,-0.111328125,False,True,0.029973387718200684,0.033042117953300476
codecontests_java_16,develop_file,develop,file,-3.09375,-0.053955078125,-3.039794921875,False,True,0.015018017031252384,0.006595096085220575
codecontests_java_16,develop_below,develop,below,-3.0,0.0,-3.0,False,True,0.017205432057380676,0.02566101774573326
apps_python_17,write_file,write,file,0.0,-2.921875,2.921875,True,False,0.026776786893606186,0.006940882187336683
apps_python_17,write_below,write,below,-0.302734375,-1.3515625,1.048828125,True,False,0.027910999953746796,0.0316220298409462
apps_python_17,develop_file,develop,file,-1.171875,-0.392578125,-0.779296875,False,True,0.0173468180000782,0.00858099665492773
apps_python_17,develop_below,develop,below,-4.46875,0.0,-4.46875,False,True,0.017510076984763145,0.0257021002471447
codecontests_cpp_17,write_file,write,file,0.0,-0.86328125,0.86328125,True,False,0.024311140179634094,0.011004735715687275
codecontests_cpp_17,write_below,write,below,-2.90625,-0.05078125,-2.85546875,False,True,0.02546076662838459,0.053852248936891556
codecontests_cpp_17,develop_file,develop,file,-3.859375,-0.02099609375,-3.83837890625,False,True,0.014590756967663765,0.012097028084099293
codecontests_cpp_17,develop_below,develop,below,-7.34375,0.0,-7.34375,False,True,0.01488079596310854,0.045853108167648315
codecontests_java_17,write_file,write,file,0.0,-0.11572265625,0.11572265625,False,True,0.029469672590494156,0.00604002783074975
codecontests_java_17,write_below,write,below,-0.0279541015625,-0.036376953125,0.0084228515625,False,True,0.028133509680628777,0.04616755619645119
codecontests_java_17,develop_file,develop,file,-0.0257568359375,-0.08056640625,0.0548095703125,False,True,0.01811135932803154,0.007337555754929781
codecontests_java_17,develop_below,develop,below,-0.091796875,0.0,-0.091796875,False,True,0.017695927992463112,0.03720850124955177
mbpp_python_17,write_file,write,file,0.0,-3.71875,3.71875,True,False,0.028832748532295227,0.006615111138671637
mbpp_python_17,write_below,write,below,-2.015625,-0.50390625,-1.51171875,False,False,0.02461817115545273,0.02997458726167679
mbpp_python_17,develop_file,develop,file,-2.640625,-0.60546875,-2.03515625,False,True,0.019165299832820892,0.008235235698521137
mbpp_python_17,develop_below,develop,below,-5.0625,0.0,-5.0625,False,False,0.014532230794429779,0.025762371718883514
codecontests_cpp_18,write_file,write,file,0.0,-3.4375,3.4375,True,False,0.03172042593359947,0.009570964612066746
codecontests_cpp_18,write_below,write,below,-0.029541015625,-2.375,2.345458984375,True,False,0.026950066909193993,0.037515491247177124
codecontests_cpp_18,develop_file,develop,file,-3.34375,-0.032958984375,-3.310791015625,False,True,0.018030982464551926,0.010705831460654736
codecontests_cpp_18,develop_below,develop,below,-5.0625,0.0,-5.0625,False,True,0.016128938645124435,0.030007505789399147
codecontests_java_18,write_file,write,file,0.0,-0.8671875,0.8671875,True,False,0.0240149088203907,0.005657488480210304
codecontests_java_18,write_below,write,below,-0.19140625,-2.484375,2.29296875,True,False,0.026982896029949188,0.04507456347346306
codecontests_java_18,develop_file,develop,file,-6.25,-1.8671875,-4.3828125,False,True,0.013019674457609653,0.006828604731708765
codecontests_java_18,develop_below,develop,below,-0.66796875,0.0,-0.66796875,False,True,0.015969881787896156,0.0373503603041172
humaneval_python_18,write_file,write,file,0.0,-0.318359375,0.318359375,True,False,0.03656252846121788,0.008283473551273346
humaneval_python_18,write_below,write,below,-0.031005859375,-0.59765625,0.566650390625,True,False,0.02778061479330063,0.08118019998073578
humaneval_python_18,develop_file,develop,file,-0.66015625,-0.12451171875,-0.53564453125,False,True,0.026004983112215996,0.009985468350350857
humaneval_python_18,develop_below,develop,below,-0.234375,0.0,-0.234375,True,False,0.021106155589222908,0.07618750631809235
codecontests_java_19,write_file,write,file,0.0,-0.1728515625,0.1728515625,False,True,0.03718622028827667,0.0072837211191654205
codecontests_java_19,write_below,write,below,-1.8359375,-2.78125,0.9453125,True,False,0.040849942713975906,0.06037365645170212
codecontests_java_19,develop_file,develop,file,-1.5390625,-0.1689453125,-1.3701171875,False,True,0.025017784908413887,0.008424093015491962
codecontests_java_19,develop_below,develop,below,-0.3125,0.0,-0.3125,False,True,0.025870537385344505,0.050862867385149
apps_python_20,write_file,write,file,0.0,-1.25,1.25,True,False,0.0260595865547657,0.006556852255016565
apps_python_20,write_below,write,below,-0.484375,-0.51171875,0.02734375,True,False,0.024604778736829758,0.03105613775551319
apps_python_20,develop_file,develop,file,-0.66796875,-0.263671875,-0.404296875,False,True,0.014937901869416237,0.00809685979038477
apps_python_20,develop_below,develop,below,-0.89453125,0.0,-0.89453125,False,True,0.013769027777016163,0.026229411363601685
codecontests_cpp_20,write_file,write,file,0.0,-2.140625,2.140625,True,False,0.032994408160448074,0.009204129688441753
codecontests_cpp_20,write_below,write,below,-1.875,-0.158203125,-1.716796875,False,True,0.024556461721658707,0.05247154459357262
codecontests_cpp_20,develop_file,develop,file,-2.546875,-0.08447265625,-2.46240234375,False,True,0.019357267767190933,0.010185398161411285
codecontests_cpp_20,develop_below,develop,below,-6.15625,0.0,-6.15625,False,True,0.015329723246395588,0.042701125144958496
codecontests_java_20,write_file,write,file,0.0,-0.08544921875,0.08544921875,False,True,0.023191550746560097,0.006327745970338583
codecontests_java_20,write_below,write,below,-0.546875,-0.73828125,0.19140625,True,False,0.028912125155329704,0.050014302134513855
codecontests_java_20,develop_file,develop,file,-0.34765625,-0.0810546875,-0.2666015625,False,True,0.013504855334758759,0.007599202450364828
codecontests_java_20,develop_below,develop,below,-0.130859375,0.0,-0.130859375,False,True,0.01847803220152855,0.04235750436782837
humaneval_python_21,write_file,write,file,0.0,-0.56640625,0.56640625,True,False,0.04040294885635376,0.00967961922287941
humaneval_python_21,write_below,write,below,-0.0264892578125,-0.75,0.7235107421875,True,False,0.03637811541557312,0.08547931909561157
humaneval_python_21,develop_file,develop,file,-1.0625,-0.37890625,-0.68359375,False,True,0.029318727552890778,0.012272711843252182
humaneval_python_21,develop_below,develop,below,-0.271484375,0.0,-0.271484375,True,False,0.02661154791712761,0.07958618551492691
apps_python_22,write_file,write,file,0.0,-1.421875,1.421875,True,False,0.027207741513848305,0.007081341464072466
apps_python_22,write_below,write,below,-0.0546875,-0.9296875,0.875,True,False,0.023515434935688972,0.03905560448765755
apps_python_22,develop_file,develop,file,-2.078125,-0.22265625,-1.85546875,False,True,0.01576097495853901,0.008772299624979496
apps_python_22,develop_below,develop,below,-1.8671875,0.0,-1.8671875,False,True,0.014642922207713127,0.032961003482341766
codecontests_cpp_22,write_file,write,file,0.0,-2.65625,2.65625,True,False,0.032559607177972794,0.01111343502998352
codecontests_cpp_22,write_below,write,below,-0.008544921875,-3.234375,3.225830078125,True,False,0.028815170750021935,0.07839560508728027
codecontests_cpp_22,develop_file,develop,file,-2.984375,-0.0205078125,-2.9638671875,False,True,0.02465234510600567,0.012322398833930492
codecontests_cpp_22,develop_below,develop,below,-2.65625,0.0,-2.65625,False,True,0.021024245768785477,0.07028722018003464
codecontests_java_22,write_file,write,file,0.0,-0.59375,0.59375,False,True,0.03716861456632614,0.007229602430015802
codecontests_java_22,write_below,write,below,-1.234375,-3.0625,1.828125,True,False,0.03829384595155716,0.061997026205062866
codecontests_java_22,develop_file,develop,file,-3.171875,-0.1181640625,-3.0537109375,False,True,0.027428237721323967,0.00845191441476345
codecontests_java_22,develop_below,develop,below,-2.171875,0.0,-2.171875,False,True,0.030853141099214554,0.05396006628870964
apps_python_23,write_file,write,file,0.0,-1.859375,1.859375,True,False,0.023795032873749733,0.008024091832339764
apps_python_23,write_below,write,below,-0.021484375,-1.796875,1.775390625,True,False,0.02406340464949608,0.04048147052526474
apps_python_23,develop_file,develop,file,-1.0859375,-0.08251953125,-1.00341796875,False,True,0.01448657363653183,0.009498692117631435
apps_python_23,develop_below,develop,below,-1.6328125,0.0,-1.6328125,False,True,0.013555960729718208,0.033948030322790146
codecontests_cpp_23,write_file,write,file,0.0,-2.328125,2.328125,True,False,0.028580637648701668,0.010455234907567501
codecontests_cpp_23,write_below,write,below,-1.046875,-0.271484375,-0.775390625,False,True,0.02856605127453804,0.04289671406149864
codecontests_cpp_23,develop_file,develop,file,-5.03125,-0.017822265625,-5.013427734375,False,True,0.018682653084397316,0.011269476264715195
codecontests_cpp_23,develop_below,develop,below,-7.0,0.0,-7.0,False,True,0.018165282905101776,0.03303581848740578
codecontests_java_23,write_file,write,file,0.0,-0.64453125,0.64453125,True,False,0.025475701317191124,0.005666355136781931
codecontests_java_23,write_below,write,below,-0.52734375,-2.203125,1.67578125,True,False,0.0287806186825037,0.035034142434597015
codecontests_java_23,develop_file,develop,file,-3.640625,-0.0206298828125,-3.6199951171875,False,True,0.015253487974405289,0.0066257077269256115
codecontests_java_23,develop_below,develop,below,-2.3125,0.0,-2.3125,False,True,0.01661537028849125,0.02765732817351818
codecontests_cpp_24,write_file,write,file,0.0,-0.94921875,0.94921875,True,False,0.03691135719418526,0.009714029729366302
codecontests_cpp_24,write_below,write,below,-0.369140625,-0.2392578125,-0.1298828125,False,True,0.029071884229779243,0.07612625509500504
codecontests_cpp_24,develop_file,develop,file,-3.34375,-0.0096435546875,-3.3341064453125,False,True,0.026125594973564148,0.010788071900606155
codecontests_cpp_24,develop_below,develop,below,-3.671875,0.0,-3.671875,False,True,0.022014982998371124,0.06775781512260437
codecontests_java_24,write_file,write,file,0.0,-0.140625,0.140625,False,True,0.029846498742699623,0.008103946223855019
codecontests_java_24,write_below,write,below,-0.474609375,-0.63671875,0.162109375,False,True,0.040081389248371124,0.06761893630027771
codecontests_java_24,develop_file,develop,file,-0.275390625,-0.142578125,-0.1328125,False,True,0.020099066197872162,0.00940560270100832
codecontests_java_24,develop_below,develop,below,-0.298828125,0.0,-0.298828125,False,True,0.030421676114201546,0.05988384410738945
apps_python_25,write_file,write,file,0.0,-2.0625,2.0625,False,True,0.027294795960187912,0.006148472893983126
apps_python_25,write_below,write,below,-1.9765625,-0.376953125,-1.599609375,False,False,0.022805141285061836,0.03223864361643791
apps_python_25,develop_file,develop,file,-0.53515625,-0.7265625,0.19140625,False,True,0.016058197245001793,0.00761944567784667
