sample_id,node,group,group_label,semantic_hint,promote_suff_ratio,suppress_suff_ratio,promote_suff_top1,suppress_suff_top1,promote_nec_drop,suppress_nec_drop,promote_nec_top1_drop,suppress_nec_top1_drop
apps_python_1,L21H12,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.24528301886792453,-0.07547169811320754,False,False,0.0,0.018867924528301883,0.0,0.0
apps_python_1,L23H5,tool_tail,Tool Tail,format/prefix router,-0.018867924528301886,0.0,False,False,0.0,0.0,0.0,0.0
apps_python_1,L23H6,symmetric_backbone,Symmetric Backbone,shared router,0.37735849056603776,-0.1320754716981132,False,False,0.0,0.037735849056603765,0.0,0.0
apps_python_1,L24H6,symmetric_backbone,Symmetric Backbone,tool-tag reader,0.33962264150943394,-0.18867924528301888,False,False,0.0,0.018867924528301883,0.0,0.0
apps_python_1,L2H14,tool_tail,Tool Tail,tool-tail router,0.09433962264150944,-0.018867924528301886,False,False,-0.018867924528301883,0.018867924528301883,0.0,0.0
apps_python_1,MLP11,tool_bias_backbone,Tool-Bias Backbone,tool-biased writer MLP,0.07547169811320754,0.03773584905660377,False,False,0.037735849056603765,0.037735849056603765,0.0,0.0
apps_python_1,MLP12,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.20754716981132076,-0.07547169811320754,False,False,0.018867924528301883,0.037735849056603765,0.0,0.0
apps_python_1,MLP16,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.7735849056603774,-0.5094339622641509,True,True,0.018867924528301883,0.05660377358490565,0.0,0.0
apps_python_1,MLP17,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.660377358490566,-0.37735849056603776,True,False,0.037735849056603765,0.05660377358490565,0.0,0.0
apps_python_1,MLP18,tool_tail,Tool Tail,tool-tail writer MLP,0.4528301886792453,-0.20754716981132076,False,False,0.018867924528301883,0.018867924528301883,0.0,0.0
apps_python_1,MLP19,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.39622641509433965,-0.18867924528301888,False,False,0.037735849056603765,0.037735849056603765,0.0,0.0
apps_python_1,MLP21,tool_tail,Tool Tail,tool-tail writer MLP,0.3018867924528302,-0.07547169811320754,False,False,0.0,0.0,0.0,0.0
apps_python_1,MLP27,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.37735849056603776,-0.2830188679245283,False,False,-0.018867924528301883,-0.07547169811320753,0.0,0.0
codecontests_cpp_1,L12H6,symmetric_backbone,Symmetric Backbone,shared router,0.09782608695652174,-0.021739130434782608,False,False,-0.021739130434782594,0.0,0.0,0.0
codecontests_cpp_1,L13H9,symmetric_backbone,Symmetric Backbone,shared router,0.17391304347826086,-0.043478260869565216,False,False,-0.010869565217391353,0.0,0.0,0.0
codecontests_cpp_1,L16H4,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.16304347826086957,-0.06521739130434782,False,False,-0.021739130434782594,0.0,0.0,0.0
codecontests_cpp_1,L16H8,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.09782608695652174,-0.05434782608695652,False,False,-0.010869565217391353,0.010869565217391353,0.0,0.0
codecontests_cpp_1,L16H9,no_tool_tail,No-Tool Tail,no-tool-tail router,0.21739130434782608,-0.03260869565217391,False,False,-0.03260869565217395,0.0,0.0,0.0
codecontests_cpp_1,L17H2,no_tool_tail,No-Tool Tail,no-tool-tail router,0.13043478260869565,-0.043478260869565216,False,False,-0.021739130434782594,0.0,0.0,0.0
codecontests_cpp_1,L17H8,symmetric_backbone,Symmetric Backbone,user-content reader,0.16304347826086957,-0.05434782608695652,False,False,-0.021739130434782594,0.010869565217391353,0.0,0.0
codecontests_cpp_1,L19H6,tool_tail,Tool Tail,tool-tail router,0.09782608695652174,-0.010869565217391304,False,False,-0.021739130434782594,0.0,0.0,0.0
codecontests_cpp_1,L20H5,no_tool_bias_backbone,No-Tool-Bias Backbone,user-content reader,0.25,-0.05434782608695652,False,False,0.010869565217391242,0.03260869565217395,0.0,0.0
codecontests_cpp_1,L21H1,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.45652173913043476,-0.09782608695652174,True,False,0.0,0.021739130434782705,0.0,0.0
codecontests_cpp_1,L21H12,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.43478260869565216,-0.07608695652173914,False,False,-0.010869565217391353,0.021739130434782705,0.0,0.0
codecontests_cpp_1,L23H5,tool_tail,Tool Tail,format/prefix router,0.18478260869565216,-0.021739130434782608,False,False,-0.021739130434782594,0.021739130434782705,0.0,0.0
codecontests_cpp_1,L23H6,symmetric_backbone,Symmetric Backbone,shared router,0.34782608695652173,-0.08695652173913043,False,False,-0.010869565217391353,0.010869565217391353,0.0,0.0
codecontests_cpp_1,L24H6,symmetric_backbone,Symmetric Backbone,tool-tag reader,0.29347826086956524,-0.09782608695652174,False,False,-0.021739130434782594,0.0,0.0,0.0
codecontests_cpp_1,L2H14,tool_tail,Tool Tail,tool-tail router,0.021739130434782608,0.021739130434782608,False,False,-0.021739130434782594,0.0,0.0,0.0
codecontests_cpp_1,MLP11,tool_bias_backbone,Tool-Bias Backbone,tool-biased writer MLP,-0.03260869565217391,0.03260869565217391,False,False,-0.021739130434782594,0.0,0.0,0.0
codecontests_cpp_1,MLP12,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,-0.043478260869565216,-0.021739130434782608,False,False,-0.010869565217391353,0.010869565217391353,0.0,0.0
codecontests_cpp_1,MLP16,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.45652173913043476,-0.17391304347826086,True,False,0.0,0.03260869565217395,0.0,0.0
codecontests_cpp_1,MLP17,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.22826086956521738,-0.10869565217391304,False,False,0.021739130434782594,0.0434782608695653,0.0,0.0
codecontests_cpp_1,MLP18,tool_tail,Tool Tail,tool-tail writer MLP,0.13043478260869565,0.0,False,False,0.0,-0.010869565217391242,0.0,0.0
codecontests_cpp_1,MLP19,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.32608695652173914,-0.10869565217391304,False,False,0.010869565217391242,0.03260869565217395,0.0,0.0
codecontests_cpp_1,MLP21,tool_tail,Tool Tail,tool-tail writer MLP,0.33695652173913043,-0.043478260869565216,False,False,-0.010869565217391353,-0.010869565217391242,0.0,0.0
codecontests_cpp_1,MLP27,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.5,-0.358695652173913,True,False,0.010869565217391242,0.0434782608695653,0.0,0.0
codecontests_java_1,L12H6,symmetric_backbone,Symmetric Backbone,shared router,0.07236842105263158,-0.02631578947368421,False,False,0.013157894736842146,-0.006578947368421018,0.0,0.0
codecontests_java_1,L13H9,symmetric_backbone,Symmetric Backbone,shared router,0.019736842105263157,-0.019736842105263157,False,False,0.013157894736842146,0.0,0.0,0.0
codecontests_java_1,L16H4,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.21052631578947367,-0.09868421052631579,False,False,0.013157894736842146,0.00328947368421062,0.0,0.0
codecontests_java_1,L16H8,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.11842105263157894,-0.046052631578947366,False,False,0.006578947368421129,0.009868421052631637,0.0,0.0
codecontests_java_1,L16H9,no_tool_tail,No-Tool Tail,no-tool-tail router,0.08552631578947369,-0.02631578947368421,False,False,0.0,-0.003289473684210509,0.0,0.0
codecontests_java_1,L17H2,no_tool_tail,No-Tool Tail,no-tool-tail router,0.14473684210526316,-0.03289473684210526,False,False,0.006578947368421129,0.00328947368421062,0.0,0.0
codecontests_java_1,L17H8,symmetric_backbone,Symmetric Backbone,user-content reader,0.2236842105263158,-0.039473684210526314,False,False,0.006578947368421129,0.0,0.0,0.0
codecontests_java_1,L19H6,tool_tail,Tool Tail,tool-tail router,0.19736842105263158,-0.02631578947368421,False,False,0.013157894736842146,0.0,0.0,0.0
codecontests_java_1,L20H5,no_tool_bias_backbone,No-Tool-Bias Backbone,user-content reader,0.17434210526315788,-0.039473684210526314,False,False,0.013157894736842146,0.016447368421052655,0.0,0.0
codecontests_java_1,L21H1,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.4144736842105263,-0.05263157894736842,False,False,0.006578947368421129,0.009868421052631637,0.0,0.0
codecontests_java_1,L21H12,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.6118421052631579,-0.125,False,False,0.006578947368421129,0.023026315789473673,0.0,0.0
codecontests_java_1,L23H5,tool_tail,Tool Tail,format/prefix router,0.17763157894736842,-0.03289473684210526,False,False,0.006578947368421129,-0.006578947368421018,0.0,0.0
codecontests_java_1,L23H6,symmetric_backbone,Symmetric Backbone,shared router,0.4276315789473684,-0.08552631578947369,False,False,0.006578947368421129,0.00328947368421062,0.0,0.0
codecontests_java_1,L24H6,symmetric_backbone,Symmetric Backbone,tool-tag reader,0.4276315789473684,-0.14473684210526316,False,False,0.006578947368421129,-0.009868421052631526,0.0,0.0
codecontests_java_1,L2H14,tool_tail,Tool Tail,tool-tail router,0.02631578947368421,0.0,False,False,0.006578947368421129,0.0,0.0,0.0
codecontests_java_1,MLP11,tool_bias_backbone,Tool-Bias Backbone,tool-biased writer MLP,0.27631578947368424,-0.08552631578947369,False,False,0.013157894736842146,0.0,0.0,0.0
codecontests_java_1,MLP12,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.07894736842105263,-0.08552631578947369,False,False,0.006578947368421129,-0.009868421052631526,0.0,0.0
codecontests_java_1,MLP16,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.3684210526315789,-0.19736842105263158,False,False,0.026315789473684292,0.016447368421052655,0.0,0.0
codecontests_java_1,MLP17,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.35526315789473684,-0.14473684210526316,False,False,0.026315789473684292,0.0,0.0,0.0
codecontests_java_1,MLP18,tool_tail,Tool Tail,tool-tail writer MLP,0.10197368421052631,-0.03289473684210526,False,False,0.013157894736842146,-0.009868421052631526,0.0,0.0
codecontests_java_1,MLP19,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.35526315789473684,-0.10526315789473684,False,False,0.013157894736842146,-0.006578947368421018,0.0,0.0
codecontests_java_1,MLP21,tool_tail,Tool Tail,tool-tail writer MLP,0.24342105263157895,-0.019736842105263157,False,False,0.013157894736842146,-0.02631578947368418,0.0,0.0
codecontests_java_1,MLP27,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.5460526315789473,-0.3355263157894737,False,False,0.006578947368421129,-0.006578947368421018,0.0,0.0
mbpp_python_1,L12H6,symmetric_backbone,Symmetric Backbone,shared router,-0.0851063829787234,0.02127659574468085,False,False,0.0,0.02127659574468077,0.0,0.0
mbpp_python_1,L13H9,symmetric_backbone,Symmetric Backbone,shared router,0.02127659574468085,0.0,False,False,0.0,0.02127659574468077,0.0,0.0
mbpp_python_1,L16H4,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.1276595744680851,-0.06382978723404255,False,False,0.0,0.02127659574468077,0.0,0.0
mbpp_python_1,L16H8,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.2127659574468085,-0.19148936170212766,False,False,0.0,0.02127659574468077,0.0,0.0
mbpp_python_1,L16H9,no_tool_tail,No-Tool Tail,no-tool-tail router,-0.14893617021276595,0.1276595744680851,False,False,0.0,0.042553191489361764,0.0,0.0
mbpp_python_1,L17H2,no_tool_tail,No-Tool Tail,no-tool-tail router,0.3829787234042553,-0.2553191489361702,False,False,0.02127659574468077,0.02127659574468077,0.0,0.0
mbpp_python_1,L17H8,symmetric_backbone,Symmetric Backbone,user-content reader,0.3404255319148936,-0.19148936170212766,False,False,0.0,0.0,0.0,0.0
mbpp_python_1,L19H6,tool_tail,Tool Tail,tool-tail router,0.0,0.02127659574468085,False,False,0.0,0.02127659574468077,0.0,0.0
mbpp_python_1,L20H5,no_tool_bias_backbone,No-Tool-Bias Backbone,user-content reader,0.19148936170212766,-0.0851063829787234,False,False,0.0,0.0,0.0,0.0
mbpp_python_1,L21H1,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.44680851063829785,-0.23404255319148937,False,False,0.0,0.02127659574468077,0.0,0.0
mbpp_python_1,L21H12,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.23404255319148937,-0.0425531914893617,False,False,0.0,0.0,0.0,0.0
mbpp_python_1,L23H5,tool_tail,Tool Tail,format/prefix router,0.0425531914893617,0.0,False,False,0.0,0.0,0.0,0.0
mbpp_python_1,L23H6,symmetric_backbone,Symmetric Backbone,shared router,0.2978723404255319,-0.0851063829787234,False,False,0.0,0.0,0.0,0.0
mbpp_python_1,L24H6,symmetric_backbone,Symmetric Backbone,tool-tag reader,0.2765957446808511,-0.1276595744680851,False,False,0.0,0.0,0.0,0.0
mbpp_python_1,L2H14,tool_tail,Tool Tail,tool-tail router,0.02127659574468085,0.0851063829787234,False,False,0.0,0.0,0.0,0.0
mbpp_python_1,MLP11,tool_bias_backbone,Tool-Bias Backbone,tool-biased writer MLP,0.2127659574468085,-0.0425531914893617,False,False,0.02127659574468077,0.06382978723404253,0.0,0.0
mbpp_python_1,MLP12,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.02127659574468085,-0.0425531914893617,False,False,0.02127659574468077,0.042553191489361764,0.0,0.0
mbpp_python_1,MLP16,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.40425531914893614,-0.23404255319148937,False,False,0.04255319148936165,0.06382978723404253,0.0,0.0
mbpp_python_1,MLP17,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.40425531914893614,-0.2978723404255319,False,False,0.04255319148936165,0.10638297872340419,0.0,0.0
mbpp_python_1,MLP18,tool_tail,Tool Tail,tool-tail writer MLP,0.46808510638297873,-0.2765957446808511,False,False,0.04255319148936165,0.02127659574468077,0.0,0.0
mbpp_python_1,MLP19,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.23404255319148937,-0.10638297872340426,False,False,0.02127659574468077,0.02127659574468077,0.0,0.0
mbpp_python_1,MLP21,tool_tail,Tool Tail,tool-tail writer MLP,0.19148936170212766,-0.0425531914893617,False,False,0.0,0.02127659574468077,0.0,0.0
mbpp_python_1,MLP27,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.44680851063829785,-0.3404255319148936,False,False,0.0851063829787233,0.12765957446808507,0.0,0.0
codecontests_java_2,L12H6,symmetric_backbone,Symmetric Backbone,shared router,0.21782178217821782,-0.0594059405940594,False,False,0.0,-0.01980198019801982,0.0,0.0
codecontests_java_2,L13H9,symmetric_backbone,Symmetric Backbone,shared router,0.04950495049504951,-0.019801980198019802,False,False,0.00990099009900991,-0.00990099009900991,0.0,0.0
codecontests_java_2,L16H4,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.04950495049504951,-0.039603960396039604,False,False,0.00990099009900991,0.0,0.0,0.0
codecontests_java_2,L16H8,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.10891089108910891,-0.0594059405940594,False,False,0.01980198019801982,-0.00990099009900991,0.0,0.0
codecontests_java_2,L16H9,no_tool_tail,No-Tool Tail,no-tool-tail router,0.0297029702970297,-0.009900990099009901,False,False,0.0,-0.00990099009900991,0.0,0.0
codecontests_java_2,L17H2,no_tool_tail,No-Tool Tail,no-tool-tail router,0.10891089108910891,-0.0297029702970297,False,False,0.00990099009900991,-0.00990099009900991,0.0,0.0
codecontests_java_2,L17H8,symmetric_backbone,Symmetric Backbone,user-content reader,0.16831683168316833,-0.04950495049504951,False,False,0.0,0.0,0.0,0.0
codecontests_java_2,L19H6,tool_tail,Tool Tail,tool-tail router,0.15841584158415842,-0.019801980198019802,False,False,0.0,-0.01980198019801982,0.0,0.0
codecontests_java_2,L20H5,no_tool_bias_backbone,No-Tool-Bias Backbone,user-content reader,0.2376237623762376,-0.0891089108910891,False,False,0.01980198019801982,0.00990099009900991,0.0,0.0
codecontests_java_2,L21H1,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.42574257425742573,-0.09900990099009901,False,False,0.00990099009900991,0.01980198019801982,0.0,0.0
codecontests_java_2,L21H12,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.4158415841584158,-0.09900990099009901,False,False,0.01980198019801982,0.00990099009900991,0.0,0.0
codecontests_java_2,L23H5,tool_tail,Tool Tail,format/prefix router,0.13861386138613863,-0.0297029702970297,False,False,0.0,0.0,0.0,0.0
codecontests_java_2,L23H6,symmetric_backbone,Symmetric Backbone,shared router,0.36633663366336633,-0.0891089108910891,False,False,0.0,0.00990099009900991,0.0,0.0
codecontests_java_2,L24H6,symmetric_backbone,Symmetric Backbone,tool-tag reader,0.44554455445544555,-0.19801980198019803,False,False,0.0,-0.00990099009900991,0.0,0.0
codecontests_java_2,L2H14,tool_tail,Tool Tail,tool-tail router,-0.0594059405940594,0.0594059405940594,False,False,0.00990099009900991,0.0,0.0,0.0
codecontests_java_2,MLP11,tool_bias_backbone,Tool-Bias Backbone,tool-biased writer MLP,0.3069306930693069,-0.04950495049504951,False,False,0.01980198019801982,0.00990099009900991,0.0,0.0
codecontests_java_2,MLP12,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.07920792079207921,-0.039603960396039604,False,False,0.00990099009900991,-0.00990099009900991,0.0,0.0
codecontests_java_2,MLP16,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.1188118811881188,-0.07920792079207921,False,False,0.00990099009900991,0.0,0.0,0.0
codecontests_java_2,MLP17,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.19801980198019803,-0.13861386138613863,False,False,0.01980198019801982,0.00990099009900991,0.0,0.0
codecontests_java_2,MLP18,tool_tail,Tool Tail,tool-tail writer MLP,0.039603960396039604,-0.0297029702970297,False,False,0.0,0.0,0.0,0.0
codecontests_java_2,MLP19,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.25742574257425743,-0.09900990099009901,False,False,0.0,-0.03960396039603953,0.0,0.0
codecontests_java_2,MLP21,tool_tail,Tool Tail,tool-tail writer MLP,0.2871287128712871,-0.0297029702970297,False,False,0.0,0.0,0.0,0.0
codecontests_java_2,MLP27,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.5742574257425742,-0.42574257425742573,False,True,0.01980198019801982,0.0,0.0,0.0
codecontests_cpp_3,L12H6,symmetric_backbone,Symmetric Backbone,shared router,-0.0851063829787234,0.0851063829787234,False,False,-0.02127659574468077,0.0,0.0,0.0
codecontests_cpp_3,L13H9,symmetric_backbone,Symmetric Backbone,shared router,0.0,0.10638297872340426,False,False,0.0,0.021276595744680882,0.0,0.0
codecontests_cpp_3,L16H4,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,-0.02127659574468085,0.0851063829787234,False,False,0.0,-0.02127659574468077,0.0,0.0
codecontests_cpp_3,L16H8,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.2127659574468085,-0.0851063829787234,False,False,-0.02127659574468077,-0.02127659574468077,0.0,0.0
codecontests_cpp_3,L16H9,no_tool_tail,No-Tool Tail,no-tool-tail router,0.0,0.02127659574468085,False,False,0.0,0.021276595744680882,0.0,0.0
codecontests_cpp_3,L17H2,no_tool_tail,No-Tool Tail,no-tool-tail router,0.1702127659574468,-0.06382978723404255,False,False,-0.02127659574468077,0.021276595744680882,0.0,0.0
codecontests_cpp_3,L17H8,symmetric_backbone,Symmetric Backbone,user-content reader,0.14893617021276595,-0.0425531914893617,False,False,0.0,0.0,0.0,0.0
codecontests_cpp_3,L19H6,tool_tail,Tool Tail,tool-tail router,0.0851063829787234,-0.0425531914893617,False,False,-0.02127659574468077,0.021276595744680882,0.0,0.0
codecontests_cpp_3,L20H5,no_tool_bias_backbone,No-Tool-Bias Backbone,user-content reader,0.19148936170212766,-0.0851063829787234,False,False,0.0,0.021276595744680882,0.0,0.0
codecontests_cpp_3,L21H1,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.40425531914893614,-0.23404255319148937,False,False,0.021276595744680882,0.042553191489361764,0.0,0.0
codecontests_cpp_3,L21H12,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.3617021276595745,-0.1702127659574468,False,False,0.0,0.021276595744680882,0.0,0.0
codecontests_cpp_3,L23H5,tool_tail,Tool Tail,format/prefix router,0.1276595744680851,-0.06382978723404255,False,False,0.0,0.0,0.0,0.0
codecontests_cpp_3,L23H6,symmetric_backbone,Symmetric Backbone,shared router,0.2553191489361702,-0.1276595744680851,False,False,0.0,0.0,0.0,0.0
codecontests_cpp_3,L24H6,symmetric_backbone,Symmetric Backbone,tool-tag reader,0.2765957446808511,-0.1702127659574468,False,False,0.0,0.0,0.0,0.0
codecontests_cpp_3,L2H14,tool_tail,Tool Tail,tool-tail router,-0.1276595744680851,-0.0851063829787234,False,False,0.0,0.021276595744680882,0.0,0.0
codecontests_cpp_3,MLP11,tool_bias_backbone,Tool-Bias Backbone,tool-biased writer MLP,0.06382978723404255,0.02127659574468085,False,False,0.021276595744680882,0.021276595744680882,0.0,0.0
codecontests_cpp_3,MLP12,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,-0.23404255319148937,0.0851063829787234,False,False,0.021276595744680882,0.0,0.0,0.0
codecontests_cpp_3,MLP16,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.2978723404255319,-0.1702127659574468,False,False,-0.02127659574468077,0.0,0.0,0.0
codecontests_cpp_3,MLP17,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.48936170212765956,-0.2978723404255319,True,False,0.042553191489361764,0.042553191489361764,0.0,0.0
codecontests_cpp_3,MLP18,tool_tail,Tool Tail,tool-tail writer MLP,0.1276595744680851,-0.02127659574468085,False,False,-0.02127659574468077,-0.04255319148936165,0.0,0.0
codecontests_cpp_3,MLP19,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.40425531914893614,-0.2553191489361702,False,False,0.0,0.021276595744680882,0.0,0.0
codecontests_cpp_3,MLP21,tool_tail,Tool Tail,tool-tail writer MLP,0.2765957446808511,-0.1276595744680851,False,False,0.0,0.021276595744680882,0.0,0.0
codecontests_cpp_3,MLP27,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.5106382978723404,-0.44680851063829785,True,False,0.021276595744680882,-0.02127659574468077,0.0,0.0
codecontests_java_3,L12H6,symmetric_backbone,Symmetric Backbone,shared router,0.112,-0.032,False,False,0.008000000000000007,-0.008000000000000007,0.0,0.0
codecontests_java_3,L13H9,symmetric_backbone,Symmetric Backbone,shared router,0.056,-0.016,False,False,0.008000000000000007,-0.008000000000000007,0.0,0.0
codecontests_java_3,L16H4,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.256,-0.096,False,False,0.0,-0.016000000000000014,0.0,0.0
codecontests_java_3,L16H8,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.184,-0.04,False,False,0.008000000000000007,-0.008000000000000007,0.0,0.0
codecontests_java_3,L16H9,no_tool_tail,No-Tool Tail,no-tool-tail router,0.16,-0.032,False,False,0.008000000000000007,0.0,0.0,0.0
codecontests_java_3,L17H2,no_tool_tail,No-Tool Tail,no-tool-tail router,0.208,-0.04,False,False,0.008000000000000007,-0.008000000000000007,0.0,0.0
codecontests_java_3,L17H8,symmetric_backbone,Symmetric Backbone,user-content reader,0.32,-0.056,False,False,0.008000000000000007,-0.008000000000000007,0.0,0.0
codecontests_java_3,L19H6,tool_tail,Tool Tail,tool-tail router,0.288,-0.024,False,False,0.008000000000000007,-0.016000000000000014,0.0,0.0
codecontests_java_3,L20H5,no_tool_bias_backbone,No-Tool-Bias Backbone,user-content reader,0.224,-0.04,False,False,0.008000000000000007,0.0,0.0,0.0
codecontests_java_3,L21H1,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.408,-0.056,False,False,0.008000000000000007,0.0,0.0,0.0
codecontests_java_3,L21H12,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.64,-0.12,True,False,0.008000000000000007,0.03199999999999992,0.0,0.0
codecontests_java_3,L23H5,tool_tail,Tool Tail,format/prefix router,0.152,-0.024,False,False,0.0,0.0,0.0,0.0
codecontests_java_3,L23H6,symmetric_backbone,Symmetric Backbone,shared router,0.432,-0.08,False,False,-0.008000000000000007,-0.008000000000000007,0.0,0.0
codecontests_java_3,L24H6,symmetric_backbone,Symmetric Backbone,tool-tag reader,0.448,-0.152,False,False,0.008000000000000007,-0.016000000000000014,0.0,0.0
codecontests_java_3,L2H14,tool_tail,Tool Tail,tool-tail router,0.12,0.0,False,False,0.008000000000000007,0.0,0.0,0.0
codecontests_java_3,MLP11,tool_bias_backbone,Tool-Bias Backbone,tool-biased writer MLP,0.32,-0.056,False,False,0.016000000000000014,0.008000000000000007,0.0,0.0
codecontests_java_3,MLP12,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.192,-0.08,False,False,0.008000000000000007,-0.008000000000000007,0.0,0.0
codecontests_java_3,MLP16,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.256,-0.168,False,False,0.02400000000000002,0.016000000000000014,0.0,0.0
codecontests_java_3,MLP17,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.352,-0.152,False,False,0.02400000000000002,0.016000000000000014,0.0,0.0
codecontests_java_3,MLP18,tool_tail,Tool Tail,tool-tail writer MLP,0.08,-0.016,False,False,0.008000000000000007,-0.008000000000000007,0.0,0.0
