sample_id,variant,rank,pos,token,attn
codecontests_java_17,clean,1,237,\n\n,0.059812940657138824
codecontests_java_17,clean,2,18, query,0.05682716518640518
codecontests_java_17,clean,3,232,assistant,0.050954531878232956
codecontests_java_17,clean,4,38,"{""",0.030888570472598076
codecontests_java_17,clean,5,149, below,0.028179269284009933
codecontests_java_17,base,1,135, the,0.06823284178972244
codecontests_java_17,base,2,237,\n\n,0.05361529439687729
codecontests_java_17,base,3,18, query,0.053233884274959564
codecontests_java_17,base,4,232,assistant,0.047554861754179
codecontests_java_17,base,5,149, below,0.0317559540271759
mbpp_python_17,clean,1,18, query,0.06888559460639954
mbpp_python_17,clean,2,200,\n\n,0.053005997091531754
mbpp_python_17,clean,3,195,assistant,0.04218575358390808
mbpp_python_17,clean,4,8, call,0.032846011221408844
mbpp_python_17,clean,5,14, assist,0.03220023959875107
mbpp_python_17,base,1,18, query,0.06539902836084366
mbpp_python_17,base,2,200,\n\n,0.05370013043284416
mbpp_python_17,base,3,195,assistant,0.04019009321928024
mbpp_python_17,base,4,137, the,0.03988638147711754
mbpp_python_17,base,5,136, implement,0.0315835103392601
codecontests_cpp_18,clean,1,135, the,0.1390414535999298
codecontests_cpp_18,clean,2,226,\n\n,0.04734939709305763
codecontests_cpp_18,clean,3,18, query,0.045981280505657196
codecontests_cpp_18,clean,4,221,assistant,0.0422099269926548
codecontests_cpp_18,clean,5,134,Write,0.03172042593359947
codecontests_cpp_18,base,1,135, the,0.09653609246015549
codecontests_cpp_18,base,2,18, query,0.050856441259384155
codecontests_cpp_18,base,3,226,\n\n,0.049935225397348404
codecontests_cpp_18,base,4,221,assistant,0.04453287646174431
codecontests_cpp_18,base,5,149, below,0.031694963574409485
codecontests_java_18,clean,1,135, the,0.14396075904369354
codecontests_java_18,clean,2,221,\n\n,0.04937615245580673
codecontests_java_18,clean,3,216,assistant,0.0430879071354866
codecontests_java_18,clean,4,18, query,0.04055597260594368
codecontests_java_18,clean,5,149, below,0.029156988486647606
codecontests_java_18,base,1,135, the,0.15920785069465637
codecontests_java_18,base,2,221,\n\n,0.047073643654584885
codecontests_java_18,base,3,216,assistant,0.04430798813700676
codecontests_java_18,base,4,18, query,0.041518304497003555
codecontests_java_18,base,5,149, below,0.03000498376786709
humaneval_python_18,clean,1,18, query,0.07537078857421875
humaneval_python_18,clean,2,285,\n\n,0.04646063968539238
humaneval_python_18,clean,3,280,assistant,0.04373857006430626
humaneval_python_18,clean,4,151, below,0.03355734422802925
humaneval_python_18,clean,5,167," """"""\n",0.031931616365909576
humaneval_python_18,base,1,18, query,0.07796627283096313
humaneval_python_18,base,2,285,\n\n,0.04766928404569626
humaneval_python_18,base,3,280,assistant,0.04552796855568886
humaneval_python_18,base,4,151, below,0.03430051729083061
humaneval_python_18,base,5,167," """"""\n",0.03414887562394142
codecontests_java_19,clean,1,18, query,0.061050981283187866
codecontests_java_19,clean,2,261,\n\n,0.05443841218948364
codecontests_java_19,clean,3,256,assistant,0.05073601007461548
codecontests_java_19,clean,4,149, below,0.04477102309465408
codecontests_java_19,clean,5,38,"{""",0.028401782736182213
codecontests_java_19,base,1,135, the,0.0683751031756401
codecontests_java_19,base,2,18, query,0.05609089508652687
codecontests_java_19,base,3,261,\n\n,0.04917334392666817
codecontests_java_19,base,4,256,assistant,0.047909919172525406
codecontests_java_19,base,5,149, below,0.046289846301078796
apps_python_20,clean,1,18, query,0.06836967170238495
apps_python_20,clean,2,135, the,0.05860446020960808
apps_python_20,clean,3,211,\n\n,0.04795790836215019
apps_python_20,clean,4,206,assistant,0.03974481672048569
apps_python_20,clean,5,38,"{""",0.03640979155898094
apps_python_20,base,1,18, query,0.07380770146846771
apps_python_20,base,2,211,\n\n,0.049289628863334656
apps_python_20,base,3,206,assistant,0.04260985925793648
apps_python_20,base,4,38,"{""",0.038820426911115646
apps_python_20,base,5,149, below,0.033514976501464844
codecontests_cpp_20,clean,1,135, the,0.14443719387054443
codecontests_cpp_20,clean,2,18, query,0.049472708255052567
codecontests_cpp_20,clean,3,245,\n\n,0.04566846042871475
codecontests_cpp_20,clean,4,240,assistant,0.038811322301626205
codecontests_cpp_20,clean,5,149, below,0.033368006348609924
codecontests_cpp_20,base,1,135, the,0.10666325688362122
codecontests_cpp_20,base,2,18, query,0.05457134172320366
codecontests_cpp_20,base,3,245,\n\n,0.04874536395072937
codecontests_cpp_20,base,4,240,assistant,0.04155506193637848
codecontests_cpp_20,base,5,149, below,0.03506763279438019
codecontests_java_20,clean,1,241,\n\n,0.060164276510477066
codecontests_java_20,clean,2,18, query,0.05953478068113327
codecontests_java_20,clean,3,236,assistant,0.04517894983291626
codecontests_java_20,clean,4,150, below,0.032769717276096344
codecontests_java_20,clean,5,136, the,0.02696019783616066
codecontests_java_20,base,1,136, the,0.11086484789848328
codecontests_java_20,base,2,241,\n\n,0.05199456959962845
codecontests_java_20,base,3,18, query,0.05034971237182617
codecontests_java_20,base,4,236,assistant,0.03896557539701462
codecontests_java_20,base,5,150, below,0.037420134991407394
humaneval_python_21,clean,1,18, query,0.06924255937337875
humaneval_python_21,clean,2,265,\n\n,0.04775315895676613
humaneval_python_21,clean,3,137, the,0.039862554520368576
humaneval_python_21,clean,4,260,assistant,0.037515997886657715
humaneval_python_21,clean,5,151, below,0.033571843057870865
humaneval_python_21,base,1,18, query,0.07374878227710724
humaneval_python_21,base,2,265,\n\n,0.050472140312194824
humaneval_python_21,base,3,260,assistant,0.03797384351491928
humaneval_python_21,base,4,38,"{""",0.03478690981864929
humaneval_python_21,base,5,151, below,0.03249380737543106
apps_python_22,clean,1,18, query,0.08652526885271072
apps_python_22,clean,2,228,\n\n,0.05007292702794075
