variant,rank,token,count,attn_median
tool_manually,3,\n\n,1,0.050002321600914
tool_manually,3,assistant,18,0.046767234802246094
tool_manually,4, below,2,0.0359501875936985
tool_manually,4, call,1,0.04015253484249115
tool_manually,4, the,13,0.03508686646819115
tool_manually,4,assistant,1,0.045028507709503174
tool_manually,4,"{""",3,0.03531064838171005
tool_manually,5, assist,1,0.024698348715901375
tool_manually,5, below,5,0.030726267024874687
tool_manually,5, the,6,0.031186985783278942
tool_manually,5,"{""",8,0.031664490699768066
tool_out,1, query,10,0.061202170327305794
tool_out,1, the,9,0.05744366720318794
tool_out,1,\n\n,1,0.058973025530576706
tool_out,2, below,1,0.053372789174318314
tool_out,2, query,4,0.05517982318997383
tool_out,2, the,9,0.05483194440603256
tool_out,2,\n\n,6,0.05354258231818676
tool_out,3, query,4,0.05006674863398075
tool_out,3, the,2,0.050743343308568
tool_out,3,\n\n,12,0.047743795439600945
tool_out,3,assistant,2,0.04832334257662296
tool_out,4, query,2,0.0435497909784317
tool_out,4,Write,1,0.04365674778819084
tool_out,4,\n\n,1,0.047913964837789536
tool_out,4,assistant,16,0.042937012389302254
tool_out,5, below,7,0.03534023091197014
tool_out,5, call,1,0.0328044556081295
tool_out,5,Write,7,0.031717877835035324
tool_out,5,assistant,2,0.039568863809108734
tool_out,5,"{""",3,0.03301500156521797
tool_properly,1, query,18,0.06404634937644005
tool_properly,1,\n\n,2,0.05824173800647259
tool_properly,2, query,2,0.05563384294509888
tool_properly,2,\n\n,17,0.05269593745470047
tool_properly,2,assistant,1,0.053922709077596664
tool_properly,3,\n\n,1,0.053708288818597794
tool_properly,3,assistant,19,0.04672466963529587
tool_properly,4, add,5,0.03177811577916145
tool_properly,4, below,3,0.03281699866056442
tool_properly,4, call,2,0.03555358201265335
tool_properly,4,"{""",10,0.0338873527944088
tool_properly,5," """"""\n",1,0.0263501089066267
tool_properly,5, add,3,0.031021086499094963
tool_properly,5, assist,2,0.02752881869673729
tool_properly,5, below,3,0.03298230469226837
tool_properly,5, call,2,0.028016443364322186
tool_properly,5, function,1,0.028580885380506516
tool_properly,5, user,1,0.02672128565609455
tool_properly,5,"{""",7,0.03048999048769474
