variant,rank,token,count,attn_median
tool_out,5,Write,3,0.031717877835035324
tool_out,5,assistant,2,0.039568863809108734
tool_out,5,"{""",1,0.03301500156521797
tool_properly,1, query,9,0.06270363181829453
tool_properly,1,\n\n,1,0.06147461757063866
tool_properly,2, query,1,0.05665910989046097
tool_properly,2,\n\n,9,0.05269593745470047
tool_properly,3,assistant,10,0.046663327142596245
tool_properly,4, add,2,0.030084259808063507
tool_properly,4, below,3,0.03281699866056442
tool_properly,4,"{""",5,0.03428097814321518
tool_properly,5," """"""\n",1,0.0263501089066267
tool_properly,5, add,2,0.03132152836769819
tool_properly,5, assist,1,0.02735050953924656
tool_properly,5, below,1,0.03298230469226837
tool_properly,5, call,1,0.029201583936810493
tool_properly,5, user,1,0.02672128565609455
tool_properly,5,"{""",3,0.027108175680041313
