sample_id,variant,tool_endpoint_score,no_tool_endpoint_score,tool_top1_id,tool_top1_is_tool_call,tool_boundary_flip
codecontests_cpp_11,clean_schema_mismatch,-2.625,-0.038330078125,40,False,False
codecontests_cpp_11,clean_no_protocol,-13.25,-0.8203125,40,False,False
codecontests_java_11,clean_full,0.0,-2.375,151657,True,True
codecontests_java_11,corrupt_full,-6.5,0.0,40,False,False
codecontests_java_11,clean_no_schema,-3.375,-0.271484375,1249,False,False
codecontests_java_11,clean_schema_mismatch,-0.76953125,-0.5078125,40,False,False
codecontests_java_11,clean_no_protocol,-16.0,-0.9453125,1249,False,False
humaneval_python_11,clean_full,0.0,-2.609375,151657,True,True
humaneval_python_11,corrupt_full,-4.84375,0.0,40,False,False
humaneval_python_11,clean_no_schema,-2.296875,-0.50390625,40,False,False
humaneval_python_11,clean_schema_mismatch,-3.609375,-0.76171875,8420,False,False
humaneval_python_11,clean_no_protocol,-14.75,-2.375,8420,False,False
mbpp_python_11,clean_full,0.0,-1.6875,151657,True,True
mbpp_python_11,corrupt_full,-3.09375,0.0,40,False,False
mbpp_python_11,clean_no_schema,-0.06787109375,-1.0546875,151657,True,True
mbpp_python_11,clean_schema_mismatch,-5.0,-0.0771484375,40,False,False
mbpp_python_11,clean_no_protocol,-14.1875,-0.54296875,40,False,False
codecontests_cpp_12,clean_full,0.0,-2.4375,151657,True,True
codecontests_cpp_12,corrupt_full,-2.21875,0.0,40,False,False
codecontests_cpp_12,clean_no_schema,-1.6875,-0.0458984375,40,False,False
codecontests_cpp_12,clean_schema_mismatch,-7.6875,-0.494140625,40,False,False
codecontests_cpp_12,clean_no_protocol,-14.4375,-1.1171875,40,False,False
codecontests_java_12,clean_full,0.0,-6.1875,151657,True,True
codecontests_java_12,corrupt_full,-9.25,0.0,40,False,False
codecontests_java_12,clean_no_schema,-7.40625,-0.423828125,40,False,False
codecontests_java_12,clean_schema_mismatch,-13.0,-0.53125,40,False,False
codecontests_java_12,clean_no_protocol,-9.125,-0.66015625,40,False,False
apps_python_13,clean_full,0.0,-3.546875,151657,True,True
apps_python_13,corrupt_full,-3.75,0.0,40,False,False
apps_python_13,clean_no_schema,-1.8671875,-0.205078125,40,False,False
apps_python_13,clean_schema_mismatch,-4.09375,-0.010498046875,40,False,False
apps_python_13,clean_no_protocol,-8.75,-0.341796875,40,False,False
codecontests_java_13,clean_full,0.0,-4.8125,151657,True,True
codecontests_java_13,corrupt_full,-7.625,0.0,40,False,False
codecontests_java_13,clean_no_schema,-4.96875,-0.43359375,40,False,False
codecontests_java_13,clean_schema_mismatch,-3.265625,-0.25390625,40,False,False
codecontests_java_13,clean_no_protocol,-19.0,-0.06396484375,40,False,False
apps_python_14,clean_full,0.0,-3.5625,151657,True,True
apps_python_14,corrupt_full,-4.3125,0.0,40,False,False
apps_python_14,clean_no_schema,-0.86328125,-0.466796875,40,False,False
apps_python_14,clean_schema_mismatch,-6.34375,-0.11328125,40,False,False
apps_python_14,clean_no_protocol,-12.0625,-0.251953125,40,False,False
codecontests_cpp_14,clean_full,0.0,-3.640625,151657,True,True
codecontests_cpp_14,corrupt_full,-5.75,0.0,785,False,False
codecontests_cpp_14,clean_no_schema,-4.84375,-0.10107421875,40,False,False
codecontests_cpp_14,clean_schema_mismatch,-0.8125,-1.015625,40,False,True
codecontests_cpp_14,clean_no_protocol,-14.25,-0.9453125,40,False,False
codecontests_java_14,clean_full,0.0,-4.90625,151657,True,True
codecontests_java_14,corrupt_full,-8.125,0.0,40,False,False
codecontests_java_14,clean_no_schema,-9.125,-0.5,785,False,False
codecontests_java_14,clean_schema_mismatch,-1.703125,-0.22265625,40,False,False
codecontests_java_14,clean_no_protocol,-17.125,-2.34375,785,False,False
codecontests_cpp_15,clean_full,0.0,-1.296875,151657,True,True
codecontests_cpp_15,corrupt_full,-3.015625,0.0,40,False,False
codecontests_cpp_15,clean_no_schema,-1.828125,-0.1455078125,40,False,False
codecontests_cpp_15,clean_schema_mismatch,-6.5,-0.1123046875,40,False,False
codecontests_cpp_15,clean_no_protocol,-10.75,-0.78125,40,False,False
codecontests_java_15,clean_full,0.0,-6.09375,151657,True,True
codecontests_java_15,corrupt_full,-8.5625,0.0,40,False,False
codecontests_java_15,clean_no_schema,-10.5625,-0.47265625,40,False,False
codecontests_java_15,clean_schema_mismatch,-9.3125,-0.185546875,40,False,False
codecontests_java_15,clean_no_protocol,-9.625,-0.35546875,40,False,False
apps_python_16,clean_full,0.0,-2.484375,151657,True,True
apps_python_16,corrupt_full,-4.28125,0.0,40,False,False
apps_python_16,clean_no_schema,-0.1396484375,-1.484375,151657,True,True
apps_python_16,clean_schema_mismatch,-4.21875,-0.310546875,40,False,False
apps_python_16,clean_no_protocol,-9.125,-1.3671875,40,False,False
codecontests_cpp_16,clean_full,0.0,-2.765625,151657,True,True
codecontests_cpp_16,corrupt_full,-3.65625,0.0,40,False,False
codecontests_cpp_16,clean_no_schema,-1.0859375,-0.32421875,40,False,False
codecontests_cpp_16,clean_schema_mismatch,-4.375,-0.1201171875,40,False,False
codecontests_cpp_16,clean_no_protocol,-7.5625,-0.28515625,40,False,False
codecontests_java_16,clean_full,0.0,-3.265625,151657,True,True
codecontests_java_16,corrupt_full,-4.15625,0.0,40,False,False
codecontests_java_16,clean_no_schema,-2.734375,-0.07861328125,40,False,False
codecontests_java_16,clean_schema_mismatch,-7.875,-0.11328125,40,False,False
codecontests_java_16,clean_no_protocol,-15.0625,-0.30078125,40,False,False
apps_python_17,clean_full,0.0,-2.453125,151657,True,True
apps_python_17,corrupt_full,-2.96875,0.0,40,False,False
apps_python_17,clean_no_schema,-0.78125,-0.341796875,40,False,False
apps_python_17,clean_schema_mismatch,-2.609375,-0.0208740234375,40,False,False
apps_python_17,clean_no_protocol,-9.25,-0.50390625,40,False,False
codecontests_cpp_17,clean_full,0.0,-3.28125,151657,True,True
codecontests_cpp_17,corrupt_full,-3.71875,0.0,40,False,False
codecontests_cpp_17,clean_no_schema,-1.578125,-0.376953125,40,False,False
codecontests_cpp_17,clean_schema_mismatch,-7.09375,-0.357421875,40,False,False
codecontests_cpp_17,clean_no_protocol,-8.0625,-0.33203125,40,False,False
codecontests_java_17,clean_full,0.0,-5.0625,151657,True,True
codecontests_java_17,corrupt_full,-13.1875,0.0,40,False,False
codecontests_java_17,clean_no_schema,-10.125,-0.1220703125,40,False,False
codecontests_java_17,clean_schema_mismatch,-9.5625,-0.1865234375,40,False,False
codecontests_java_17,clean_no_protocol,-12.0,-0.31640625,40,False,False
mbpp_python_17,clean_full,0.0,-3.421875,151657,True,True
mbpp_python_17,corrupt_full,-4.625,0.0,40,False,False
mbpp_python_17,clean_no_schema,-2.0,-0.103515625,40,False,False
mbpp_python_17,clean_schema_mismatch,-3.765625,-0.038330078125,40,False,False
mbpp_python_17,clean_no_protocol,-12.0625,-1.4453125,8420,False,False
codecontests_cpp_18,clean_full,0.0,-3.28125,151657,True,True
codecontests_cpp_18,corrupt_full,-3.34375,0.0,40,False,False
codecontests_cpp_18,clean_no_schema,-1.65625,-0.2177734375,40,False,False
codecontests_cpp_18,clean_schema_mismatch,-9.25,-0.482421875,40,False,False
codecontests_cpp_18,clean_no_protocol,-11.625,-0.55078125,40,False,False
codecontests_java_18,clean_full,0.0,-2.03125,151657,True,True
codecontests_java_18,corrupt_full,-3.90625,0.0,40,False,False
codecontests_java_18,clean_no_schema,-2.828125,-0.59765625,40,False,False
codecontests_java_18,clean_schema_mismatch,-6.46875,-0.84765625,40,False,False
codecontests_java_18,clean_no_protocol,-12.875,-2.75,73594,False,False
humaneval_python_18,clean_full,0.0,-2.515625,151657,True,True
humaneval_python_18,corrupt_full,-4.25,0.0,40,False,False
humaneval_python_18,clean_no_schema,-0.05078125,-1.65625,151657,True,True
humaneval_python_18,clean_schema_mismatch,-4.9375,-0.021240234375,40,False,False
humaneval_python_18,clean_no_protocol,-13.6875,-0.2890625,40,False,False
codecontests_java_19,clean_full,0.0,-7.28125,151657,True,True
codecontests_java_19,corrupt_full,-5.375,0.0,40,False,False
codecontests_java_19,clean_no_schema,-5.625,-0.1044921875,40,False,False
codecontests_java_19,clean_schema_mismatch,-9.875,-0.87890625,73594,False,False
codecontests_java_19,clean_no_protocol,-11.75,-0.3828125,40,False,False
apps_python_20,clean_full,0.0,-1.5625,151657,True,True
apps_python_20,corrupt_full,-2.3125,0.0,40,False,False
apps_python_20,clean_no_schema,-0.09326171875,-1.1796875,151657,True,True
apps_python_20,clean_schema_mismatch,-5.4375,-0.216796875,40,False,False
apps_python_20,clean_no_protocol,-11.0625,-0.7890625,40,False,False
codecontests_cpp_20,clean_full,0.0,-1.90625,151657,True,True
codecontests_cpp_20,corrupt_full,-2.546875,0.0,40,False,False
codecontests_cpp_20,clean_no_schema,-5.375,-0.208984375,40,False,False
codecontests_cpp_20,clean_schema_mismatch,-12.3125,-0.97265625,40,False,False
codecontests_cpp_20,clean_no_protocol,-13.1875,-1.09375,40,False,False
codecontests_java_20,clean_full,0.0,-4.90625,151657,True,True
codecontests_java_20,corrupt_full,-7.15625,0.0,40,False,False
codecontests_java_20,clean_no_schema,-1.7890625,-0.435546875,40,False,False
codecontests_java_20,clean_schema_mismatch,-1.6484375,-0.5078125,40,False,False
codecontests_java_20,clean_no_protocol,-8.5,-0.6796875,40,False,False
humaneval_python_21,clean_full,0.0,-3.640625,151657,True,True
humaneval_python_21,corrupt_full,-3.5,0.0,40,False,False
humaneval_python_21,clean_no_schema,-0.27734375,-1.109375,151657,True,True
humaneval_python_21,clean_schema_mismatch,-6.03125,-0.0634765625,40,False,False
humaneval_python_21,clean_no_protocol,-15.9375,-0.462890625,40,False,False
apps_python_22,clean_full,0.0,-2.75,151657,True,True
apps_python_22,corrupt_full,-3.40625,0.0,40,False,False
apps_python_22,clean_no_schema,-0.00811767578125,-2.71875,151657,True,True
apps_python_22,clean_schema_mismatch,-4.65625,-0.0299072265625,40,False,False
apps_python_22,clean_no_protocol,-13.375,-0.4375,40,False,False
codecontests_cpp_22,clean_full,0.0,-2.765625,151657,True,True
codecontests_cpp_22,corrupt_full,-2.984375,0.0,40,False,False
codecontests_cpp_22,clean_no_schema,-2.171875,-0.064453125,40,False,False
codecontests_cpp_22,clean_schema_mismatch,-7.96875,-0.2265625,40,False,False
codecontests_cpp_22,clean_no_protocol,-14.0625,-0.5625,40,False,False
codecontests_java_22,clean_full,0.0,-3.921875,151657,True,True
codecontests_java_22,corrupt_full,-6.375,0.0,40,False,False
codecontests_java_22,clean_no_schema,-1.2734375,-0.44140625,40,False,False
codecontests_java_22,clean_schema_mismatch,-4.28125,-0.2890625,40,False,False
codecontests_java_22,clean_no_protocol,-16.625,-0.140625,40,False,False
apps_python_23,clean_full,0.0,-2.84375,151657,True,True
apps_python_23,corrupt_full,-2.734375,0.0,40,False,False
apps_python_23,clean_no_schema,-0.0294189453125,-2.1875,151657,True,True
apps_python_23,clean_schema_mismatch,-1.1796875,-0.2470703125,40,False,False
apps_python_23,clean_no_protocol,-12.8125,-1.203125,1249,False,False
codecontests_cpp_23,clean_full,0.0,-2.875,151657,True,True
codecontests_cpp_23,corrupt_full,-4.5,0.0,40,False,False
codecontests_cpp_23,clean_no_schema,-3.8125,-0.045654296875,40,False,False
codecontests_cpp_23,clean_schema_mismatch,-5.125,-0.06884765625,40,False,False
codecontests_cpp_23,clean_no_protocol,-8.1875,-0.287109375,40,False,False
codecontests_java_23,clean_full,0.0,-6.25,151657,True,True
codecontests_java_23,corrupt_full,-7.21875,0.0,40,False,False
codecontests_java_23,clean_no_schema,-11.75,-0.09130859375,40,False,False
codecontests_java_23,clean_schema_mismatch,-7.09375,-0.1376953125,40,False,False
codecontests_java_23,clean_no_protocol,-16.375,-1.734375,785,False,False
codecontests_cpp_24,clean_full,0.0,-3.46875,151657,True,True
codecontests_cpp_24,corrupt_full,-5.125,0.0,40,False,False
codecontests_cpp_24,clean_no_schema,-7.53125,-0.06005859375,40,False,False
codecontests_cpp_24,clean_schema_mismatch,-2.96875,-0.0556640625,40,False,False
codecontests_cpp_24,clean_no_protocol,-17.25,-0.1572265625,40,False,False
codecontests_java_24,clean_full,0.0,-3.734375,151657,True,True
codecontests_java_24,corrupt_full,-7.375,0.0,40,False,False
codecontests_java_24,clean_no_schema,-5.59375,-0.1220703125,40,False,False
codecontests_java_24,clean_schema_mismatch,-2.59375,-0.10595703125,40,False,False
codecontests_java_24,clean_no_protocol,-20.25,-0.038330078125,40,False,False
apps_python_25,clean_full,0.0,-2.671875,151657,True,True
apps_python_25,corrupt_full,-7.0,0.0,40,False,False
apps_python_25,clean_no_schema,-0.1279296875,-3.125,151657,True,True
apps_python_25,clean_schema_mismatch,-7.71875,-2.0,8420,False,False
apps_python_25,clean_no_protocol,-15.8125,-2.359375,8420,False,False
codecontests_java_25,clean_full,0.0,-4.1875,151657,True,True
codecontests_java_25,corrupt_full,-4.0625,0.0,40,False,False
codecontests_java_25,clean_no_schema,-2.828125,-0.16796875,40,False,False
codecontests_java_25,clean_schema_mismatch,-0.90234375,-0.515625,40,False,False
codecontests_java_25,clean_no_protocol,-15.9375,-0.2578125,40,False,False
codecontests_cpp_26,clean_full,0.0,-2.171875,151657,True,True
codecontests_cpp_26,corrupt_full,-3.734375,0.0,40,False,False
codecontests_cpp_26,clean_no_schema,-3.140625,-0.06201171875,40,False,False
codecontests_cpp_26,clean_schema_mismatch,-8.625,-0.29296875,40,False,False
codecontests_cpp_26,clean_no_protocol,-13.75,-0.462890625,40,False,False
codecontests_java_26,clean_full,0.0,-7.125,151657,True,True
codecontests_java_26,corrupt_full,-7.4375,0.0,40,False,False
codecontests_java_26,clean_no_schema,-2.484375,-0.72265625,785,False,False
codecontests_java_26,clean_schema_mismatch,-0.06982421875,-3.046875,151657,True,True
codecontests_java_26,clean_no_protocol,-15.625,-1.1875,785,False,False
humaneval_python_26,clean_full,0.0,-2.0,151657,True,True
humaneval_python_26,corrupt_full,-3.53125,0.0,40,False,False
humaneval_python_26,clean_no_schema,-0.87890625,-0.3046875,40,False,False
humaneval_python_26,clean_schema_mismatch,-0.5625,-0.42578125,40,False,False
humaneval_python_26,clean_no_protocol,-11.0625,-0.58984375,40,False,False
codecontests_cpp_27,clean_full,0.0,-2.25,151657,True,True
codecontests_cpp_27,corrupt_full,-1.71875,0.0,40,False,False
codecontests_cpp_27,clean_no_schema,-3.3125,-0.197265625,40,False,False
codecontests_cpp_27,clean_schema_mismatch,-9.875,-1.2421875,40,False,False
codecontests_cpp_27,clean_no_protocol,-11.5625,-1.6328125,40,False,False
codecontests_java_27,clean_full,0.0,-3.828125,151657,True,True
codecontests_java_27,corrupt_full,-6.875,0.0,40,False,False
codecontests_java_27,clean_no_schema,-5.875,-0.005218505859375,40,False,False
codecontests_java_27,clean_schema_mismatch,-11.8125,-0.0810546875,40,False,False
codecontests_java_27,clean_no_protocol,-13.25,-0.5859375,40,False,False
codecontests_cpp_28,clean_full,0.0,-3.546875,151657,True,True
codecontests_cpp_28,corrupt_full,-2.453125,0.0,40,False,False
codecontests_cpp_28,clean_no_schema,-1.9765625,-0.11865234375,40,False,False
codecontests_cpp_28,clean_schema_mismatch,-0.66015625,-0.400390625,40,False,False
codecontests_cpp_28,clean_no_protocol,-4.4375,-0.193359375,40,False,False
codecontests_java_28,clean_full,0.0,-3.4375,151657,True,True
codecontests_java_28,corrupt_full,-4.78125,0.0,40,False,False
codecontests_java_28,clean_no_schema,-6.09375,-0.373046875,40,False,False
codecontests_java_28,clean_schema_mismatch,-1.109375,-0.447265625,40,False,False
codecontests_java_28,clean_no_protocol,-9.5,-0.75,40,False,False
apps_python_29,clean_full,0.0,-2.328125,151657,True,True
apps_python_29,corrupt_full,-3.015625,0.0,40,False,False
apps_python_29,clean_no_schema,-0.40625,-0.69921875,40,False,True
apps_python_29,clean_schema_mismatch,-7.03125,-0.1962890625,40,False,False
apps_python_29,clean_no_protocol,-16.625,-0.412109375,40,False,False
codecontests_cpp_29,clean_full,0.0,-3.1875,151657,True,True
codecontests_cpp_29,corrupt_full,-4.0,0.0,40,False,False
codecontests_cpp_29,clean_no_schema,-1.9453125,-0.1826171875,40,False,False
codecontests_cpp_29,clean_schema_mismatch,-7.59375,-0.1845703125,40,False,False
codecontests_cpp_29,clean_no_protocol,-11.9375,-0.578125,40,False,False
codecontests_java_29,clean_full,0.0,-2.78125,151657,True,True
codecontests_java_29,corrupt_full,-5.40625,0.0,40,False,False
codecontests_java_29,clean_no_schema,-3.234375,-0.255859375,40,False,False
codecontests_java_29,clean_schema_mismatch,-2.71875,-0.2109375,40,False,False
codecontests_java_29,clean_no_protocol,-21.375,-2.3125,1249,False,False
apps_python_30,clean_full,0.0,-3.234375,151657,True,True
apps_python_30,corrupt_full,-3.296875,0.0,40,False,False
apps_python_30,clean_no_schema,-0.0181884765625,-4.375,151657,True,True
apps_python_30,clean_schema_mismatch,-1.7578125,-0.31640625,40,False,False
apps_python_30,clean_no_protocol,-13.125,-2.484375,8420,False,False
codecontests_cpp_30,clean_full,0.0,-3.25,151657,True,True
codecontests_cpp_30,corrupt_full,-1.6796875,0.0,40,False,False
codecontests_cpp_30,clean_no_schema,-0.2490234375,-1.0390625,151657,True,True
codecontests_cpp_30,clean_schema_mismatch,-6.90625,-1.09375,40,False,False
codecontests_cpp_30,clean_no_protocol,-8.8125,-1.8359375,40,False,False
codecontests_java_30,clean_full,0.0,-3.75,151657,True,True
codecontests_java_30,corrupt_full,-5.34375,0.0,40,False,False
codecontests_java_30,clean_no_schema,-2.734375,-0.11328125,40,False,False
codecontests_java_30,clean_schema_mismatch,-7.5,-0.19921875,40,False,False
codecontests_java_30,clean_no_protocol,-17.25,-0.32421875,40,False,False
codecontests_cpp_32,clean_full,0.0,-3.34375,151657,True,True
codecontests_cpp_32,corrupt_full,-4.8125,0.0,40,False,False
codecontests_cpp_32,clean_no_schema,-2.609375,-0.10498046875,40,False,False
codecontests_cpp_32,clean_schema_mismatch,-6.46875,-0.23828125,40,False,False
codecontests_cpp_32,clean_no_protocol,-9.3125,-0.373046875,40,False,False
codecontests_java_32,clean_full,0.0,-6.09375,151657,True,True
codecontests_java_32,corrupt_full,-8.0625,0.0,40,False,False
codecontests_java_32,clean_no_schema,-10.5,-0.2197265625,40,False,False
codecontests_java_32,clean_schema_mismatch,-9.6875,-0.380859375,40,False,False
codecontests_java_32,clean_no_protocol,-13.75,-0.34375,40,False,False
mbpp_python_32,clean_full,0.0,-2.703125,151657,True,True
mbpp_python_32,corrupt_full,-5.53125,0.0,40,False,False
mbpp_python_32,clean_no_schema,-3.59375,-0.0400390625,40,False,False
mbpp_python_32,clean_schema_mismatch,-7.25,-0.0791015625,40,False,False
mbpp_python_32,clean_no_protocol,-12.3125,-0.19140625,40,False,False
codecontests_cpp_33,clean_full,0.0,-1.25,151657,True,True
codecontests_cpp_33,corrupt_full,-2.359375,0.0,40,False,False
codecontests_cpp_33,clean_no_schema,-5.875,-0.08349609375,40,False,False
codecontests_cpp_33,clean_schema_mismatch,-8.0,-0.1884765625,40,False,False
codecontests_cpp_33,clean_no_protocol,-11.3125,-0.287109375,40,False,False
codecontests_java_33,clean_full,0.0,-3.390625,151657,True,True
codecontests_java_33,corrupt_full,-9.5625,0.0,40,False,False
codecontests_java_33,clean_no_schema,-4.65625,-0.1455078125,40,False,False
codecontests_java_33,clean_schema_mismatch,-4.75,-0.1337890625,40,False,False
codecontests_java_33,clean_no_protocol,-20.75,-0.474609375,40,False,False
humaneval_python_33,clean_full,0.0,-7.28125,151657,True,True
humaneval_python_33,corrupt_full,-9.4375,0.0,40,False,False
humaneval_python_33,clean_no_schema,-1.5859375,-0.57421875,40,False,False
humaneval_python_33,clean_schema_mismatch,-8.9375,-1.2890625,40,False,False
