sample_id,head,span,rescue_ratio,decision_score,top1_success
codecontests_cpp_1,L17H2,function_body_anchor,-0.05660377358490566,-6.9990386962890625,False
codecontests_cpp_1,L17H2,file_target,-0.1509433962264151,-7.6243896484375,False
codecontests_cpp_1,L17H2,tail_suffix,-0.14622641509433962,-7.5924072265625,False
codecontests_cpp_1,L17H2,task_body,-0.07075471698113207,-7.0926666259765625,False
codecontests_cpp_1,L17H8,lead_phrase,-0.03773584905660377,-6.874858856201172,False
codecontests_cpp_1,L17H8,function_body_anchor,-0.07547169811320754,-7.124746322631836,False
codecontests_cpp_1,L17H8,file_target,-0.05660377358490566,-7.00025749206543,False
codecontests_cpp_1,L17H8,tail_suffix,-0.11320754716981132,-7.373313903808594,False
codecontests_cpp_1,L17H8,task_body,-0.09433962264150944,-7.249576568603516,False
codecontests_cpp_1,L20H5,lead_phrase,-0.014150943396226415,-6.718400955200195,False
codecontests_cpp_1,L20H5,function_body_anchor,0.08018867924528301,-6.092800140380859,False
codecontests_cpp_1,L20H5,file_target,0.09433962264150944,-5.999240875244141,False
codecontests_cpp_1,L20H5,tail_suffix,0.018867924528301886,-6.500274658203125,False
codecontests_cpp_1,L20H5,task_body,0.018867924528301886,-6.500507354736328,False
codecontests_java_1,L2H14,lead_phrase,-0.034482758620689655,-13.11492919921875,False
codecontests_java_1,L2H14,function_body_anchor,0.04926108374384237,-12.062273025512695,False
codecontests_java_1,L2H14,file_target,0.054187192118226604,-11.998893737792969,False
codecontests_java_1,L2H14,tail_suffix,0.024630541871921183,-12.37115478515625,False
codecontests_java_1,L2H14,task_body,-0.024630541871921183,-12.998664855957031,False
codecontests_java_1,L16H8,lead_phrase,0.024630541871921183,-12.374588012695312,False
codecontests_java_1,L16H8,function_body_anchor,0.029556650246305417,-12.3109130859375,False
codecontests_java_1,L16H8,file_target,0.04926108374384237,-12.061447143554688,False
codecontests_java_1,L16H8,tail_suffix,0.019704433497536946,-12.436840057373047,False
codecontests_java_1,L16H8,task_body,0.03940886699507389,-12.185569763183594,False
codecontests_java_1,L17H2,lead_phrase,0.024630541871921183,-12.373268127441406,False
codecontests_java_1,L17H2,function_body_anchor,0.054187192118226604,-11.998092651367188,False
codecontests_java_1,L17H2,file_target,0.029556650246305417,-12.311649322509766,False
codecontests_java_1,L17H2,tail_suffix,-0.0049261083743842365,-12.748886108398438,False
codecontests_java_1,L17H2,task_body,-0.034482758620689655,-13.123985290527344,False
codecontests_java_1,L17H8,lead_phrase,-0.014778325123152709,-12.874469757080078,False
codecontests_java_1,L17H8,function_body_anchor,0.029556650246305417,-12.312755584716797,False
codecontests_java_1,L17H8,file_target,0.014778325123152709,-12.500207901000977,False
codecontests_java_1,L17H8,tail_suffix,-0.009852216748768473,-12.812122344970703,False
codecontests_java_1,L17H8,task_body,0.0,-12.688026428222656,False
codecontests_java_1,L20H5,lead_phrase,0.0,-12.686744689941406,False
codecontests_java_1,L20H5,function_body_anchor,0.03940886699507389,-12.186920166015625,False
codecontests_java_1,L20H5,file_target,0.024630541871921183,-12.375341415405273,False
codecontests_java_1,L20H5,tail_suffix,0.019704433497536946,-12.436149597167969,False
codecontests_java_1,L20H5,task_body,-0.0049261083743842365,-12.74884033203125,False
mbpp_python_1,L2H14,lead_phrase,0.10294117647058823,-2.8572998046875,False
mbpp_python_1,L2H14,function_body_anchor,-0.06372549019607843,-3.3901710510253906,False
mbpp_python_1,L2H14,file_target,0.06862745098039216,-2.9676513671875,False
mbpp_python_1,L2H14,tail_suffix,-0.06372549019607843,-3.3903141021728516,False
mbpp_python_1,L2H14,task_body,0.06862745098039216,-2.96771240234375,False
mbpp_python_1,L16H8,lead_phrase,-0.03431372549019608,-3.2966747283935547,False
mbpp_python_1,L16H8,function_body_anchor,0.0,-3.187358856201172,False
mbpp_python_1,L16H8,file_target,0.06862745098039216,-2.9676132202148438,False
mbpp_python_1,L16H8,tail_suffix,0.03431372549019608,-3.078082323074341,False
mbpp_python_1,L16H8,task_body,0.03431372549019608,-3.0781805515289307,False
mbpp_python_1,L17H2,lead_phrase,0.0,-3.1873836517333984,False
mbpp_python_1,L17H2,function_body_anchor,0.03431372549019608,-3.0779762268066406,False
mbpp_python_1,L17H2,file_target,0.0,-3.1873931884765625,False
mbpp_python_1,L17H2,tail_suffix,0.0,-3.187333106994629,False
mbpp_python_1,L17H2,task_body,-0.06372549019607843,-3.3902816772460938,False
mbpp_python_1,L17H8,lead_phrase,0.0,-3.187257766723633,False
mbpp_python_1,L17H8,function_body_anchor,-0.09803921568627451,-3.4986724853515625,False
mbpp_python_1,L17H8,file_target,0.06862745098039216,-2.9682350158691406,False
mbpp_python_1,L17H8,tail_suffix,-0.09803921568627451,-3.4986038208007812,False
mbpp_python_1,L17H8,task_body,0.0,-3.1874780654907227,False
mbpp_python_1,L20H5,lead_phrase,0.0,-3.1875085830688477,False
mbpp_python_1,L20H5,function_body_anchor,-0.03431372549019608,-3.296792984008789,False
mbpp_python_1,L20H5,file_target,0.03431372549019608,-3.0779647827148438,False
mbpp_python_1,L20H5,tail_suffix,0.0,-3.187680244445801,False
mbpp_python_1,L20H5,task_body,-0.03431372549019608,-3.2968920469284058,False
codecontests_java_2,L2H14,lead_phrase,0.05555555555555555,-6.37200927734375,False
codecontests_java_2,L2H14,function_body_anchor,0.05092592592592592,-6.402069091796875,False
codecontests_java_2,L2H14,file_target,0.05555555555555555,-6.3727264404296875,False
codecontests_java_2,L2H14,tail_suffix,-0.125,-7.5920867919921875,False
codecontests_java_2,L2H14,task_body,-0.037037037037037035,-6.995758056640625,False
codecontests_java_2,L16H8,lead_phrase,0.0,-6.750579833984375,False
codecontests_java_2,L16H8,function_body_anchor,-0.06944444444444445,-7.2176055908203125,False
codecontests_java_2,L16H8,file_target,-0.037037037037037035,-7.000648498535156,False
codecontests_java_2,L16H8,tail_suffix,-0.037037037037037035,-6.99952507019043,False
codecontests_java_2,L16H8,task_body,0.05092592592592592,-6.406119346618652,False
codecontests_java_2,L17H2,lead_phrase,-0.05092592592592592,-7.093624114990234,False
codecontests_java_2,L17H2,function_body_anchor,-0.09259259259259259,-7.3743743896484375,False
codecontests_java_2,L17H2,file_target,-0.037037037037037035,-7.00048828125,False
codecontests_java_2,L17H2,tail_suffix,-0.05092592592592592,-7.094455718994141,False
codecontests_java_2,L17H2,task_body,-0.09259259259259259,-7.375061988830566,False
codecontests_java_2,L17H8,lead_phrase,0.013888888888888888,-6.6547088623046875,False
codecontests_java_2,L17H8,function_body_anchor,-0.032407407407407406,-6.967998504638672,False
codecontests_java_2,L17H8,file_target,-0.06944444444444445,-7.2182769775390625,False
codecontests_java_2,L17H8,tail_suffix,-0.05092592592592592,-7.093747094273567,False
codecontests_java_2,L17H8,task_body,-0.08796296296296297,-7.342384338378906,False
codecontests_java_2,L20H5,lead_phrase,-0.032407407407407406,-6.969970703125,False
codecontests_java_2,L20H5,function_body_anchor,0.0,-6.750056266784668,False
codecontests_java_2,L20H5,file_target,-0.08796296296296297,-7.3426361083984375,False
codecontests_java_2,L20H5,tail_suffix,-0.06944444444444445,-7.218105316162109,False
codecontests_java_2,L20H5,task_body,-0.032407407407407406,-6.967826843261719,False
codecontests_cpp_3,L2H14,lead_phrase,0.09836065573770492,-3.42974853515625,False
codecontests_cpp_3,L2H14,function_body_anchor,0.18442622950819673,-3.10504150390625,False
codecontests_cpp_3,L2H14,file_target,0.0,-3.8114242553710938,False
codecontests_cpp_3,L2H14,tail_suffix,-0.02459016393442623,-3.902862548828125,False
codecontests_cpp_3,L2H14,task_body,0.0,-3.8109207153320312,False
codecontests_cpp_3,L16H8,lead_phrase,-0.00819672131147541,-3.8412322998046875,False
codecontests_cpp_3,L16H8,function_body_anchor,0.03278688524590164,-3.687333106994629,False
codecontests_cpp_3,L16H8,file_target,-0.03278688524590164,-3.9369888305664062,False
codecontests_cpp_3,L16H8,tail_suffix,0.03278688524590164,-3.6870288848876953,False
codecontests_cpp_3,L16H8,task_body,0.0,-3.8106918334960938,False
codecontests_cpp_3,L17H2,lead_phrase,-0.05737704918032787,-4.030174255371094,False
codecontests_cpp_3,L17H2,function_body_anchor,-0.02459016393442623,-3.905843734741211,False
codecontests_cpp_3,L17H2,file_target,0.03278688524590164,-3.6859970092773438,False
codecontests_cpp_3,L17H2,tail_suffix,0.00819672131147541,-3.7797775268554688,False
codecontests_cpp_3,L17H2,task_body,0.03278688524590164,-3.687711715698242,False
codecontests_cpp_3,L17H8,lead_phrase,-0.03278688524590164,-3.9369125366210938,False
codecontests_cpp_3,L17H8,function_body_anchor,0.0,-3.812112808227539,False
codecontests_cpp_3,L17H8,file_target,-0.03278688524590164,-3.936798095703125,False
codecontests_cpp_3,L17H8,tail_suffix,0.03278688524590164,-3.6869888305664062,False
codecontests_cpp_3,L17H8,task_body,0.06147540983606557,-3.5769119262695312,False
codecontests_cpp_3,L20H5,lead_phrase,0.06147540983606557,-3.5776100158691406,False
codecontests_cpp_3,L20H5,function_body_anchor,0.06147540983606557,-3.5777740478515625,False
codecontests_cpp_3,L20H5,file_target,0.02459016393442623,-3.7163848876953125,False
codecontests_cpp_3,L20H5,tail_suffix,-0.14754098360655737,-4.3713836669921875,False
codecontests_cpp_3,L20H5,task_body,-0.03278688524590164,-3.936786651611328,False
codecontests_java_3,L2H14,lead_phrase,0.05405405405405406,-8.74468994140625,False
codecontests_java_3,L2H14,function_body_anchor,-0.0472972972972973,-9.683502197265625,False
codecontests_java_3,L2H14,file_target,0.05405405405405406,-8.7469482421875,False
codecontests_java_3,L2H14,tail_suffix,-0.13513513513513514,-10.499603271484375,False
codecontests_java_3,L2H14,task_body,0.02702702702702703,-9.00004267692566,False
codecontests_java_3,L16H8,lead_phrase,-0.006756756756756757,-9.310333251953125,False
codecontests_java_3,L16H8,function_body_anchor,0.0945945945945946,-8.373802185058594,False
codecontests_java_3,L16H8,file_target,0.0,-9.24761962890625,False
codecontests_java_3,L16H8,tail_suffix,0.060810810810810814,-8.686363220214844,False
codecontests_java_3,L16H8,task_body,-0.033783783783783786,-9.560585021972656,False
codecontests_java_3,L17H2,lead_phrase,0.013513513513513514,-9.125051736831665,False
codecontests_java_3,L17H2,function_body_anchor,-0.033783783783783786,-9.56036376953125,False
codecontests_java_3,L17H2,file_target,0.0,-9.24988603591919,False
codecontests_java_3,L17H2,tail_suffix,0.006756756756756757,-9.186241149902344,False
codecontests_java_3,L17H2,task_body,-0.0472972972972973,-9.686580657958984,False
codecontests_java_3,L17H8,lead_phrase,-0.02027027027027027,-9.434066772460938,False
codecontests_java_3,L17H8,function_body_anchor,0.0,-9.248588562011719,False
codecontests_java_3,L17H8,file_target,-0.02027027027027027,-9.436599731445312,False
codecontests_java_3,L17H8,tail_suffix,-0.02027027027027027,-9.436355590820312,False
codecontests_java_3,L17H8,task_body,-0.006756756756756757,-9.3104248046875,False
codecontests_java_3,L20H5,lead_phrase,-0.02702702702702703,-9.498329162597656,False
codecontests_java_3,L20H5,function_body_anchor,0.02027027027027027,-9.06186294555664,False
codecontests_java_3,L20H5,file_target,0.033783783783783786,-8.936767578125,False
codecontests_java_3,L20H5,tail_suffix,-0.006756756756756757,-9.311538696289062,False
codecontests_java_3,L20H5,task_body,-0.02027027027027027,-9.436599731445312,False
apps_python_4,L2H14,lead_phrase,-0.08270676691729323,-4.4980010986328125,False
apps_python_4,L2H14,function_body_anchor,0.015037593984962405,-4.084228515625,False
apps_python_4,L2H14,file_target,-0.022556390977443608,-4.24322509765625,False
apps_python_4,L2H14,tail_suffix,0.007518796992481203,-4.120452880859375,False
apps_python_4,L2H14,task_body,-0.05263157894736842,-4.37060546875,False
apps_python_4,L16H8,lead_phrase,-0.15037593984962405,-4.77813720703125,False
apps_python_4,L16H8,function_body_anchor,-0.11278195488721804,-4.6221771240234375,False
apps_python_4,L16H8,file_target,-0.23308270676691728,-5.11663818359375,False
apps_python_4,L16H8,tail_suffix,0.03007518796992481,-4.031075477600098,False
apps_python_4,L16H8,task_body,-0.03007518796992481,-4.276580810546875,False
apps_python_4,L17H2,lead_phrase,-0.12030075187969924,-4.6533050537109375,False
apps_python_4,L17H2,function_body_anchor,-0.2932330827067669,-5.36505126953125,False
apps_python_4,L17H2,file_target,-0.11278195488721804,-4.6222381591796875,False
apps_python_4,L17H2,tail_suffix,-0.20300751879699247,-4.994903564453125,False
apps_python_4,L17H2,task_body,-0.23308270676691728,-5.1170654296875,False
apps_python_4,L17H8,lead_phrase,-0.12030075187969924,-4.652374267578125,False
apps_python_4,L17H8,function_body_anchor,-0.11278195488721804,-4.6217498779296875,False
apps_python_4,L17H8,file_target,-0.17293233082706766,-4.8712158203125,False
apps_python_4,L17H8,tail_suffix,-0.09022556390977443,-4.5279693603515625,False
apps_python_4,L17H8,task_body,-0.09022556390977443,-4.528076171875,False
apps_python_4,L20H5,lead_phrase,-0.08270676691729323,-4.497802734375,False
apps_python_4,L20H5,function_body_anchor,0.03007518796992481,-4.030727386474609,False
apps_python_4,L20H5,file_target,0.06766917293233082,-3.8727569580078125,False
apps_python_4,L20H5,tail_suffix,-0.08270676691729323,-4.4983367919921875,False
apps_python_4,L20H5,task_body,-0.11278195488721804,-4.62152099609375,False
codecontests_cpp_4,L2H14,lead_phrase,0.06934306569343066,-3.97845458984375,False
codecontests_cpp_4,L2H14,function_body_anchor,0.043795620437956206,-4.0919189453125,False
codecontests_cpp_4,L2H14,file_target,0.09854014598540146,-3.8570709228515625,False
codecontests_cpp_4,L2H14,tail_suffix,0.21532846715328466,-3.352630615234375,False
codecontests_cpp_4,L2H14,task_body,-0.145985401459854,-4.903167724609375,False
codecontests_cpp_4,L16H8,lead_phrase,0.0072992700729927005,-4.2474822998046875,False
codecontests_cpp_4,L16H8,function_body_anchor,0.06934306569343066,-3.9819183349609375,False
codecontests_cpp_4,L16H8,file_target,0.051094890510948905,-4.0602264404296875,False
codecontests_cpp_4,L16H8,tail_suffix,0.07664233576642336,-3.949432373046875,False
codecontests_cpp_4,L16H8,task_body,0.07664233576642336,-3.949951171875,False
codecontests_cpp_4,L17H2,lead_phrase,0.0,-4.2794342041015625,False
codecontests_cpp_4,L17H2,function_body_anchor,0.051094890510948905,-4.061862945556641,False
codecontests_cpp_4,L17H2,file_target,0.051094890510948905,-4.06195068359375,False
codecontests_cpp_4,L17H2,tail_suffix,0.0,-4.280773162841797,False
codecontests_cpp_4,L17H2,task_body,0.09854014598540146,-3.8572540283203125,False
codecontests_cpp_4,L17H8,lead_phrase,0.0,-4.2783203125,False
codecontests_cpp_4,L17H8,function_body_anchor,0.029197080291970802,-4.156266570091248,False
codecontests_cpp_4,L17H8,file_target,0.0,-4.280582427978516,False
codecontests_cpp_4,L17H8,tail_suffix,-0.014598540145985401,-4.342891693115234,False
codecontests_cpp_4,L17H8,task_body,0.043795620437956206,-4.0906829833984375,False
codecontests_cpp_4,L20H5,lead_phrase,0.029197080291970802,-4.156439781188965,False
codecontests_cpp_4,L20H5,function_body_anchor,0.029197080291970802,-4.156375885009766,False
codecontests_cpp_4,L20H5,file_target,-0.08759124087591241,-4.653045654296875,False
codecontests_cpp_4,L20H5,tail_suffix,0.021897810218978103,-4.184722900390625,False
codecontests_cpp_4,L20H5,task_body,0.0,-4.2812803983688354,False
codecontests_java_4,L2H14,lead_phrase,-0.011049723756906077,-11.437868118286133,False
codecontests_java_4,L2H14,function_body_anchor,0.06077348066298342,-10.62078857421875,False
codecontests_java_4,L2H14,file_target,-0.016574585635359115,-11.498710632324219,False
codecontests_java_4,L2H14,tail_suffix,0.07734806629834254,-10.436187744140625,False
codecontests_java_4,L2H14,task_body,-0.10497237569060773,-12.498886108398438,False
codecontests_java_4,L16H8,lead_phrase,0.022099447513812154,-11.057464599609375,False
codecontests_java_4,L16H8,function_body_anchor,0.04419889502762431,-10.808135986328125,False
codecontests_java_4,L16H8,file_target,0.027624309392265192,-10.998580932617188,False
codecontests_java_4,L16H8,tail_suffix,0.12154696132596685,-9.937265396118164,False
codecontests_java_4,L16H8,task_body,0.08287292817679558,-10.373207092285156,False
codecontests_java_4,L17H2,lead_phrase,0.027624309392265192,-10.99936294555664,False
codecontests_java_4,L17H2,function_body_anchor,0.022099447513812154,-11.062537431716919,False
codecontests_java_4,L17H2,file_target,0.03314917127071823,-10.937508523464203,False
codecontests_java_4,L17H2,tail_suffix,0.03314917127071823,-10.93744945526123,False
codecontests_java_4,L17H2,task_body,-0.03867403314917127,-11.7481689453125,False
codecontests_java_4,L17H8,lead_phrase,0.0,-11.313018798828125,False
codecontests_java_4,L17H8,function_body_anchor,0.016574585635359115,-11.122528076171875,False
codecontests_java_4,L17H8,file_target,0.03867403314917127,-10.874805450439453,False
codecontests_java_4,L17H8,tail_suffix,0.049723756906077346,-10.749814987182617,False
codecontests_java_4,L17H8,task_body,0.03867403314917127,-10.875205039978027,False
codecontests_java_4,L20H5,lead_phrase,0.011049723756906077,-11.188125610351562,False
codecontests_java_4,L20H5,function_body_anchor,0.055248618784530384,-10.68674087524414,False
codecontests_java_4,L20H5,file_target,0.049723756906077346,-10.75004243850708,False
codecontests_java_4,L20H5,tail_suffix,0.04419889502762431,-10.813167572021484,False
codecontests_java_4,L20H5,task_body,0.04419889502762431,-10.813117980957031,False
mbpp_python_4,L2H14,lead_phrase,0.13548387096774195,-4.183258056640625,False
mbpp_python_4,L2H14,function_body_anchor,0.06451612903225806,-4.529396057128906,False
mbpp_python_4,L2H14,file_target,-0.01935483870967742,-4.9355010986328125,False
mbpp_python_4,L2H14,tail_suffix,0.03870967741935484,-4.655143737792969,False
mbpp_python_4,L2H14,task_body,0.06451612903225806,-4.5300445556640625,False
mbpp_python_4,L16H8,lead_phrase,-0.03870967741935484,-5.0299835205078125,False
mbpp_python_4,L16H8,function_body_anchor,-0.025806451612903226,-4.967868804931641,False
mbpp_python_4,L16H8,file_target,-0.10967741935483871,-5.3728485107421875,False
mbpp_python_4,L16H8,tail_suffix,-0.07096774193548387,-5.1870880126953125,False
mbpp_python_4,L16H8,task_body,-0.07096774193548387,-5.187263488769531,False
mbpp_python_4,L17H2,lead_phrase,0.0,-4.842796325683594,False
mbpp_python_4,L17H2,function_body_anchor,0.025806451612903226,-4.718242645263672,False
mbpp_python_4,L17H2,file_target,-0.07096774193548387,-5.186920166015625,False
mbpp_python_4,L17H2,tail_suffix,0.0,-4.8418731689453125,False
mbpp_python_4,L17H2,task_body,-0.09032258064516129,-5.2801055908203125,False
mbpp_python_4,L17H8,lead_phrase,0.03870967741935484,-4.6549835205078125,False
mbpp_python_4,L17H8,function_body_anchor,-0.03870967741935484,-5.03083610534668,False
mbpp_python_4,L17H8,file_target,0.0,-4.842559814453125,False
mbpp_python_4,L17H8,tail_suffix,-0.025806451612903226,-4.968481063842773,False
mbpp_python_4,L17H8,task_body,-0.01935483870967742,-4.936855316162109,False
mbpp_python_4,L20H5,lead_phrase,0.06451612903225806,-4.530372619628906,False
mbpp_python_4,L20H5,function_body_anchor,-0.01935483870967742,-4.936611175537109,False
mbpp_python_4,L20H5,file_target,0.06451612903225806,-4.529716491699219,False
mbpp_python_4,L20H5,tail_suffix,0.0,-4.843482971191406,False
mbpp_python_4,L20H5,task_body,-0.025806451612903226,-4.968090057373047,False
apps_python_5,L2H14,lead_phrase,0.1695906432748538,-4.4367218017578125,False
apps_python_5,L2H14,function_body_anchor,0.29239766081871343,-3.77813720703125,False
apps_python_5,L2H14,file_target,0.15789473684210525,-4.498252868652344,False
apps_python_5,L2H14,tail_suffix,0.13450292397660818,-4.623931884765625,False
apps_python_5,L2H14,task_body,0.12280701754385964,-4.687124252319336,False
apps_python_5,L16H8,lead_phrase,0.08187134502923976,-4.906190872192383,False
apps_python_5,L16H8,function_body_anchor,0.0,-5.3426666259765625,False
apps_python_5,L16H8,file_target,0.07017543859649122,-4.968435287475586,False
apps_python_5,L16H8,tail_suffix,0.23976608187134502,-4.0602264404296875,False
apps_python_5,L16H8,task_body,0.09941520467836257,-4.812406539916992,False
apps_python_5,L17H2,lead_phrase,0.03508771929824561,-5.155555725097656,False
apps_python_5,L17H2,function_body_anchor,0.0,-5.343930244445801,False
apps_python_5,L17H2,file_target,0.05263157894736842,-5.062567234039307,False
apps_python_5,L17H2,tail_suffix,0.07017543859649122,-4.968393325805664,False
apps_python_5,L17H2,task_body,0.06432748538011696,-5.000012218952179,False
apps_python_5,L17H8,lead_phrase,0.03508771929824561,-5.156315326690674,False
apps_python_5,L17H8,function_body_anchor,0.05263157894736842,-5.06251859664917,False
apps_python_5,L17H8,file_target,0.10526315789473684,-4.780916213989258,False
apps_python_5,L17H8,tail_suffix,0.06432748538011696,-5.000099182128906,False
apps_python_5,L17H8,task_body,0.017543859649122806,-5.250058174133301,False
apps_python_5,L20H5,lead_phrase,0.017543859649122806,-5.2500234842300415,False
apps_python_5,L20H5,function_body_anchor,0.05263157894736842,-5.062554121017456,False
apps_python_5,L20H5,file_target,0.03508771929824561,-5.156306743621826,False
apps_python_5,L20H5,tail_suffix,0.05263157894736842,-5.061779022216797,False
apps_python_5,L20H5,task_body,0.0,-5.3437711000442505,False
codecontests_cpp_5,L2H14,lead_phrase,-0.12162162162162163,-5.182159423828125,False
codecontests_cpp_5,L2H14,function_body_anchor,-0.10135135135135136,-5.0918426513671875,False
codecontests_cpp_5,L2H14,file_target,0.04054054054054054,-4.4246826171875,False
codecontests_cpp_5,L2H14,tail_suffix,0.07432432432432433,-4.279930114746094,False
codecontests_cpp_5,L2H14,task_body,0.05405405405405406,-4.373992919921875,False
codecontests_cpp_5,L16H8,lead_phrase,-0.033783783783783786,-4.780300140380859,False
codecontests_cpp_5,L16H8,function_body_anchor,-0.02702702702702703,-4.748558044433594,False
codecontests_cpp_5,L16H8,file_target,0.05405405405405406,-4.3738555908203125,False
codecontests_cpp_5,L16H8,tail_suffix,0.0,-4.625923156738281,False
codecontests_cpp_5,L16H8,task_body,0.0472972972972973,-4.406268119812012,False
codecontests_cpp_5,L17H2,lead_phrase,-0.02702702702702703,-4.750079154968262,False
codecontests_cpp_5,L17H2,function_body_anchor,0.02027027027027027,-4.530723571777344,False
codecontests_cpp_5,L17H2,file_target,0.02027027027027027,-4.531261205673218,False
codecontests_cpp_5,L17H2,tail_suffix,0.02027027027027027,-4.529960632324219,False
codecontests_cpp_5,L17H2,task_body,-0.07432432432432433,-4.9683074951171875,False
codecontests_cpp_5,L17H8,lead_phrase,-0.033783783783783786,-4.781108856201172,False
codecontests_cpp_5,L17H8,function_body_anchor,-0.10135135135135136,-5.09246826171875,False
codecontests_cpp_5,L17H8,file_target,-0.07432432432432433,-4.968051910400391,False
codecontests_cpp_5,L17H8,tail_suffix,0.0,-4.624780654907227,False
codecontests_cpp_5,L17H8,task_body,-0.05405405405405406,-4.874103546142578,False
codecontests_cpp_5,L20H5,lead_phrase,0.0,-4.623260498046875,False
codecontests_cpp_5,L20H5,function_body_anchor,0.0,-4.624233245849609,False
codecontests_cpp_5,L20H5,file_target,0.02027027027027027,-4.53077507019043,False
codecontests_cpp_5,L20H5,tail_suffix,-0.02702702702702703,-4.749065399169922,False
codecontests_cpp_5,L20H5,task_body,-0.07432432432432433,-4.967430114746094,False
codecontests_java_5,L2H14,lead_phrase,0.0546875,-7.559417724609375,False
codecontests_java_5,L2H14,function_body_anchor,-0.0859375,-8.683624267578125,False
codecontests_java_5,L2H14,file_target,-0.015625,-8.123733520507812,False
codecontests_java_5,L2H14,tail_suffix,-0.046875,-8.373382568359375,False
codecontests_java_5,L2H14,task_body,-0.0625,-8.495574951171875,False
codecontests_java_5,L16H8,lead_phrase,0.0234375,-7.811065673828125,False
codecontests_java_5,L16H8,function_body_anchor,0.05078125,-7.5920562744140625,False
codecontests_java_5,L16H8,file_target,-0.015625,-8.12347412109375,False
codecontests_java_5,L16H8,tail_suffix,-0.015625,-8.123199462890625,False
codecontests_java_5,L16H8,task_body,0.0390625,-7.686634063720703,False
codecontests_java_5,L17H2,lead_phrase,0.0390625,-7.685798645019531,False
codecontests_java_5,L17H2,function_body_anchor,-0.015625,-8.122817993164062,False
codecontests_java_5,L17H2,file_target,-0.015625,-8.123565673828125,False
codecontests_java_5,L17H2,tail_suffix,0.0234375,-7.811595916748047,False
codecontests_java_5,L17H2,task_body,-0.015625,-8.124065399169922,False
codecontests_java_5,L17H8,lead_phrase,0.0390625,-7.6877288818359375,False
codecontests_java_5,L17H8,function_body_anchor,0.01171875,-7.9049530029296875,False
codecontests_java_5,L17H8,file_target,-0.0625,-8.499286651611328,False
codecontests_java_5,L17H8,tail_suffix,0.00390625,-7.9653778076171875,False
codecontests_java_5,L17H8,task_body,0.0234375,-7.81263542175293,False
codecontests_java_5,L20H5,lead_phrase,-0.03125,-8.248886108398438,False
codecontests_java_5,L20H5,function_body_anchor,0.0,-7.9990997314453125,False
codecontests_java_5,L20H5,file_target,0.0234375,-7.810951232910156,False
codecontests_java_5,L20H5,tail_suffix,-0.03125,-8.249454498291016,False
