sample_id,sample_rank,forward_node_count,reverse_node_count,shared_node_count,union_node_count,node_jaccard,forward_target,reverse_target
codecontests_cpp_80,137,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_80,138,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_82,139,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_cpp_83,140,16,16,12,20,0.6,<tool_call>,I
codecontests_java_83,141,16,16,8,24,0.3333333333333333,<tool_call>,I
codecontests_java_84,142,16,16,11,21,0.5238095238095238,<tool_call>,I
humaneval_python_84,143,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_85,144,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_85,145,16,16,12,20,0.6,<tool_call>,I
apps_python_87,146,16,14,12,18,0.6666666666666666,<tool_call>,I
codecontests_cpp_87,147,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_88,148,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_88,149,16,16,12,20,0.6,<tool_call>,I
codecontests_java_89,150,16,16,8,24,0.3333333333333333,<tool_call>,I
apps_python_91,151,16,16,14,18,0.7777777777777778,<tool_call>,I
apps_python_92,152,16,16,12,20,0.6,<tool_call>,I
apps_python_93,153,16,15,13,18,0.7222222222222222,<tool_call>,I
codecontests_cpp_93,154,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_93,155,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_94,156,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_cpp_94,157,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_94,158,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_cpp_95,159,16,16,12,20,0.6,<tool_call>,I
codecontests_java_95,160,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_96,161,16,16,12,20,0.6,<tool_call>,I
codecontests_java_96,162,16,16,11,21,0.5238095238095238,<tool_call>,I
mbpp_python_96,163,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_97,164,16,16,14,18,0.7777777777777778,<tool_call>,I
apps_python_98,165,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_98,166,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_98,167,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_99,168,16,16,14,18,0.7777777777777778,<tool_call>,I
codecontests_java_99,169,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_100,170,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_cpp_100,171,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_100,172,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_101,173,16,16,8,24,0.3333333333333333,<tool_call>,I
apps_python_102,174,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_103,175,16,16,13,19,0.6842105263157895,<tool_call>,I
mbpp_python_103,176,16,16,12,20,0.6,<tool_call>,I
apps_python_104,177,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_105,178,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_106,179,16,16,9,23,0.391304347826087,<tool_call>,I
codecontests_java_106,180,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_107,181,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_cpp_108,182,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_108,183,16,16,12,20,0.6,<tool_call>,I
humaneval_python_108,184,16,16,9,23,0.391304347826087,<tool_call>,I
codecontests_java_109,185,16,16,11,21,0.5238095238095238,<tool_call>,I
humaneval_python_109,186,16,16,12,20,0.6,<tool_call>,I
apps_python_110,187,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_110,188,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_111,189,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_112,190,16,16,9,23,0.391304347826087,<tool_call>,I
humaneval_python_112,191,16,16,11,21,0.5238095238095238,<tool_call>,I
mbpp_python_112,192,16,15,12,19,0.631578947368421,<tool_call>,I
apps_python_113,193,16,16,9,23,0.391304347826087,<tool_call>,I
codecontests_cpp_113,194,16,16,12,20,0.6,<tool_call>,I
codecontests_java_113,195,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_114,196,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_cpp_115,197,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_115,198,16,16,12,20,0.6,<tool_call>,I
humaneval_python_115,199,16,16,12,20,0.6,<tool_call>,I
mbpp_python_115,200,16,16,14,18,0.7777777777777778,<tool_call>,I
apps_python_116,201,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_cpp_116,202,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_116,203,16,16,12,20,0.6,<tool_call>,I
humaneval_python_116,204,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_117,205,16,16,12,20,0.6,<tool_call>,I
codecontests_java_117,206,16,16,8,24,0.3333333333333333,<tool_call>,I
mbpp_python_117,207,16,16,12,20,0.6,<tool_call>,I
apps_python_118,208,16,16,8,24,0.3333333333333333,<tool_call>,I
codecontests_cpp_118,209,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_118,210,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_119,211,16,14,9,21,0.42857142857142855,<tool_call>,I
humaneval_python_119,212,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_120,213,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_120,214,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_121,215,16,15,12,19,0.631578947368421,<tool_call>,I
humaneval_python_121,216,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_122,217,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_cpp_123,218,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_123,219,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_cpp_124,220,16,16,11,21,0.5238095238095238,<tool_call>,I
humaneval_python_124,221,16,16,12,20,0.6,<tool_call>,I
apps_python_125,222,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_cpp_125,223,16,16,12,20,0.6,<tool_call>,I
apps_python_126,224,16,14,9,21,0.42857142857142855,<tool_call>,I
codecontests_cpp_126,225,16,16,12,20,0.6,<tool_call>,I
codecontests_java_126,226,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_128,227,16,16,9,23,0.391304347826087,<tool_call>,I
apps_python_129,228,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_129,229,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_130,230,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_130,231,16,16,12,20,0.6,<tool_call>,I
codecontests_java_130,232,16,16,12,20,0.6,<tool_call>,I
mbpp_python_130,233,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_131,234,16,14,9,21,0.42857142857142855,<tool_call>,I
codecontests_cpp_131,235,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_131,236,16,16,10,22,0.45454545454545453,<tool_call>,I
humaneval_python_131,237,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_132,238,16,15,10,21,0.47619047619047616,<tool_call>,I
codecontests_cpp_132,239,16,16,14,18,0.7777777777777778,<tool_call>,I
codecontests_java_132,240,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_133,241,16,16,12,20,0.6,<tool_call>,I
mbpp_python_133,242,16,16,12,20,0.6,<tool_call>,I
apps_python_134,243,16,16,14,18,0.7777777777777778,<tool_call>,I
codecontests_java_134,244,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_135,245,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_cpp_136,246,16,16,14,18,0.7777777777777778,<tool_call>,I
codecontests_cpp_137,247,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_137,248,16,16,9,23,0.391304347826087,<tool_call>,I
humaneval_python_137,249,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_138,250,16,14,10,20,0.5,<tool_call>,I
apps_python_140,251,16,16,12,20,0.6,<tool_call>,I
codecontests_java_140,252,16,16,10,22,0.45454545454545453,<tool_call>,I
mbpp_python_140,253,16,15,10,21,0.47619047619047616,<tool_call>,I
apps_python_141,254,16,16,14,18,0.7777777777777778,<tool_call>,I
codecontests_java_141,255,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_142,256,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_cpp_142,257,16,16,12,20,0.6,<tool_call>,I
codecontests_java_142,258,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_143,259,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_144,260,16,16,10,22,0.45454545454545453,<tool_call>,I
mbpp_python_144,261,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_145,262,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_145,263,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_146,264,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_146,265,16,16,9,23,0.391304347826087,<tool_call>,I
codecontests_cpp_147,266,16,16,13,19,0.6842105263157895,<tool_call>,I
mbpp_python_147,267,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_148,268,16,15,11,20,0.55,<tool_call>,I
codecontests_java_148,269,16,16,11,21,0.5238095238095238,<tool_call>,I
humaneval_python_148,270,16,16,13,19,0.6842105263157895,<tool_call>,I
mbpp_python_148,271,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_cpp_149,272,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_149,273,16,16,9,23,0.391304347826087,<tool_call>,I
humaneval_python_149,274,16,16,13,19,0.6842105263157895,<tool_call>,I
mbpp_python_149,275,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_150,276,15,16,10,21,0.47619047619047616,<tool_call>,I
apps_python_151,277,14,15,6,23,0.2608695652173913,<tool_call>,I
humaneval_python_151,278,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_152,279,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_152,280,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_152,281,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_cpp_153,282,16,16,14,18,0.7777777777777778,<tool_call>,I
apps_python_154,283,14,16,8,22,0.36363636363636365,<tool_call>,I
codecontests_cpp_154,284,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_154,285,16,16,10,22,0.45454545454545453,<tool_call>,I
humaneval_python_154,286,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_155,287,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_156,288,16,16,14,18,0.7777777777777778,<tool_call>,To
codecontests_cpp_156,289,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_156,290,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_157,291,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_157,292,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_158,293,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_158,294,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_cpp_159,295,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_160,296,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_161,297,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_161,298,16,16,14,18,0.7777777777777778,<tool_call>,I
humaneval_python_161,299,16,16,12,20,0.6,<tool_call>,I
apps_python_163,300,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_163,301,16,16,8,24,0.3333333333333333,<tool_call>,I
codecontests_cpp_165,302,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_165,303,16,16,12,20,0.6,<tool_call>,I
mbpp_python_165,304,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_166,305,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_166,306,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_167,307,16,16,14,18,0.7777777777777778,<tool_call>,I
codecontests_java_167,308,16,16,11,21,0.5238095238095238,<tool_call>,I
mbpp_python_167,309,16,16,12,20,0.6,<tool_call>,I
codecontests_java_168,310,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_169,311,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_170,312,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_cpp_170,313,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_171,314,16,16,12,20,0.6,<tool_call>,I
apps_python_172,315,16,14,12,18,0.6666666666666666,<tool_call>,I
codecontests_java_172,316,16,16,12,20,0.6,<tool_call>,I
codecontests_java_173,317,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_174,318,16,16,9,23,0.391304347826087,<tool_call>,I
codecontests_java_174,319,16,16,7,25,0.28,<tool_call>,I
apps_python_175,320,16,16,12,20,0.6,<tool_call>,I
codecontests_java_175,321,16,16,8,24,0.3333333333333333,<tool_call>,I
mbpp_python_175,322,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_176,323,16,16,12,20,0.6,<tool_call>,I
codecontests_java_177,324,16,16,10,22,0.45454545454545453,<tool_call>,I
mbpp_python_177,325,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_178,326,16,16,9,23,0.391304347826087,<tool_call>,I
codecontests_java_178,327,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_179,328,16,16,6,26,0.23076923076923078,<tool_call>,I
codecontests_java_179,329,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_181,330,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_181,331,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_181,332,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_cpp_182,333,16,16,12,20,0.6,<tool_call>,I
codecontests_java_182,334,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_183,335,16,16,14,18,0.7777777777777778,<tool_call>,I
codecontests_java_183,336,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_184,337,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_cpp_185,338,16,16,13,19,0.6842105263157895,<tool_call>,I
mbpp_python_185,339,16,16,12,20,0.6,<tool_call>,I
apps_python_186,340,16,16,11,21,0.5238095238095238,<tool_call>,To
codecontests_java_186,341,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_187,342,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_188,343,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_188,344,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_189,345,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_190,346,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_190,347,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_191,348,16,16,14,18,0.7777777777777778,<tool_call>,I
codecontests_cpp_191,349,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_191,350,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_192,351,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_192,352,16,16,12,20,0.6,<tool_call>,I
codecontests_java_193,353,16,16,14,18,0.7777777777777778,<tool_call>,I
apps_python_194,354,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_cpp_194,355,16,16,12,20,0.6,<tool_call>,I
codecontests_java_194,356,16,16,11,21,0.5238095238095238,<tool_call>,I
mbpp_python_194,357,16,16,14,18,0.7777777777777778,<tool_call>,I
apps_python_195,358,16,16,14,18,0.7777777777777778,<tool_call>,I
codecontests_cpp_195,359,16,16,11,21,0.5238095238095238,<tool_call>,I
apps_python_196,360,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_java_196,361,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_197,362,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_197,363,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_198,364,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_198,365,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_199,366,16,16,12,20,0.6,<tool_call>,I
codecontests_java_199,367,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_200,368,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_cpp_200,369,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_201,370,16,16,12,20,0.6,<tool_call>,I
codecontests_java_201,371,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_202,372,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_202,373,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_202,374,16,16,12,20,0.6,<tool_call>,I
apps_python_203,375,16,16,9,23,0.391304347826087,<tool_call>,I
codecontests_cpp_203,376,16,16,12,20,0.6,<tool_call>,I
codecontests_java_203,377,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_204,378,16,16,12,20,0.6,<tool_call>,I
codecontests_cpp_204,379,16,16,13,19,0.6842105263157895,<tool_call>,I
codecontests_java_204,380,16,16,11,21,0.5238095238095238,<tool_call>,I
mbpp_python_204,381,16,16,12,20,0.6,<tool_call>,I
apps_python_205,382,16,16,7,25,0.28,<tool_call>,I
codecontests_java_205,383,16,16,12,20,0.6,<tool_call>,I
apps_python_206,384,16,16,8,24,0.3333333333333333,<tool_call>,I
codecontests_cpp_206,385,16,16,13,19,0.6842105263157895,<tool_call>,I
apps_python_207,386,16,16,10,22,0.45454545454545453,<tool_call>,I
codecontests_cpp_207,387,16,16,11,21,0.5238095238095238,<tool_call>,I
codecontests_java_207,388,16,16,10,22,0.45454545454545453,<tool_call>,I
apps_python_208,389,16,16,13,19,0.6842105263157895,<tool_call>,I
